symbol,side,quantity,avg_fill_price,limit_sell_price,buy_order_id,sell_order_id,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,ask_gap_pct,last_real_price,evaluated_at,firing
INNV,buy,1,9.5799,10.06,6ab3d7e5-5e37-4838-9b83-f545bd877a3d,6ab3d7ec-a038-4884-8e0a-8c8a8d548ca1,9.4795,-0.10464570624120134,0.00527,0.0564,0.0454,1.1282,,15,CC0,,1.333,Packaged Software,-0.00524,9.55,2026-09-23T13:41:00Z,9:30
