"symbol","name","last_price","pct_change","market_cap","volume"
"INTC","Intel","101.32","-5.98%","5.4160176e+11","9.1038327132151e+07"
"HPE","HP Enterprise","47.015","-5.14%","6.56275265e+10","1.2869924821226e+07"
"P","Everpure","69.455","-9.83%","2.5605151911e+10","2.288945395376e+06"
"AKAM","Akamai","119.405","-5.32%","1.8334559225e+10","1.879889842734e+06"
"RBRK","Rubrik","79.77","-9.4%","1.8123205236e+10","2.723630335812e+06"
"IONQ","IonQ","37.185","-5.36%","1.4665776256e+10","1.4888798121511e+07"
"DOCN","DigitalOcean","118.53","-6.15%","1.318119606e+10","3.708825922374e+06"
"PNR","Pentair","64.79","-14.39%","1.2230307342e+10","8.804731756553e+06"
"AAOI","Applied Optoelectronics","109.5","-12.71%","1.006645512e+10","7.70439601329e+06"
"SOLS","Solstice Advanced Materials","60.11","-5.13%","1.0064243312e+10","2.972276687199e+06"
"ALGM","Allegro MicroSystems,","49.62","-5.16%","9.747690228e+09","1.10681966687e+06"
"ACMR","ACM Research","91.15","-7.83%","6.834582716e+09","960037.994393"
"NTSK","Netskope, Inc. Class A","13.335","-6.55%","5.763990471e+09","5.967772426515e+06"
"LAUR","Laureate Education","37.7","-5.35%","5.576735033e+09","1.221147191094e+06"
"CELC","Celcuity","93.49","-15.81%","5.415496282e+09","7.124885650235e+06"
"LMND","Lemonade","65.43","-6.72%","5.38821014e+09","1.093522651595e+06"
"RGTI","Rigetti Computing","15.16","-5.9%","5.35494478e+09","1.7085891083423e+07"
"LEGN","Legend Biotech","23.17","-9.74%","4.965599447e+09","4.094828009452e+06"
"TENB","Tenable Holdings","40.455","-5.15%","4.703099648e+09","2.075294931523e+06"
"CVSA","Covista Inc.","117.14","-11.33%","4.495820481e+09","478601.727216"
"USAR","USA Rare Earth","17.225","-5.31%","4.451559824e+09","6.413752861743e+06"
"ALM","Almonty Industries Inc.","14.005","-11.3%","4.434902887e+09","3.981273682618e+06"
"EXTR","Extreme Networks","30.585","-7.37%","4.318292465e+09","1.770498451592e+06"
"FRMI","Fermi","6.235","-7.49%","4.313443506e+09","1.0332023042465e+07"
"ONDS","Ondas Inc.","6.955","-5.5%","4.191162961e+09","1.05844996588593e+08"
"LASR","NLIGHT","65.45","-8.44%","4.030966345e+09","658951.612336"
"STUB","StubHub","9.59","-10.12%","4.005916001e+09","6.959334713493e+06"
"PENG","Penguin Solutions","71.84","-7.66%","3.986681982e+09","8.545377579196e+06"
"AXTI","AXT","53.31","-7.4%","3.766739818e+09","4.466381261912e+06"
"HAYW","Hayward","14.825","-6.64%","3.445372312e+09","5.069493501162e+06"
"FSLY","Fastly","19.74","-5.55%","3.272415e+09","3.161331746374e+06"
"AMBA","Ambarella","68.41","-6.16%","3.197990686e+09","987042.465945"
"TGB","Trekor Metals Limited","7.445","-6.59%","2.879437207e+09","4.209488024612e+06"
"OUST","Ouster","38.43","-8.43%","2.825709701e+09","3.739994542677e+06"
"YSS","York Space Systems","19.385","-8.82%","2.793522224e+09","461254.099043"
"RGC","Regencell Bioscience","5.1139","-9.49%","2.774082773e+09","251074.984043"
"SLS","SELLAS Life Sciences","12.63","-5.68%","2.632910165e+09","4.588085999372e+06"
