symbol,old_target,new_target,peak_price,decay_pct,reason
ARI,7.31,7.24,7.04,0.03,decay
SOBR,1.25,1.24,1.215,0.03,decay
ALP,0.265,0.26,0.2578,0.03,no change
VIVS,0.705,0.70,0.670,0.03,no change
ZBAO,0.26,0.26,0.2577,0.03,no change
VCIG,1.22,1.22,1.240,0.03,no change
PLAG,1.02,1.01,1.010,0.03,decay
STFS,11.60,11.49,10.380,0.03,decay
DFNS,0.07,0.07,0.0651,0.03,no change
CYCU,0.414,0.41,0.407,0.03,no change
CSAI,0.388,0.39,0.390,0.03,no change
CETY,1.07,1.06,0.9501,0.03,decay
