"symbol","name","last_price","pct_change","market_cap","volume"
"RETO","ReTo Eco-Solutions",0.52,-0.717391304347826,15584599,108746168.811037
"SNYR","Synergy CHC Corp.",0.1055,-0.6155247813411079,4088527,25762070.116587
"LGVN","Longeveron",2.875,-0.5696107784431138,21297155,882936.214155
"DLXY","Delixy Holdings Limited Class A",1.16,-0.4934497816593887,3.74415E+7,11828881.344278
"TGL","Treasure Global",2.2491,-0.35923076923076924,6802815,414793.955668
"NAMI","Jinxin Technology Holding Company",2.02,-0.3525641025641026,11839758,468796.58
"MEDS","DataMeds AI",4.62,-0.23887973640856675,18585848,5097280.603577
"GMEC","Corgi GME 2x Daily ETF",17.965,-0.23349333333333333,0,0
"TPST","Tempest Therapeutics",0.9598,-0.20677685950413222,20013118,5076273.616275
"QCLS","Q/C Technologies",0.7684,-0.2029045643153527,7944142,5640859.844143
"GSUN","Golden Sun Technology Group",0.2468,-0.1781551781551782,2962527,2685752.23503
"FLNC","Fluence Energy",7.4999,-0.17128176795580113,1295630471,17570524.602079
"IONZ","Defiance Daily Target 2X Short IONQ ETF",25.85,-0.1662984619254796,0,168463.302676
"SMCZ","Defiance Daily Target 2X Short SMCI ETF",5.045,-0.16473509933774835,0,1531493.171569
"DSP","Viant Technology",10.59,-0.14389652384801935,261758485,402706.850159
"RGTZ","Defiance Daily Target 2x Short RGTI ETF",15.8808,-0.13691304347826078,0,265302.739548
"QBTZ","Defiance Daily Target 2x Short QBTS ETF",16.08,-0.1350188273265197,0,135900.842423
"PDSB","PDS Biotechnology",0.8601,-0.1317383403997578,71234899,20706544.35435
"BMNZ","Defiance Daily Target 2X Short BMNR ETF",5.4,-0.1290322580645161,0,1330927.20588
"BENF","Beneficient",0.7151,-0.12707519531250008,12612481,2392463.58426
"BRZX","Corgi Brazil 2x Daily ETF",23.3349,-0.12438413940869872,0,0
"GDXD","MicroSectors Gold Miners -3x Inverse Leveraged ETN",17.51,-0.12406203101550761,0,1735322.375
"CRWU","T-REX 2X Long CRWV Daily Target ETF",28.94,-0.11606597434331095,0,353229.54167
"PED","PEDEVCO",13.7,-0.11555842479018727,205893281,85876.692667
"CRWG","Leverage Shares 2X Long CRWV Daily ETF",15.01,-0.11549793753682966,0,4466318.71803
"CWVX","Tradr 2X Long CRWV Daily ETF",12.51,-0.11527581329561533,0,2799208.158115
"SMZ","Tradr 2X Short SMR Daily ETF",16.294,-0.11493753394894077,0,53944.176773
"MUZ","Defiance Daily Target 2X Short MU ETF",8.3071,-0.11248931623931617,0,5291983.0362
"ASTN","Defiance Daily Target 2X Short ASTS ETF",17.325,-0.1124487704918033,0,203864.68016
"GTBP","GT Biopharma",6.9401,-0.11138284250960301,13947849,70751.965616
"CRWX","Corgi CRWV 2x Daily ETF",16.349,-0.1112838520998902,0,24594.376897
"LRE","Lead Real Estate",1.04,-0.11111111111111102,15961023,19604
"RKTO","Rocket One",0.8021,-0.11075388026607537,21912361,188538.4573
"RKLZ","Defiance Daily Target 2x Short RKLB ETF",17.83,-0.11072319201995025,0,158769.020542
