symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MGN,0.1649,-0.15174897119341563,a1_spread,spread_pct=8.79,,2026-09-11T14:41:00Z,10:30
TRIB,6.86,-0.11938382541720151,a1_spread,spread_pct=14.58,,2026-09-11T14:41:00Z,10:30
BTBD,1.58,-0.10734463276836155,a1_spread,spread_pct=8.86,,2026-09-11T14:41:00Z,10:30
WZRD,5.38,-0.10333333333333335,a1_spread,spread_pct=18.12,,2026-09-11T14:41:00Z,10:30
GBR,0.7603,-0.10023668639053254,a1_spread,spread_pct=16.68,,2026-09-11T14:41:00Z,10:30
ADBT,0.2659,-0.1394822006472491,a2_atr,atr14_pct=246.86;atr3_pct=121.36,,2026-09-11T14:41:00Z,10:30
SMUP,4.5497,-0.20598603839441548,a3_prior_spike,ratio=1.4485;volume_spike=7.573,,2026-09-11T14:41:00Z,10:30
LHSW,0.5528,-0.14966928164897716,a3_prior_spike,ratio=1.590;volume_spike=129.7,,2026-09-11T14:41:00Z,10:30
SWVL,7.09,-0.10705289672544087,a3_prior_spike,ratio=5.566,,2026-09-11T14:41:00Z,10:30
MNY,0.75,-0.10714285714285711,a4_earnings_recency,days_since_earnings=0,,2026-09-11T14:41:00Z,10:30
GCTK,2.445,-0.24303405572755424,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-11T14:41:00Z,10:30
IPDN,0.1108,-0.21082621082621084,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-11T14:41:00Z,10:30
SNYR,0.0931,-0.13796296296296293,a5_compliance,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5;a6,2026-09-11T14:41:00Z,10:30
SLXN,0.3643,-0.13775147928994078,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-11T14:41:00Z,10:30
HLSQ,1.6,-0.13513513513513511,a5_compliance,financial_status_indicator=CB4;financial_status_description=Noncompliant,a5;a6,2026-09-11T14:41:00Z,10:30
BEZ,5.82,-0.11550151975683887,a6_reverse_split_proxy,split_ratio_proxy=52.5,a6;a8,2026-09-11T14:41:00Z,10:30
OPENZ,0.0799,-0.1362162162162162,a6_reverse_split_proxy,split_ratio_proxy=49.93,a6,2026-09-11T14:41:00Z,10:30
HUBC,0.3669,-0.11866442469373048,a6_reverse_split_proxy,split_ratio_proxy=106932,a6,2026-09-11T14:41:00Z,10:30
OPENW,0.1136,-0.11180609851446446,a6_reverse_split_proxy,split_ratio_proxy=27.73,a6,2026-09-11T14:41:00Z,10:30
SFWL,8.07,-0.1487341772151899,a7_ask_gap_exceeded,ask_gap_pct=13.88;last_real_price=8.07,,2026-09-11T14:41:00Z,10:30
ZKIN,1.1,-0.10931174089068826,a7_ask_gap_exceeded,ask_gap_pct=6.36;last_real_price=1.10,,2026-09-11T14:41:00Z,10:30
GDHG,1.18,-0.10606060606060615,a7_ask_gap_exceeded,ask_gap_pct=4.68;last_real_price=1.175,,2026-09-11T14:41:00Z,10:30
SMU,5.66,-0.21151178918169214,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-11T14:41:00Z,10:30
BMNZ,4.79,-0.15520282186948853,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-11T14:41:00Z,10:30
