symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
NUR,1.24,-0.2,a3_prior_spike,peak_to_baseline_ratio=2.668;volume_spike_ratio=900.4,,2026-09-10T13:40:00Z,9:30
UZX,0.079,-0.185567,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-10T13:40:00Z,9:30
OLB,0.274,-0.18209,a3_prior_spike,peak_to_baseline_ratio=1.503;volume_spike_ratio=802.97,,2026-09-10T13:40:00Z,9:30
SKIL,5.305,-0.16719,a4_earnings_recency,days_since_earnings=1;report_date=2026-09-09,,2026-09-10T13:40:00Z,9:30
HUBC,0.5099,-0.150308,a1_spread_gate,spread_pct=0.0823,,2026-09-10T13:40:00Z,9:30
AGRZ,0.214,-0.14639,a5_compliance,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5;a6,2026-09-10T13:40:00Z,9:30
FGL,5.833,-0.140943,a2_atr_guardrail,atr_14_pct=1.372;atr_3_pct=0.644,,2026-09-10T13:40:00Z,9:30
BBBYW,0.7337,-0.140565,a1_spread_gate,spread_pct=0.0851,,2026-09-10T13:40:00Z,9:30
VMAR,7.15,-0.136473,a1_spread_gate,spread_pct=0.1035,,2026-09-10T13:40:00Z,9:30
SUNE,3.9,-0.135255,a3_prior_spike,peak_to_baseline_ratio=2.099;volume_spike_ratio=1219.43,,2026-09-10T13:40:00Z,9:30
HCAI,3.64,-0.133333,a1_spread_gate,spread_pct=0.1044,,2026-09-10T13:40:00Z,9:30
CIFG,3.75,-0.131944,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x leveraged exposure/daily price movement of,a8,2026-09-10T13:40:00Z,9:30
SSM,2.01,-0.127983,a1_spread_gate,spread_pct=0.0838,,2026-09-10T13:40:00Z,9:30
CIFU,9.15,-0.126074,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-10T13:40:00Z,9:30
CIFC,6.88,-0.126072,a8_leveraged_etf_gap,"industry=(empty);description=2x daily ETF tracking CIFR (Corgi CIFR 2x Daily ETF), literal marker strings did not match (gap noted, treated as leveraged-ETF per sibling CIFU/CIFG)",a8,2026-09-10T13:40:00Z,9:30
XCUR,1.2553,-0.122168,a1_spread_gate,spread_pct=0.1193,,2026-09-10T13:40:00Z,9:30
HVII,9.5,-0.12037,a1_spread_gate,spread_pct=0.1579,,2026-09-10T13:40:00Z,9:30
ACCL,2.7401,-0.116097,a7_thin_liquidity_gap,ask_gap_pct=0.0389;last_real_price=2.6375,a5:pass;a6:pass;a8:pass,2026-09-10T13:40:00Z,9:30
HKPD,0.1134,-0.115445,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-10T13:40:00Z,9:30
CPOP,0.2474,-0.112307,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-10T13:40:00Z,9:30
VNCE,5.68,-0.109718,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-10,,2026-09-10T13:40:00Z,9:30
BTCT,1.3809,-0.103312,a3_prior_spike,peak_to_baseline_ratio=4.734;volume_spike_ratio=3.77,,2026-09-10T13:40:00Z,9:30
ELOG,0.6062,-0.103254,a7_thin_liquidity_gap,ask_gap_pct=0.0862;last_real_price=0.58,a5:pass;a6:pass;a8:pass,2026-09-10T13:40:00Z,9:30
ALA,9.7215,-0.102106,a8_leveraged_etf_gap,"industry=(empty);description=2x daily ETF tracking ALAB (Corgi ALAB 2x Daily ETF), literal marker strings did not match (gap noted, treated as leveraged-ETF per sibling CIFU/CIFG)",a8,2026-09-10T13:40:00Z,9:30
