symbol,name,last_price,pct_change,market_cap,volume
HUBS,HubSpot,189.175,-0.24393509452060266,1.2808427048e+10,841072.481274
HONA,Honeywell Aerospace,160,-0.21429974464741697,6.454161069e+10,2.358673942582e+06
APP,AppLovin,340.27,-0.18556725706079472,1.40355531873e+11,2.387331760959e+06
WDC,Western Digital,424.01,-0.18329256312961067,1.78948621951e+11,3.071007692306e+06
DDOG,Datadog,237.665,-0.16069852032348067,1.00797246718e+11,3.184089696297e+06
CLS,Celestica,313.9425,-0.13457244459146542,4.1568436911e+10,1.987775114389e+06
DAVE,Dave,385.735,-0.10327552538590294,5.469160489e+09,183696.848563
DUOL,Duolingo,124.1,-0.0829145728643216,6.304980591e+09,289731.751779
SKHY,SK hynix Inc. ADR,140.695,-0.06843011322253863,8.27749688087e+11,4.627885461334e+06
CPA,Copa,140.67,-0.06705133306804625,6.151742578e+09,21501.733247
MTRN,Materion,278.5,-0.06254207620842865,6.179705163e+09,25751.683082
DELL,Dell,434.69,-0.060535984439161424,2.98970101434e+11,874489.395605
NBIS,Nebius Group,206.66,-0.056303940819215546,5.5601165503e+10,2.296279483251e+06
ILMN,Illumina,189.16,-0.05358483013959077,3.018037e+10,153574.274033
CVSA,Covista Inc.,122.07,-0.053060274610193185,4.386921643e+09,4550.577596
