symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
LSE,4.34,-0.21314090942055264,a1_spread_guardrail,spread_pct=0.0991,,2026-09-14T14:40:00Z,10:30
PN,2.01,-0.1708333333333333,a1_spread_guardrail,spread_pct=0.1592,,2026-09-14T14:40:00Z,10:30
RIBB,9.25,-0.15686274509803919,a1_spread_guardrail,spread_pct=0.1297,,2026-09-14T14:40:00Z,10:30
PMCB,0.3805,-0.15504220346512657,a1_spread_guardrail,spread_pct=0.1461,,2026-09-14T14:40:00Z,10:30
FOFO,1.8667,-0.12735849056603774,a1_spread_guardrail,spread_pct=0.1500,,2026-09-14T14:40:00Z,10:30
REED,0.76,-0.10419613389910423,a1_spread_guardrail,spread_pct=0.1278,,2026-09-14T14:40:00Z,10:30
BENF,0.8332,-0.2129245283018868,a2_atr_guardrail,atr14_pct=0.4378;atr3_pct=0.9989,,2026-09-14T14:40:00Z,10:30
ADBT,0.1942,-0.16185966422729225,a2_atr_guardrail,atr14_pct=3.1714;atr3_pct=1.2569,,2026-09-14T14:40:00Z,10:30
CDT,0.2233,-0.1068,a2_atr_guardrail,atr14_pct=1.4206;atr3_pct=0.7452,,2026-09-14T14:40:00Z,10:30
AEHL,6.365,-0.19062740076824577,a3_prior_spike,peak_to_baseline_ratio=1.520;volume_spike_ratio=122.50,,2026-09-14T14:40:00Z,10:30
MNTK,2.285,-0.1325378787878789,a3_prior_spike,peak_to_baseline_ratio=1.455;volume_spike_ratio=18.02,,2026-09-14T14:40:00Z,10:30
NUR,1.28,-0.12925170068027209,a3_prior_spike,peak_to_baseline_ratio=3.235;volume_spike_ratio=480.62,,2026-09-14T14:40:00Z,10:30
AENT,5.7563,-0.10747663551401862,a3_prior_spike,peak_to_baseline_ratio=1.372;volume_spike_ratio=989.28,,2026-09-14T14:40:00Z,10:30
RENT,1.995,-0.19591836734693885,a4_earnings_recency,days_since_earnings=3;report_date=2026-09-11;timing=am,,2026-09-14T14:40:00Z,10:30
TRUG,0.5292,-0.20358181539874484,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-14T14:40:00Z,10:30
SDST,0.1208,-0.14475524475524465,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-14T14:40:00Z,10:30
IMMP,0.3277,-0.12228770425930892,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-14T14:40:00Z,10:30
GAUZ,6.89,-0.11666666666666668,a5_compliance_guardrail,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5;a6,2026-09-14T14:40:00Z,10:30
UCAR,3.9401,-0.20722334004024137,a6_reverse_split_proxy,split_ratio_proxy=111.16;high_52_weeks=438.0;last_trade_price=3.9401,a6,2026-09-14T14:40:00Z,10:30
MASK,0.9999,-0.2016260162601626,a6_reverse_split_proxy,split_ratio_proxy=22.25;high_52_weeks=22.25;last_trade_price=0.9999,a6,2026-09-14T14:40:00Z,10:30
RAYA,1.80,-0.1511627906976744,a6_reverse_split_proxy,split_ratio_proxy=100.47;high_52_weeks=180.84;last_trade_price=1.80,a6,2026-09-14T14:40:00Z,10:30
BGMS,0.7357,-0.15126146788990827,a7_thin_liquidity_stale_quote,ask_gap_pct=0.0496;last_real_price=0.7383;ask=0.7749;reason=gap_exceeded,,2026-09-14T14:40:00Z,10:30
IOTR,2.05,-0.1337784162934168,a7_thin_liquidity_stale_quote,reason=no_recent_real_trades,,2026-09-14T14:40:00Z,10:30
