symbol,name,last_price,pct_change,market_cap,volume
GWRE,Guidewire Software,162.16,-0.20063097702849264,1.6889386001e+10,3.711808086461e+06
ADSK,Autodesk,218.72,-0.07915122937015835,4.964168e+10,2.780262500202e+06
EFX,Equifax,176.7675,-0.06516738061240675,2.2215218984e+10,2.147892917323e+06
ADBE,Adobe,267.33,-0.06446194225721791,1.13585625e+11,5.077898027239e+06
TSLA,Tesla,353.95,-0.059556547500431815,1.486471404942e+12,5.5179395646737e+07
GDXU,MicroSectors Gold Miners 3x Leveraged ETN,163.76,-0.05787596364054771,,1.842500987241e+06
PTC,PTC,141.41,-0.05776918976545852,1.628461965e+10,1.361545991761e+06
SNPS,Synopsys,393.71,-0.05428646921765036,7.9780252096e+10,2.400740313663e+06
ZS,Zscaler,168.31,-0.05337457817772783,2.8751953545e+10,6.406380247018e+06
SNOW,Snowflake,338.105,-0.051519061912643445,1.23552502e+11,6.985244895556e+06
