symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
RETO,0.4275,-0.20287152713033751,a1_spread,spread_pct=0.08117,,2026-09-09T14:40:00Z,10:30
LHSW,1.04,-0.21181818181818185,a2_atr,atr_14_pct=0.8987;atr_3_pct=2.0316,,2026-09-09T14:40:00Z,10:30
LEXX,8.35,-0.10885805763073636,a3_prior_spike,peak_to_baseline_ratio=1.396;volume_spike_ratio=18.24,,2026-09-09T14:40:00Z,10:30
MWYN,1.09,-0.10655737704918024,a3_prior_spike,peak_to_baseline_ratio=1.380;volume_spike_ratio=12.29,,2026-09-09T14:40:00Z,10:30
NNOX,0.7533,-0.1902612060625605,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-09,,2026-09-09T14:40:00Z,10:30
UZX,0.10,-0.13275862068965527,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-09T14:40:00Z,10:30
GMEX,0.5466,-0.13676563487049906,a6_reverse_split_proxy,split_ratio_proxy=14560.15,a6,2026-09-09T14:40:00Z,10:30
VWAV,0.5089,-0.11458333333333325,a6_reverse_split_proxy,split_ratio_proxy=31.05,a6,2026-09-09T14:40:00Z,10:30
KUST,0.7831,-0.11404004977938681,a6_reverse_split_proxy,split_ratio_proxy=47.12,a6,2026-09-09T14:40:00Z,10:30
RTB,7.52,-0.16422947131608556,a7_stale_quote_gap,ask_gap_pct=0.0315;last_real_price=7.455,,2026-09-09T14:40:00Z,10:30
YXT,2.375,-0.1011673151750972,a7_stale_quote_gap,ask_gap_pct=0.0526;last_real_price=2.375,,2026-09-09T14:40:00Z,10:30
