symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
IFBD,0.98,-0.118530383421764,a1_spread,spread_pct=0.2245,,2026-09-04T13:42:00Z,9:30
EGAN,5.525,-0.22081575246132212,a4_earnings_recency,days_since_earnings=1;report_date=2026-09-03,,2026-09-04T13:42:00Z,9:30
BTAI,0.0928,-0.20510638297872338,a2_atr,atr_14_pct=1.037;atr_3_pct=0.438,,2026-09-04T13:42:00Z,9:30
ADBT,0.285,-0.18562700029095147,a2_atr,atr_14_pct=3.271;atr_3_pct=4.460,,2026-09-04T13:42:00Z,9:30
ALP,0.0969,-0.17130434782608703,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-04T13:42:00Z,9:30
GYGY,1.29,-0.15225165562913906,a3_prior_spike,peak_to_baseline_ratio=1.954;volume_spike_ratio=335.47,,2026-09-04T13:42:00Z,9:30
SPWR,0.3493,-0.13781094527363186,a3_prior_spike,peak_to_baseline_ratio=2.003;volume_spike_ratio=59.11,,2026-09-04T13:42:00Z,9:30
DSS,0.7281,-0.13741176470588237,a3_prior_spike,peak_to_baseline_ratio=2.156;volume_spike_ratio=4901.52,,2026-09-04T13:42:00Z,9:30
FAMI,0.1068,-0.13684210526315788,a2_atr,atr_14_pct=0.351;atr_3_pct=1.201,,2026-09-04T13:42:00Z,9:30
CMND,1.5001,-0.13129411764705887,a6_reverse_split_proxy,split_ratio_proxy=349.3,a6,2026-09-04T13:42:00Z,9:30
ADBG,4.745,-0.1250000000000001,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x leveraged exposure/daily price movement of,a8,2026-09-04T13:42:00Z,9:30
ALBG,6.02,-0.1181683683185141,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x leveraged exposure/daily price movement of,a8,2026-09-04T13:42:00Z,9:30
ASAN,8.86,-0.11694747274529234,a4_earnings_recency,days_since_earnings=1;report_date=2026-09-03,,2026-09-04T13:42:00Z,9:30
GELS,0.78,-0.11352440662785496,a3_prior_spike,peak_to_baseline_ratio=1.948;volume_spike_ratio=2953.88,,2026-09-04T13:42:00Z,9:30
RITR,0.093,-0.10939012584704748,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-04T13:42:00Z,9:30
ASTN,4.16,-0.10583153347732187,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x inverse exposure/daily share price movement of,a8,2026-09-04T13:42:00Z,9:30
IRAB,10.02,-0.1057884231536925,a7_thin_liquidity,reason=no_recent_real_trades,,2026-09-04T13:42:00Z,9:30
TXXD,4.10,-0.10284463894967191,a3_prior_spike,peak_to_baseline_ratio=1.698;volume_spike_ratio=16.78,,2026-09-04T13:42:00Z,9:30
USDE,8.0134,-0.1009697661152311,a3_prior_spike,peak_to_baseline_ratio=3.249;volume_spike_ratio=181.53,,2026-09-04T13:42:00Z,9:30
GEMG,8.28,-0.10055726343461126,a6_reverse_split_proxy,split_ratio_proxy=42.8,a6;a8,2026-09-04T13:42:00Z,9:30
