symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
AAOZ,under120,2026-08-27T13:38:00Z,morning,11.37,-0.0548628428927681,False,other_price_or_range,10-120,False,,,,,,,,,,
ADBT,under120,2026-08-27T13:38:00Z,morning,5.03,-0.07024029574861365,False,shallow_outside,3-10,True,False,,,5.2785,165.66666666666723,False,,,5.0,-0.5964214711729672
ADIL,under120,2026-08-27T14:36:00Z,morning,5.55,-0.06565656565656575,False,shallow_outside,3-10,True,True,2026-08-27T19:45:00Z,2.162162162162164,,,False,,,5.73,3.2432432432432545
ADXN,under120,2026-08-27T19:36:00Z,afternoon,3.94,-0.06855791962174952,False,shallow_outside,3-10,True,False,,,3.94,0.0,,,,3.88,-1.52284263959391
AEHL,under120,2026-08-27T15:36:00Z,morning,5.37,-0.05789473684210528,False,shallow_outside,3-10,True,False,,,5.5,118.18181818181775,True,5.27,-1.8621973929236597,5.045,-6.052141527001866
AGEN,under120,2026-08-27T19:36:00Z,afternoon,7.82,-0.05212121212121209,False,shallow_outside,3-10,True,False,,,7.86,25.0,,,,7.805,-0.19181585677750088
AGMH,under120,2026-08-27T14:36:00Z,morning,0.99,-0.05714285714285719,False,shallow_outside,<1,True,False,,,1.0,50.0,False,,,0.9762,-1.3939393939393974
AIFU,under120,2026-08-27T19:36:00Z,afternoon,21.51,-0.07722007722007711,False,other_price_or_range,10-120,False,,,,,,,,,,
AIIO,under120,2026-08-27T19:36:00Z,afternoon,2.365,-0.07617187499999993,False,shallow_outside,1-3,True,False,,,2.375,18.18181818181789,,,,2.36,-0.21141649048627217
AIXC,under120,2026-08-27T19:36:00Z,afternoon,0.8162,-0.11272964452657898,True,in_bracket,<1,True,True,2026-08-27T19:50:00Z,2.0583190394511055,,,,,,0.8262,1.2251899044351886
AIXI,under120,2026-08-27T13:38:00Z,morning,0.5898,-0.2669649515287099,False,deep_outside,<1,True,True,2026-08-27T13:50:00Z,5.120379789759241,,,False,,,0.577,-2.1702271956595514
ALGS,under120,2026-08-27T14:36:00Z,morning,7.035,-0.06324900133155788,False,shallow_outside,3-10,True,False,,,7.1495,78.96551724137927,False,,,7.07,0.4975124378109473
ALPS,under120,2026-08-27T14:36:00Z,morning,0.393,-0.06383992377322532,False,shallow_outside,<1,True,True,2026-08-27T19:50:00Z,2.035623409669213,,,False,,,0.409,4.071246819338412
AMIX,under120,2026-08-27T13:38:00Z,morning,5.955,-0.0666144200626959,False,shallow_outside,3-10,True,True,2026-08-27T14:05:00Z,5.121746431570105,,,False,,,5.63,-5.457598656591102
AMOD,under120,2026-08-27T13:38:00Z,morning,2.72,-0.2860892388451443,False,deep_outside,1-3,True,True,2026-08-27T13:40:00Z,5.1470588235294,,,False,,,2.8,2.9411764705882213
AMS,under120,2026-08-27T14:36:00Z,morning,1.4301,-0.05291390728476827,False,shallow_outside,1-3,True,False,,,1.49,74.96871088861077,False,,,1.45,1.3915110831410413
AMSS,under120,2026-08-27T19:36:00Z,afternoon,0.71,-0.2755102040816327,False,deep_outside,<1,True,True,2026-08-27T19:40:00Z,2.1126760563380302,,,,,,0.8417,18.549295774647895
AMZE,under120,2026-08-27T19:36:00Z,afternoon,0.1686,-0.05967651979921912,False,shallow_outside,<1,True,False,,,0.1687,2.941176470587923,,,,0.1666,-1.1862396204033225
ANL,under120,2026-08-27T19:36:00Z,afternoon,14.26,-0.05312084993359898,False,other_price_or_range,10-120,False,,,,,,,,,,
APLM,under120,2026-08-27T13:38:00Z,morning,24.84,-0.051908396946564864,False,other_price_or_range,10-120,False,,,,,,,,,,
APLZ,under120,2026-08-27T13:38:00Z,morning,21.15,-0.06910211267605636,False,other_price_or_range,10-120,False,,,,,,,,,,
APRE,under120,2026-08-27T13:38:00Z,morning,0.8905,-0.09132653061224492,False,shallow_outside,<1,True,True,2026-08-27T19:10:00Z,3.0881527231892285,,,False,,,0.8601,-3.4138124649073536
APUS,under120,2026-08-27T14:36:00Z,morning,4.075,-0.11413043478260859,True,in_bracket,3-10,True,False,,,4.133,68.23529411764689,False,,,3.9,-4.294478527607368
ARMP,under120,2026-08-27T13:38:00Z,morning,5.0,-0.08256880733944957,False,shallow_outside,3-10,True,True,2026-08-27T17:50:00Z,4.0000000000000036,,,False,,,5.38,7.599999999999999
ARTL,under120,2026-08-27T14:36:00Z,morning,0.6588,-0.07289614410357438,False,shallow_outside,<1,True,False,,,0.6689,76.51515151515156,False,,,0.6689,1.5330904675166965
ATGL,under120,2026-08-27T19:36:00Z,afternoon,6.8601,-0.06538147138964574,False,shallow_outside,3-10,True,True,2026-08-27T19:50:00Z,2.0393288727569554,,,,,,7.55,10.056704712759284
AWRE,under120,2026-08-27T15:36:00Z,morning,1.18,-0.06349206349206354,False,shallow_outside,1-3,True,True,2026-08-27T19:50:00Z,2.5423728813559343,,,False,,,1.24,5.084745762711869
AXG,under120,2026-08-27T19:36:00Z,afternoon,2.25,-0.050632911392405104,False,shallow_outside,1-3,True,False,,,2.25,0.0,,,,2.24,-0.444444444444435
AXIL,under120,2026-08-27T14:36:00Z,morning,5.91,-0.05288461538461539,False,shallow_outside,3-10,True,True,2026-08-27T19:35:00Z,2.0304568527918803,,,False,,,6.225,5.3299492385786715
AXTQ,under120,2026-08-27T13:38:00Z,morning,41.38,-0.15202137775009014,False,other_price_or_range,10-120,False,,,,,,,,,,
BABU,under120,2026-08-27T14:36:00Z,morning,10.45,-0.05855855855855859,False,other_price_or_range,10-120,False,,,,,,,,,,
BABX,under120,2026-08-27T14:36:00Z,morning,19.3,-0.0608272506082725,False,other_price_or_range,10-120,False,,,,,,,,,,
BAFN,under120,2026-08-27T14:36:00Z,morning,6.825,-0.06378600823045265,False,shallow_outside,3-10,True,False,,,7.05,155.17241379310366,False,,,6.735,-1.3186813186813167
BAOS,under120,2026-08-27T13:38:00Z,morning,0.4126,-0.06227272727272723,False,shallow_outside,<1,True,True,2026-08-27T19:30:00Z,2.035870092098876,,,False,,,0.42,1.7935046049442467
BBBYW,under120,2026-08-27T13:38:00Z,morning,0.4167,-0.05295454545454543,False,shallow_outside,<1,True,True,2026-08-27T13:50:00Z,5.111591072714179,,,False,,,0.694,66.54667626589871
BBCQ,under120,2026-08-27T19:36:00Z,afternoon,9.595,-0.07562620423892101,False,shallow_outside,3-10,True,True,2026-08-27T19:50:00Z,2.03230849400728,,,,,,9.79,2.03230849400728
BBW,under120,2026-08-27T13:38:00Z,morning,32.4605,-0.16980818414322246,False,other_price_or_range,10-120,False,,,,,,,,,,
BBY,under120,2026-08-27T13:38:00Z,morning,80.4,-0.08051235132662388,False,other_price_or_range,10-120,False,,,,,,,,,,
BCAR,under120,2026-08-27T19:36:00Z,afternoon,4.8386,-0.1570383275261325,True,in_bracket,3-10,True,False,,,4.8386,0.0,,,,4.69,-3.071136279088976
BCTX,under120,2026-08-27T14:36:00Z,morning,3.8053,-0.055756823821340035,False,shallow_outside,3-10,True,False,,,3.82,17.355371900826324,False,,,3.745,-1.5846319606864057
BDL,under120,2026-08-27T19:36:00Z,afternoon,49.0,-0.053505891442920665,False,other_price_or_range,10-120,False,,,,,,,,,,
BDRX,under120,2026-08-27T14:36:00Z,morning,0.8766,-0.1030389849585592,True,in_bracket,<1,True,False,,,0.9,127.17391304347834,False,,,0.89,1.5286333561487528
BDSX,under120,2026-08-27T19:36:00Z,afternoon,28.82,-0.05816993464052291,False,other_price_or_range,10-120,False,,,,,,,,,,
BEEM,under120,2026-08-27T19:36:00Z,afternoon,1.5701,-0.08181286549707598,False,shallow_outside,1-3,True,False,,,1.585,37.34335839598971,,,,1.57,-0.006369021081459078
BESS,under120,2026-08-27T13:38:00Z,morning,3.1236,-0.07858407079646017,False,shallow_outside,3-10,True,True,2026-08-27T13:40:00Z,5.0070431553335775,,,False,,,3.13,0.20489179152259374
BGI,under120,2026-08-27T14:36:00Z,morning,0.3407,-0.0895243185462319,False,shallow_outside,<1,True,True,2026-08-27T15:20:00Z,5.07778103903727,,,False,,,0.3436,0.8511887290871776
BHST,under120,2026-08-27T14:36:00Z,morning,1.9,-0.050000000000000044,False,shallow_outside,1-3,True,False,,,1.944,110.00000000000001,False,,,1.87,-1.5789473684210422
BHVN,under120,2026-08-27T13:38:00Z,morning,16.0256,-0.0545368731563421,False,other_price_or_range,10-120,False,,,,,,,,,,
BLMN,under120,2026-08-27T14:36:00Z,morning,10.5691,-0.05209865470852015,False,other_price_or_range,10-120,False,,,,,,,,,,
BMGL,under120,2026-08-27T14:36:00Z,morning,5.32,-0.10362257792754834,True,in_bracket,3-10,True,False,,,5.5581,183.1538461538458,False,,,5.37,0.939849624060147
BMNZ,under120,2026-08-27T14:36:00Z,morning,5.595,-0.09466019417475728,False,shallow_outside,3-10,True,True,2026-08-27T18:35:00Z,3.127792672028594,,,False,,,5.81,3.842716711349417
BNAI,under120,2026-08-27T19:36:00Z,afternoon,12.5447,-0.053944193061840055,False,other_price_or_range,10-120,False,,,,,,,,,,
BNR,under120,2026-08-27T14:36:00Z,morning,9.45,-0.09482758620689657,False,shallow_outside,3-10,True,True,2026-08-27T19:55:00Z,2.010582010582024,,,False,,,10.0,5.820105820105828
BRLS,under120,2026-08-27T15:36:00Z,morning,1.18,-0.05600000000000005,False,shallow_outside,1-3,True,False,,,1.2,66.66666666666666,False,,,1.125,-4.661016949152538
BRNX,under120,2026-08-27T19:36:00Z,afternoon,3.9694,-0.3638782051282052,False,other_price_or_range,3-10,False,,,,,,,,,,
BRTX,under120,2026-08-27T19:36:00Z,afternoon,0.2049,-0.05532503457814666,False,shallow_outside,<1,True,True,2026-08-27T19:40:00Z,2.000976085895555,,,,,,0.2086,1.8057589067838011
BTAI,under120,2026-08-27T19:36:00Z,afternoon,0.71875,-0.07852564102564105,False,shallow_outside,<1,True,False,,,0.7194,4.262295081967475,,,,0.7194,0.09043478260870114
BURL,120to500,2026-08-27T15:36:00Z,morning,294.845,-0.06097327940380261,False,other_price_or_range,120-500,False,,,,,,,,,,
BYSI,under120,2026-08-27T14:36:00Z,morning,0.6399,-0.0726086956521738,False,shallow_outside,<1,True,False,,,0.6543,109.92366412213717,False,,,0.6451,0.812626972964523
CABO,under120,2026-08-27T14:36:00Z,morning,24.275,-0.06020131629887727,False,other_price_or_range,10-120,False,,,,,,,,,,
CALC,under120,2026-08-27T13:38:00Z,morning,0.5403,-0.08034042553191492,False,shallow_outside,<1,True,False,,,0.5478,64.10256410256345,False,,,0.47,-13.011290024060711
CAPS,under120,2026-08-27T13:38:00Z,morning,0.174,-0.06802356722013934,False,shallow_outside,<1,True,True,2026-08-27T13:40:00Z,5.172413793103453,,,False,,,0.185,6.321839080459776
CBAT,under120,2026-08-27T15:36:00Z,morning,0.8777,-0.055322354967172534,False,shallow_outside,<1,True,False,,,0.895,94.53551912568305,False,,,0.8646,-1.4925373134328357
CBRL,under120,2026-08-27T19:36:00Z,afternoon,55.14,-0.05832123644436853,False,other_price_or_range,10-120,False,,,,,,,,,,
CELH,under120,2026-08-27T14:36:00Z,morning,33.42,-0.05137666761282984,False,other_price_or_range,10-120,False,,,,,,,,,,
CHGA,under120,2026-08-27T13:38:00Z,morning,0.1432,-0.20044667783361259,True,in_bracket,<1,True,False,,,0.1449,44.73684210526337,False,,,0.128,-10.6145251396648
CISS,under120,2026-08-27T13:38:00Z,morning,2.461,-0.16006825938566563,True,in_bracket,1-3,True,True,2026-08-27T14:00:00Z,5.241771637545713,,,False,,,2.125,-13.652986590816734
CLGN,under120,2026-08-27T19:36:00Z,afternoon,0.2858,-0.0705691056910569,False,shallow_outside,<1,True,False,,,0.2897,62.903225806452014,,,,0.2897,1.3645906228131612
