symbol,old_target,new_target,peak_price,avg_buy_price,decay_pct,reason
RECT,1.30,1.27,1.2899,1.2304,0.02,decay+trailing (after 3:30pm ET); trailing valid and higher than decay
PLTD,6.78,6.58,6.47,6.4499,0.02,decay-only (trailing 6.35 invalid, not > avg_buy_price)
CRIS,3.25,3.15,3.119,3.0858,0.02,decay-only (trailing 3.06 invalid, not > avg_buy_price)
