symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
JZ,1.75,-0.20000000000000007,a1_spread,spread_pct=0.1029,,2026-08-26T14:45:00Z,10:30
GIPR,0.477,-0.12575187969924814,a1_spread,spread_pct=0.1153,,2026-08-26T14:45:00Z,10:30
FBDT,1.23,-0.13986013986013984,a2_atr,atr14_pct=0.6256;atr3_pct=1.4206,,2026-08-26T14:45:00Z,10:30
PFSA,4.415,-0.11699999999999999,a2_atr,atr14_pct=0.7756;atr3_pct=0.8776,,2026-08-26T14:45:00Z,10:30
RCON,1.81,-0.11274509803921567,a2_atr,atr14_pct=4.4480;atr3_pct=0.6443,,2026-08-26T14:45:00Z,10:30
JEM,5.29,-0.22148638704930093,a3_prior_spike,peak_to_baseline_ratio=1.739;volume_spike_ratio=252.05,,2026-08-26T14:45:00Z,10:30
DDC,0.5806,-0.16747920848867223,a3_prior_spike,peak_to_baseline_ratio=1.7813;volume_spike_ratio=5.262,,2026-08-26T14:45:00Z,10:30
AKAN,4.25,-0.14141414141414144,a3_prior_spike,peak_to_baseline_ratio=1.6688;volume_spike_ratio=428.28,,2026-08-26T14:45:00Z,10:30
IPST,6.8,-0.1259640102827764,a3_prior_spike,peak_to_baseline_ratio=11.616,,2026-08-26T14:45:00Z,10:30
EXOD,8.5529,-0.11734778121775029,a3_prior_spike,peak_to_baseline_ratio=1.9000;volume_spike_ratio=15.14,,2026-08-26T14:45:00Z,10:30
QFIN,9.935,-0.1383347788378143,a4_earnings_recency,days_since_earnings=1;report_date=2026-08-25,,2026-08-26T14:45:00Z,10:30
SHMD,3.02,-0.11695906432748536,a4_earnings_recency,days_since_earnings=1;report_date=2026-08-25_actual_null,,2026-08-26T14:45:00Z,10:30
RAIN,1.03,-0.11965811965811958,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-08-26T14:45:00Z,10:30
VEEA,0.1162,-0.10752688172043019,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-08-26T14:45:00Z,10:30
BDRX,0.9398,-0.2035593220338983,a6_reverse_split_proxy,split_ratio_proxy=63.19,a6,2026-08-26T14:45:00Z,10:30
NEXR,2.1701,-0.19625925925925927,a6_reverse_split_proxy,split_ratio_proxy=391.2,a6,2026-08-26T14:45:00Z,10:30
MBAI,7.19,-0.11014851485148511,a7_thin_liquidity,ask_gap_pct=0.0352;last_real_price=7.100;reason=gap_exceeded,,2026-08-26T14:45:00Z,10:30
ROMA,8.18,-0.10990206746463546,a7_thin_liquidity,reason=no_recent_real_trades,,2026-08-26T14:45:00Z,10:30
AEHG,8.1217,-0.10257458563535912,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x_leveraged_exposure,a8,2026-08-26T14:45:00Z,10:30
