symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
TULP,2.97,-0.1538,a1_spread,spread_pct=0.1044,,2026-09-22T14:41:08Z,10:30
CISS,1.05,-0.133,a2_atr,atr14_pct=0.8472;atr3_pct=0.2573,,2026-09-22T14:42:20Z,10:30
DCX,0.105,-0.1269,a2_atr,atr14_pct=1.332;atr3_pct=1.6315,,2026-09-22T14:42:30Z,10:30
CDT,0.1381,-0.1032,a2_atr,atr14_pct=1.7031;atr3_pct=0.2793,,2026-09-22T14:43:10Z,10:30
ETS,1.85,-0.1355,a3_prior_spike,peak_to_baseline_ratio=3.1723;volume_spike_ratio=907.0,,2026-09-22T14:44:00Z,10:30
IPW,1.30,-0.1236,a3_prior_spike,peak_to_baseline_ratio=1.3793;volume_spike_ratio=780.4,,2026-09-22T14:44:00Z,10:30
FTFT,4.00,-0.1131,a3_prior_spike,peak_to_baseline_ratio=4.028;volume_spike_ratio=21.84,,2026-09-22T14:44:00Z,10:30
CRMU,3.07,-0.1101,a3_prior_spike,peak_to_baseline_ratio=1.5493;volume_spike_ratio=15.98,,2026-09-22T14:44:00Z,10:30
GIPR,0.6142,-0.1006,a3_prior_spike,peak_to_baseline_ratio=1.8434;volume_spike_ratio=554.1,,2026-09-22T14:44:00Z,10:30
LOBO,0.5805,-0.1689,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-22T14:44:40Z,10:30
NFE,8.9999,-0.1627,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-22T14:44:40Z,10:30
RIME,0.1851,-0.1355,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-22T14:44:40Z,10:30
SNDQ,9.33,-0.1267,a6_reverse_split_proxy,split_ratio_proxy=29.64,a6;a8,2026-09-22T14:44:40Z,10:30
SMX,9.65,-0.1211,a6_reverse_split_proxy,split_ratio_proxy=11329.0,a6,2026-09-22T14:44:40Z,10:30
RUBI,1.0995,-0.12,a6_reverse_split_proxy,split_ratio_proxy=135676.2,a6,2026-09-22T14:44:40Z,10:30
ENLV,0.6148,-0.1129,a6_reverse_split_proxy,split_ratio_proxy=44.16,a6,2026-09-22T14:44:40Z,10:30
AIFU,9.17,-0.1787,a7_thin_liquidity,ask_gap_pct=0.0491;last_real_price=9.0457;reason=gap_exceeded,,2026-09-22T14:45:10Z,10:30
KTUP,4.83,-0.1044,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x leveraged,a8,2026-09-22T14:44:40Z,10:30
