symbol,old_target,new_target,peak_price,decay_pct,reason
AMIX,4.13,4.13,3.8800,0.05,no_change_target_matches
ADBG,4.46,4.47,4.2700,0.05,decay_target_replace
COIA,6.53,,5.9700,,auto_liquidate_never_touched_breakeven_60min
CONL,4.33,,4.0399,,auto_liquidate_never_touched_breakeven_60min
AMZD,8.74,,8.3100,,auto_liquidate_never_touched_breakeven_60min
