timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-24T19:46:56Z,DAVA,2.17,2.17,2.19,1.68,0.02,no_change_target_unchanged;drawdown_pct=-0.1934;sessions_held=2
2026-09-24T19:46:56Z,XNDU,6.08,6.08,6.10,4.80,0.02,no_change_target_unchanged;drawdown_pct=-0.1649;sessions_held=2
2026-09-24T19:46:56Z,NUR,1.24,1.24,1.2483,0.9901,0.02,no_change_target_unchanged;drawdown_pct=-0.1240;sessions_held=2
2026-09-24T19:46:56Z,INNV,9.78,9.78,9.74,8.55,0.02,no_change_target_unchanged;drawdown_pct=-0.0887;sessions_held=1
