symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
AAOG,under120,2026-09-23T13:41:00Z,morning,2.2599,-0.06228215767634859,False,shallow_outside,1-3,true,false,,,2.2899,99.1299,false,,,2.13,-5.748
AAOI,under120,2026-09-23T19:40:00Z,afternoon,100.98,-0.056261682242990614,False,other_price_or_range,10-120,false,,,,,,,,,,
AAOX,under120,2026-09-23T13:41:00Z,morning,10.15,-0.06018518518518522,False,other_price_or_range,10-120,false,,,,,,,,,,
AAVE,120to500,2026-09-23T15:41:00Z,morning,139.748,-0.054280667799064854,False,other_price_or_range,120-500,false,,,,,,,,,,
ABNB,120to500,2026-09-23T15:41:00Z,morning,153.0,-0.05444657314133862,False,other_price_or_range,120-500,false,,,,,,,,,,
ABOS,under120,2026-09-23T15:41:00Z,morning,2.42,-0.08679245283018867,False,shallow_outside,1-3,true,false,,,2.425,98.1781,false,,,2.31,-4.5455
ABSI,under120,2026-09-23T15:41:00Z,morning,9.725,-0.09197012138188619,False,shallow_outside,3-10,true,false,,,9.8175,98.9667,false,,,9.75,0.2571
ACET,under120,2026-09-23T15:41:00Z,morning,8.51,-0.06943685073810824,False,shallow_outside,3-10,true,false,,,8.8397,101.7227,false,,,8.43,-0.9401
ACH,under120,2026-09-23T15:41:00Z,morning,0.7967,-0.0627058823529412,False,shallow_outside,<1,true,false,,,0.8061,99.1513,false,,,0.7512,-5.7111
ACRS,under120,2026-09-23T15:41:00Z,morning,5.245,-0.08304195804195798,False,shallow_outside,3-10,true,false,,,5.26,98.3178,true,5.125,-2.2879,5.255,0.1907
ACTU,under120,2026-09-23T19:40:00Z,afternoon,0.7417,-0.08137230616794647,False,shallow_outside,<1,true,false,,,0.748,98.8111,,,,0.723,-2.5212
ADAG,under120,2026-09-23T15:41:00Z,morning,2.975,-0.0789473684210526,False,shallow_outside,1-3,true,false,,,3.01,99.0132,false,,,2.94,-1.1765
ADBT,under120,2026-09-23T19:40:00Z,afternoon,0.1181,-0.05368589743589742,False,shallow_outside,<1,true,false,,,0.1209,99.9174,,,,0.1209,2.3709
ADGM,under120,2026-09-23T13:41:00Z,morning,0.33,-0.3202883625128733,False,other_price_or_range,<1,false,,,,,,,,,,
AEHG,under120,2026-09-23T13:41:00Z,morning,8.1499,-0.11124318429661934,True,in_bracket,3-10,true,true,2026-09-23T14:50:00Z,5.032,,,false,,,8.58,5.2774
AEHR,under120,2026-09-23T13:41:00Z,morning,94.716,-0.058489065606361836,False,other_price_or_range,10-120,false,,,,,,,,,,
AG,under120,2026-09-23T15:41:00Z,morning,18.98,-0.06594488188976377,False,other_price_or_range,10-120,false,,,,,,,,,,
AGI,under120,2026-09-23T15:41:00Z,morning,34.41,-0.05180490493248836,False,other_price_or_range,10-120,false,,,,,,,,,,
AGMB,under120,2026-09-23T15:41:00Z,morning,10.88,-0.0530896431679721,False,other_price_or_range,10-120,false,,,,,,,,,,
AGMH,under120,2026-09-23T19:40:00Z,afternoon,0.7521,-0.06722063747984625,False,shallow_outside,<1,true,true,2026-09-23T19:50:00Z,2.1141,,,,,,0.7709,2.4997
AGNT,under120,2026-09-23T19:40:00Z,afternoon,3.545,-0.07441253263707576,False,shallow_outside,3-10,true,false,,,3.58,98.895,,,,3.54,-0.141
AGPU,under120,2026-09-23T15:41:00Z,morning,11.82,-0.05364291433146517,False,other_price_or_range,10-120,false,,,,,,,,,,
AGQ,under120,2026-09-23T13:41:00Z,morning,78.31,-0.06462016244624937,False,other_price_or_range,10-120,false,,,,,,,,,,
AIAI,under120,2026-09-23T19:40:00Z,afternoon,3.285,-0.06142857142857139,False,shallow_outside,3-10,true,false,,,3.2954,98.0774,,,,3.255,-0.9132
AIDX,under120,2026-09-23T15:41:00Z,morning,0.4355,-0.0743889479277364,False,shallow_outside,<1,true,false,,,0.4357,97.9101,false,,,0.4266,-2.0436
AIOS,under120,2026-09-23T19:40:00Z,afternoon,13.2,-0.0890269151138717,False,other_price_or_range,10-120,false,,,,,,,,,,
