symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,price_bucket,closed,closed_at,peak_price_reached,pct_of_target_reached_if_not_closed
FCEL,under120,20260724T1440Z,morning,21.47,-0.07854077253218891,False,10-120,True,2026-07-24T16:10:00Z,22.55,
MGRT,under120,20260724T1440Z,morning,92.2,-0.07799999999999997,False,10-120,True,2026-07-24T19:40:00Z,96.47,
PL,under120,20260724T1440Z,morning,20.62,-0.07781753130590333,False,10-120,False,,20.975,0.9969
GLMD,under120,20260724T1440Z,morning,0.51,-0.07775768535262212,False,<1,True,2026-07-24T16:25:00Z,0.5399,
HQ,under120,20260724T1440Z,morning,12.675,-0.07751091703056764,False,10-120,False,,13.2,1.0201
CRWV,under120,20260724T1440Z,morning,74.85,-0.07706535141800247,False,10-120,False,,76.22,0.9983
CAST,under120,20260724T1440Z,morning,1.92,-0.07692307692307698,False,1-3,True,2026-07-24T15:35:00Z,2.04,
LPTH,under120,20260724T1440Z,morning,11.425,-0.07639450282942592,False,10-120,False,,11.65,0.9991
AIIO,under120,20260724T1440Z,morning,2.6436,-0.07566433566433556,False,1-3,True,2026-07-24T15:20:00Z,2.78,
APLD,under120,20260724T1440Z,morning,27.63,-0.07561057209769159,False,10-120,False,,28.59,1.0142
ASTC,under120,20260724T1440Z,morning,6.9901,-0.07538359788359784,False,3-10,True,2026-07-24T15:25:00Z,7.45,
KLXE,under120,20260724T1440Z,morning,2.22,-0.07499999999999989,False,1-3,False,,2.275,1.0022
BOT,under120,20260724T1440Z,morning,23.785,-0.07487359004278493,False,10-120,True,2026-07-24T15:15:00Z,25.2,
LWLG,under120,20260724T1440Z,morning,6.18,-0.07485029940119761,False,3-10,False,,6.38,1.0111
AIAI,under120,20260724T1440Z,morning,6.7,-0.07458563535911603,False,3-10,True,2026-07-24T16:10:00Z,7.055,
LEDS,under120,20260724T1440Z,morning,2.24,-0.07438016528925609,False,1-3,False,,2.25,0.9825
DXYZ,under120,20260724T1440Z,morning,22.33,-0.07382828701783498,False,10-120,True,2026-07-24T18:35:00Z,23.1399,
PENG,under120,20260724T1440Z,morning,54.105,-0.07370313302516693,False,10-120,False,,55.73,1.0098
TDIC,under120,20260724T1440Z,morning,2.64,-0.07368421052631577,False,1-3,True,2026-07-24T14:40:00Z,2.79,
FPS,under120,20260724T1440Z,morning,36.1,-0.07340862422997944,False,10-120,False,,37.455,1.017
SLS,under120,20260724T1440Z,morning,11.4407,-0.07287682333873584,False,10-120,False,,11.66,0.9991
HOOD,under120,20260724T1440Z,morning,94.18,-0.07284898602087017,False,10-120,False,,96.2,1.0014
FWDI,under120,20260724T1440Z,morning,3.95,-0.0727699530516431,False,3-10,False,,4.06,1.0074
INIO,under120,20260724T1440Z,morning,25.965,-0.0723472668810289,False,10-120,True,2026-07-24T17:30:00Z,27.0875,
MTNB,under120,20260724T1440Z,morning,0.2312,-0.07223113964687004,False,<1,True,2026-07-24T16:35:00Z,0.2576,
ASX,under120,20260724T1440Z,morning,36.63,-0.07171819564115556,False,10-120,False,,37.545,1.0047
AIFA,under120,20260724T1440Z,morning,1.9217,-0.07164251207729463,False,1-3,False,,1.99,1.0102
AEVA,under120,20260724T1440Z,morning,14.955,-0.07111801242236032,False,10-120,False,,15.67,1.0202
RKLB,under120,20260724T1440Z,morning,65.02,-0.07101014430632946,False,10-120,False,,66.315,0.9998
SKYQ,under120,20260724T1440Z,morning,5.24,-0.07092198581560274,False,3-10,False,,5.1799,0.9682
SES,under120,20260724T1440Z,morning,0.4992,-0.07091010608598552,False,<1,False,,0.518,1.0157
CTM,under120,20260724T1440Z,morning,0.6504,-0.07085714285714283,False,<1,False,,0.6607,0.995
HUBC,under120,20260724T1440Z,morning,1.05,-0.07079646017699102,False,1-3,True,2026-07-24T19:55:00Z,1.08,
CLRO,under120,20260724T1440Z,morning,5.15,-0.07039711191335735,False,3-10,True,2026-07-24T19:35:00Z,5.31,
ENVX,under120,20260724T1440Z,morning,4.035,-0.07027649769585247,False,3-10,False,,4.09,0.9927
OSS,under120,20260724T1440Z,morning,12.375,-0.07024793388429755,False,10-120,False,,12.69,1.0048
CAN,under120,20260724T1440Z,morning,0.2372,-0.07016856134849078,False,<1,False,,0.24,0.9917
NCTY,under120,20260724T1440Z,morning,3.45,-0.07008086253369267,False,3-10,False,,3.48,0.9886
PHOE,under120,20260724T1440Z,morning,20.9922,-0.06990695613646433,False,10-120,False,,21.505,1.004
MRM,under120,20260724T1440Z,morning,0.9302,-0.06979999999999997,False,<1,False,,0.9306,0.9525
ELAB,under120,20260724T1440Z,morning,0.8829,-0.06955422067657283,False,<1,True,2026-07-24T15:00:00Z,0.935,
ARQQ,under120,20260724T1440Z,morning,17.075,-0.06948228882833798,False,10-120,False,,17.5,1.0046
FTCI,under120,20260724T1440Z,morning,3.22,-0.06936416184971092,False,3-10,False,,3.2,0.9726
NRGV,under120,20260724T1440Z,morning,3.025,-0.06923076923076926,False,3-10,False,,3.05,0.9871
TGEN,under120,20260724T1440Z,morning,3.165,-0.06911764705882349,False,3-10,True,2026-07-24T16:10:00Z,3.33,
HCWB,under120,20260724T1440Z,morning,2.6812,-0.06902777777777773,False,1-3,True,2026-07-24T15:10:00Z,2.8204,
XBIO,under120,20260724T1440Z,morning,2.5,-0.06890130353817507,False,1-3,True,2026-07-24T14:45:00Z,2.7258,
NRSN,under120,20260724T1440Z,morning,0.6099,-0.0688549618320611,False,<1,False,,0.61,0.9791
ASPN,under120,20260724T1440Z,morning,4.805,-0.06879844961240318,False,3-10,False,,4.895,0.9969
EPSM,under120,20260724T1440Z,morning,1.239,-0.06842105263157892,False,1-3,True,2026-07-24T16:20:00Z,1.33,
XE,under120,20260724T1440Z,morning,14.835,-0.06815326633165823,False,10-120,False,,15.25,1.0073
STAK,under120,20260724T1440Z,morning,1.2301,-0.06810606060606067,False,1-3,True,2026-07-24T14:50:00Z,1.31,
TMDE,under120,20260724T1440Z,morning,0.96,-0.06796116504854374,False,<1,True,2026-07-24T19:55:00Z,1.0,
VWAV,under120,20260724T1440Z,morning,3.0598,-0.06713414634146334,False,3-10,False,,3.0595,0.9775
FRVO,under120,20260724T1440Z,morning,24.6,-0.06712172923777017,False,10-120,False,,25.14,1.0016
CEVA,under120,20260724T1440Z,morning,36.16,-0.06707946336429313,False,10-120,False,,37.49,1.0163
IOTR,under120,20260724T1440Z,morning,3.2,-0.06705539358600582,False,3-10,True,2026-07-24T15:50:00Z,3.37,
DGXX,under120,20260724T1440Z,morning,4.04,-0.06697459584295613,False,3-10,False,,4.19,1.0145
ORKT,under120,20260724T1440Z,morning,0.98,-0.06666666666666672,False,<1,True,2026-07-24T19:05:00Z,1.04,
BRCC,under120,20260724T1440Z,morning,1.12,-0.06666666666666654,False,1-3,False,,1.1211,0.9749
POET,under120,20260724T1440Z,morning,7.095,-0.06644736842105262,False,3-10,False,,7.1298,0.9848
CAPR,under120,20260724T1440Z,morning,18.515,-0.06631366616238012,False,10-120,True,2026-07-24T16:05:00Z,19.75,
OPTX,under120,20260724T1440Z,morning,7.05,-0.06622516556291391,False,3-10,False,,7.3399,1.0194
RHI,under120,20260724T1440Z,morning,35.345,-0.06618229854689571,False,10-120,True,2026-07-24T18:45:00Z,36.49,
INFQ,under120,20260724T1440Z,morning,9.05,-0.06604747162022692,False,3-10,False,,9.295,1.006
VECO,under120,20260724T1440Z,morning,50.98,-0.06595822645657753,False,10-120,False,,53.105,1.0203
CDNL,under120,20260724T1440Z,morning,66.57,-0.06594640101024278,False,10-120,False,,68.58,1.0099
BLZE,under120,20260724T1440Z,morning,11.925,-0.06543887147335416,False,10-120,False,,12.1,0.9942
MRLN,under120,20260724T1440Z,morning,3.295,-0.06524822695035461,False,3-10,True,2026-07-24T15:30:00Z,3.46,
UCTT,under120,20260724T1440Z,morning,94,-0.06523468575974545,False,10-120,False,,97.55,1.0174
OKLO,under120,20260724T1440Z,morning,41.135,-0.06511363636363642,False,10-120,False,,41.92,0.999
NXXT,under120,20260724T1440Z,morning,0.3202,-0.06510948905109501,False,<1,True,2026-07-24T19:50:00Z,0.33,
STRO,under120,20260724T1440Z,morning,22.08,-0.06440677966101707,False,10-120,True,2026-07-24T18:35:00Z,22.97,
NVCR,under120,20260724T1440Z,morning,18.71,-0.06403201600800389,False,10-120,False,,18.91,0.9906
ICHR,under120,20260724T1440Z,morning,88,-0.0640289300148904,False,10-120,False,,91.27,1.0168
ASYS,under120,20260724T1440Z,morning,16.15,-0.06376811594202907,False,10-120,False,,16.59,1.0067
LUCY,under120,20260724T1440Z,morning,0.651,-0.06371350496188696,False,<1,True,2026-07-24T19:10:00Z,0.68,
CXAI,under120,20260724T1440Z,morning,0.1123,-0.06338615512927447,False,<1,False,,0.113,0.9826
BLDP,under120,20260724T1440Z,morning,2.7923,-0.06298657718120805,False,1-3,True,2026-07-24T19:30:00Z,2.87,
BRUN,under120,20260724T1440Z,morning,22.49,-0.06291666666666673,False,10-120,False,,22.93,0.9996
NXTS,under120,20260724T1440Z,morning,1.79,-0.06282722513089,False,1-3,False,,1.8199,0.9945
RMBS,under120,20260724T1440Z,morning,96.7075,-0.06282100978777015,False,10-120,False,,99.13,1.0049
ALGM,under120,20260724T1440Z,morning,46.925,-0.06281206311164376,False,10-120,False,,47.51,0.9925
SEDG,under120,20260724T1440Z,morning,42.305,-0.06280460788657512,False,10-120,False,,43.8595,1.0162
MTEN,under120,20260724T1440Z,morning,1.125,-0.062499999999999965,False,1-3,False,,1.13,0.9826
QUIK,under120,20260724T1440Z,morning,12.52,-0.06217228464419476,False,10-120,True,2026-07-24T19:35:00Z,12.88,
IMSR,under120,20260724T1440Z,morning,4.98,-0.06214689265536708,False,3-10,False,,5.07,0.998
SMTK,under120,20260724T1440Z,morning,0.213,-0.06208718626155879,False,<1,True,2026-07-24T19:55:00Z,0.22,
AOSL,under120,20260724T1440Z,morning,31.725,-0.06166814551907722,False,10-120,False,,32.29,0.9978
WKHS,under120,20260724T1440Z,morning,2.59,-0.06159420289855071,False,1-3,True,2026-07-24T15:35:00Z,2.7332,
OCC,under120,20260724T1440Z,morning,14.8,-0.061509194673430495,False,10-120,False,,15.16,1.004
TWG,under120,20260724T1440Z,morning,2.5159,-0.06123134328358222,False,1-3,True,2026-07-24T14:45:00Z,2.6776,
YDDL,under120,20260724T1440Z,morning,1.765,-0.061170212765957445,False,1-3,False,,1.8,0.9945
METC,under120,20260724T1440Z,morning,10.515,-0.06116071428571417,False,10-120,False,,10.75,1.0019
MEDS,under120,20260724T1440Z,morning,3.08,-0.06097560975609748,False,3-10,True,2026-07-24T16:20:00Z,3.249,
SATL,under120,20260724T1440Z,morning,3.5786,-0.06073490813648301,False,3-10,False,,3.645,0.9959
FORM,under120,20260724T1440Z,morning,105.905,-0.060709534368070944,False,10-120,False,,109.18,1.0106
NTHI,under120,20260724T1440Z,morning,3.41,-0.06060606060606054,False,3-10,True,2026-07-24T19:50:00Z,3.515,
COHU,under120,20260724T1440Z,morning,51.2175,-0.06040176114474403,False,10-120,False,,52.8,1.0105
STDN,under120,20260724T1440Z,morning,8.25,-0.06036446469248285,False,3-10,False,,8.32,0.9881
SPRO,under120,20260724T1440Z,morning,1.09,-0.06034482758620676,False,1-3,True,2026-07-24T16:50:00Z,1.16,
SMR,under120,20260724T1440Z,morning,8.28,-0.06015891032917152,False,3-10,False,,8.4857,1.0042
KBSX,under120,20260724T1440Z,morning,0.846,-0.06000000000000005,False,<1,True,2026-07-24T16:00:00Z,0.8942,
VIR,under120,20260724T1440Z,morning,8.78,-0.05995717344753753,False,3-10,False,,8.865,0.9894
CSIQ,under120,20260724T1440Z,morning,13.81,-0.0599046970728386,False,10-120,False,,14.04,0.9965
NUCL,under120,20260724T1440Z,morning,5.65,-0.05990016638935099,False,3-10,False,,5.71,0.9896
REA,under120,20260724T1440Z,morning,10.7,-0.05975395430579977,False,10-120,False,,11.0099,1.0082
CDT,under120,20260724T1440Z,morning,3.075,-0.05963302752293573,False,3-10,False,,3.1,0.9873
PSNY,under120,20260724T1440Z,morning,14.135,-0.059547571523619405,False,10-120,False,,14.1685,0.9826
IREN,under120,20260724T1440Z,morning,38.17,-0.059388861508132,False,10-120,False,,39.88,1.0202
NAK,under120,20260724T1440Z,morning,1.6099,-0.05853801169590635,False,1-3,False,,1.61,0.9758
BEAT,under120,20260724T1440Z,morning,0.5038,-0.058493739487946166,False,<1,True,2026-07-24T17:35:00Z,0.5257,
VPG,under120,20260724T1440Z,morning,104.12,-0.05807852361136241,False,10-120,False,,107.37,1.0109
EVEX,under120,20260724T1440Z,morning,2.28,-0.05785123966942154,False,1-3,False,,2.365,1.015
NNE,under120,20260724T1440Z,morning,15.9065,-0.05767180094786728,False,10-120,False,,16.11,0.9926
CCG,under120,20260724T1440Z,morning,11.69,-0.05764564574247686,False,10-120,True,2026-07-24T16:05:00Z,12.31,
CEPL,under120,20260724T1440Z,morning,9.58,-0.057550418101328,False,3-10,False,,9.99,1.0194
XXI,under120,20260724T1440Z,morning,4.345,-0.05748373101952289,False,3-10,True,2026-07-24T17:30:00Z,4.5275,
VMAR,under120,20260724T1440Z,morning,0.7846,-0.0574243152330611,False,<1,False,,0.7846,0.9795
SUNE,under120,20260724T1440Z,morning,2.4508,-0.05738461538461538,False,1-3,True,2026-07-24T19:40:00Z,2.5155,
AIFC,under120,20260724T1440Z,morning,0.4409,-0.057301689116955296,False,<1,False,,0.4597,1.0193
LUNR,under120,20260724T1440Z,morning,12.925,-0.057257476294675425,False,10-120,False,,13.35,1.0121
PBLS,under120,20260724T1440Z,morning,30.935,-0.05714721121609276,False,10-120,False,,32.0324,1.015
JTAI,under120,20260724T1440Z,morning,1.98,-0.05714285714285719,False,1-3,True,2026-07-24T18:35:00Z,2.05,
TRAX,under120,20260724T1440Z,morning,35.49,-0.05712008501594045,False,10-120,False,,36.26,1.0017
JOBY,under120,20260724T1440Z,morning,7.11,-0.057029177718832855,False,3-10,False,,7.22,0.9945
WW,under120,20260724T1440Z,morning,12.78,-0.056826568265682754,False,10-120,True,2026-07-24T14:55:00Z,13.44,
YSS,under120,20260724T1440Z,morning,16.62,-0.056753688989784334,False,10-120,True,2026-07-24T19:55:00Z,17.2294,
GORO,under120,20260724T1440Z,morning,2.1601,-0.056724890829694376,False,1-3,False,,2.1699,0.9819
PYPD,under120,20260724T1440Z,morning,4,-0.05660377358490571,False,3-10,False,,4.0599,0.9951
FJET,under120,20260724T1440Z,morning,3.5,-0.056603773584905655,False,3-10,False,,3.6,1.0084
CRNT,under120,20260724T1440Z,morning,2.095,-0.0563063063063063,False,1-3,True,2026-07-24T19:55:00Z,2.14,
GSIT,under120,20260724T1440Z,morning,5.72,-0.056105610561056084,False,3-10,False,,5.85,1.0017
LTBR,under120,20260724T1440Z,morning,7.58,-0.056039850560398424,False,3-10,False,,7.74,1.0
AIP,under120,20260724T1440Z,morning,31.465,-0.05595559555955591,False,10-120,False,,31.835,0.9917
TKNO,under120,20260724T1440Z,morning,4.91,-0.05576923076923077,False,3-10,True,2026-07-24T19:30:00Z,5.06,
PTRN,under120,20260724T1440Z,morning,22.185,-0.055555555555555546,False,10-120,False,,22.6,0.9987
DAIC,under120,20260724T1440Z,morning,1.3223,-0.05549999999999992,False,1-3,False,,1.31,0.9704
AMPX,under120,20260724T1440Z,morning,9.36,-0.05549949545913226,False,3-10,False,,9.59,1.0042
INOD,under120,20260724T1440Z,morning,56.68,-0.05549075154140974,False,10-120,False,,57.95,1.0022
BZAI,under120,20260724T1440Z,morning,0.9395,-0.05539915543937265,False,<1,False,,0.9434,0.9837
RUN,under120,20260724T1440Z,morning,9.805,-0.055394990366088734,False,3-10,False,,10.17,1.016
KZIA,under120,20260724T1440Z,morning,12.32,-0.055214723926380285,False,10-120,False,,12.6075,1.003
SPRB,under120,20260724T1440Z,morning,42.51,-0.05512336074683272,False,10-120,True,2026-07-24T17:25:00Z,45.0,
CPSH,under120,20260724T1440Z,morning,4.46,-0.05508474576271182,False,3-10,True,2026-07-24T19:40:00Z,4.63,
RDW,under120,20260724T1440Z,morning,8.77,-0.054956896551724116,False,3-10,False,,9.0099,1.0067
KLRS,under120,20260724T1440Z,morning,3.705,-0.05484693877551017,False,3-10,False,,3.75,0.9921
DIOD,under120,20260724T1440Z,morning,87.67,-0.05466896700452872,False,10-120,False,,89.1099,0.9964
GEVO,under120,20260724T1440Z,morning,1.73,-0.054644808743169446,False,1-3,False,,1.73,0.9774
ACET,under120,20260724T1440Z,morning,7.96,-0.05463182897862232,False,3-10,False,,8.165,1.0055
BMNR,under120,20260724T1440Z,morning,15.685,-0.0545509342977697,False,10-120,False,,16.115,1.0072
NMRA,under120,20260724T1440Z,morning,1.475,-0.05448717948717946,False,1-3,True,2026-07-24T18:45:00Z,1.53,
TSSI,under120,20260724T1440Z,morning,9.9,-0.054441260744985696,False,3-10,False,,10.07,0.997
AMSC,under120,20260724T1440Z,morning,31.205,-0.054393939393939446,False,10-120,False,,31.43,0.9874
ORBS,under120,20260724T1440Z,morning,0.6111,-0.05431754874651814,False,<1,False,,0.6241,1.0002
SHFS,under120,20260724T1440Z,morning,0.1922,-0.054133858267716446,False,<1,True,2026-07-24T17:45:00Z,0.2011,
SCLX,under120,20260724T1440Z,morning,6.99,-0.05412719891745595,False,3-10,False,,6.99,0.9804
DFDV,under120,20260724T1440Z,morning,2.715,-0.054006968641115066,False,1-3,False,,2.8,1.0108
KLIC,under120,20260724T1440Z,morning,100.36,-0.05392156862745097,False,10-120,False,,103.63,1.0123
GRDX,under120,20260724T1440Z,morning,3.17,-0.05373134328358214,False,3-10,False,,3.15,0.9722
LBRT,under120,20260724T1440Z,morning,18.57,-0.05351681957186548,False,10-120,False,,18.7,0.9868
JSPR,under120,20260724T1440Z,morning,0.6901,-0.05349060485530095,False,<1,True,2026-07-24T15:15:00Z,0.7299,
LBTYA,under120,20260724T1440Z,morning,9.74,-0.053449951409134985,False,3-10,False,,9.795,0.9854
VELO,under120,20260724T1440Z,morning,9.57,-0.053412462908011785,False,3-10,True,2026-07-24T17:35:00Z,10.01,
ALTO,under120,20260724T1440Z,morning,4.705,-0.053319919517102556,False,3-10,False,,4.755,0.9906
UUUU,under120,20260724T1440Z,morning,11.37,-0.05328892589508748,False,10-120,False,,11.665,1.0056
AVAT,under120,20260724T1440Z,morning,0.3607,-0.05328083989501308,False,<1,False,,0.3608,0.9804
SURG,under120,20260724T1440Z,morning,0.2404,-0.053170539582512846,False,<1,False,,0.2446,0.9943
BZFD,under120,20260724T1440Z,morning,1.07,-0.053097345132743216,False,1-3,True,2026-07-24T15:35:00Z,1.13,
CIFR,under120,20260724T1440Z,morning,24.45,-0.05305964368706433,False,10-120,False,,25.25,1.0124
POWI,under120,20260724T1440Z,morning,67.11,-0.05305488923380845,False,10-120,False,,67.355,0.9839
AAPG,under120,20260724T1440Z,morning,18.3,-0.05304500364810523,False,10-120,False,,18.6594,0.9994
PLRZ,under120,20260724T1440Z,morning,14.5,-0.05290659699542786,False,10-120,True,2026-07-24T17:10:00Z,15.4,
ATOM,under120,20260724T1440Z,morning,5.285,-0.05286738351254479,False,3-10,False,,5.395,0.9991
CRDL,under120,20260724T1440Z,morning,1.165,-0.05284552845528451,False,1-3,True,2026-07-24T19:45:00Z,1.205,
GOSS,under120,20260724T1440Z,morning,0.135,-0.05263157894736828,False,<1,False,,0.1375,0.9964
XPON,under120,20260724T1440Z,morning,3.3163,-0.05248571428571428,False,3-10,True,2026-07-24T19:55:00Z,3.4105,
PMVP,under120,20260724T1440Z,morning,1.2603,-0.05240601503759405,False,1-3,False,,1.259,0.976
BTCT,under120,20260724T1440Z,morning,0.6492,-0.052401109327105594,False,<1,False,,0.657,0.991
JUNS,under120,20260724T1440Z,morning,0.145,-0.052287581699346455,False,<1,False,,0.1486,1.0041
SHAZ,under120,20260724T1440Z,morning,66.51,-0.05222657641610249,False,10-120,False,,68.53,1.01
ENPH,under120,20260724T1440Z,morning,36.86,-0.05219850861403963,False,10-120,False,,38.41,1.0202
ACMR,under120,20260724T1440Z,morning,83.82,-0.05202442886224846,False,10-120,True,2026-07-24T16:10:00Z,88.05,
HIMX,under120,20260724T1440Z,morning,12.58,-0.05199698568198941,False,10-120,False,,12.97,1.0101
HXHX,under120,20260724T1440Z,morning,0.4853,-0.05196327407696818,False,<1,False,,0.4875,0.9829
LTRX,under120,20260724T1440Z,morning,5.3,-0.051878354203935606,False,3-10,False,,5.43,1.0037
ICON,under120,20260724T1440Z,morning,0.9671,-0.05186274509803927,False,<1,False,,0.995,0.995
WRD,under120,20260724T1440Z,morning,5.415,-0.051663747810858134,False,3-10,False,,5.46,0.9873
CGTX,under120,20260724T1440Z,morning,0.9106,-0.05165590501978763,False,<1,True,2026-07-24T15:30:00Z,0.9593,
NXT,under120,20260724T1440Z,morning,99.12,-0.05139247774906681,False,10-120,False,,101.51,1.004
CCXI,under120,20260724T1440Z,morning,13.66,-0.0513888888888889,False,10-120,False,,14.22,1.0201
NOK,under120,20260724T1440Z,morning,9.23,-0.051387461459403906,False,3-10,False,,9.335,0.991
WULF,under120,20260724T1440Z,morning,19.02,-0.05137157107231926,False,10-120,False,,19.85,1.02
FLNC,under120,20260724T1440Z,morning,13.68,-0.05131761442441055,False,10-120,False,,14.28,1.02
AIRE,under120,20260724T1440Z,morning,1.48,-0.05128205128205133,False,1-3,True,2026-07-24T16:40:00Z,1.58,
NXTT,under120,20260724T1440Z,morning,0.6804,-0.051178357272346896,False,<1,True,2026-07-24T14:40:00Z,0.7271,
AXIL,under120,20260724T1440Z,morning,5.41,-0.050877192982456146,False,3-10,True,2026-07-24T16:35:00Z,5.69,
VNET,under120,20260724T1440Z,morning,7.375,-0.05083655083655078,False,3-10,False,,7.505,0.9967
PACB,under120,20260724T1440Z,morning,1.3289,-0.05078571428571425,False,1-3,True,2026-07-24T19:30:00Z,1.36,
SIDU,under120,20260724T1440Z,morning,1.87,-0.050761421319796884,False,1-3,False,,1.925,1.0079
GIGM,under120,20260724T1440Z,morning,1.31,-0.050724637681159306,False,1-3,True,2026-07-24T18:00:00Z,1.375,
VSH,under120,20260724T1440Z,morning,38.7383,-0.05053186274509792,False,10-120,False,,39.3,0.9944
LICN,under120,20260724T1440Z,morning,1.1299,-0.05050420168067231,False,1-3,True,2026-07-24T19:35:00Z,1.16,
SLBT,under120,20260724T1440Z,morning,3.01,-0.050473186119873864,False,3-10,True,2026-07-24T14:40:00Z,3.2783,
LPL,under120,20260724T1440Z,morning,3.2,-0.050445103857566745,False,3-10,False,,3.24,0.9908
DNA,under120,20260724T1440Z,morning,7.53,-0.05044136191677169,False,3-10,False,,7.7292,1.0051
URG,under120,20260724T1440Z,morning,1.225,-0.050387596899224764,False,1-3,False,,1.26,1.008
QNT,under120,20260724T1440Z,morning,53.62,-0.050301098122564704,False,10-120,False,,55.14,1.008
PLBL,under120,20260724T1440Z,morning,7.38,-0.050193050193050155,False,3-10,True,2026-07-24T19:50:00Z,7.63,
EQ,under120,20260724T1440Z,morning,2.555,-0.050185873605947874,False,1-3,False,,2.61,1.0
SHPH,under120,20260724T1440Z,morning,2.84,-0.05016722408026767,False,1-3,False,,2.9,1.0
DNN,under120,20260724T1440Z,morning,2.935,-0.050161812297734566,False,1-3,False,,3.02,1.0067
AQB,under120,20260724T1440Z,morning,0.894,-0.050047816385081316,False,<1,True,2026-07-24T18:25:00Z,0.9411,
ZJYL,under120,20260724T1535Z,morning,1.9214,-0.15728070175438588,True,1-3,True,2026-07-24T15:40:00Z,2.045,
CHAI,under120,20260724T1535Z,morning,0.4123,-0.12089552238805965,True,<1,False,,0.4268,1.0138
CNEY,under120,20260724T1535Z,morning,0.6315,-0.11306179775280902,True,<1,False,,0.6354,0.9851
LGCL,under120,20260724T1535Z,morning,1.5702,-0.10784090909090907,True,1-3,False,,1.59,0.9876
PETZ,under120,20260724T1535Z,morning,1.21,-0.10701107011070111,True,1-3,True,2026-07-24T18:50:00Z,1.35,
TPET,under120,20260724T1535Z,morning,0.2899,-0.09968944099378887,False,<1,True,2026-07-24T19:50:00Z,0.298,
GRAN,under120,20260724T1535Z,morning,1.2618,-0.09871428571428563,False,1-3,False,,1.2618,0.9781
JCSE,under120,20260724T1535Z,morning,1.3301,-0.09517006802721083,False,1-3,False,,1.3301,0.978
BATL,under120,20260724T1535Z,morning,1.5699,-0.09254335260115602,False,1-3,True,2026-07-24T18:25:00Z,1.64,
USDE,under120,20260724T1535Z,morning,1.59,-0.08620689655172409,False,1-3,False,,1.63,1.0
LVLU,under120,20260724T1535Z,morning,17,-0.08108108108108109,False,10-120,True,2026-07-24T16:20:00Z,18.0,
NTCL,under120,20260724T1535Z,morning,3.21,-0.08022922636103158,False,3-10,True,2026-07-24T19:30:00Z,3.35,
AIHS,under120,20260724T1535Z,morning,1.318,-0.07832167832167825,False,1-3,True,2026-07-24T16:55:00Z,1.435,
VIVS,under120,20260724T1535Z,morning,0.415,-0.07777777777777785,False,<1,False,,0.42,0.9906
PASW,under120,20260724T1535Z,morning,0.1249,-0.07686622320768667,False,<1,True,2026-07-24T19:55:00Z,0.1298,
XXII,under120,20260724T1535Z,morning,4.3,-0.07526881720430119,False,3-10,False,,4.4,0.9932
DUO,under120,20260724T1535Z,morning,0.57,-0.07512575044621128,False,<1,True,2026-07-24T16:20:00Z,0.6,
FIEE,under120,20260724T1535Z,morning,3,-0.07510173880873099,False,3-10,False,,2.92,0.9542
BHST,under120,20260724T1535Z,morning,1.8501,-0.07494999999999996,False,1-3,True,2026-07-24T17:25:00Z,2.02,
NEUP,under120,20260724T1535Z,morning,3.6295,-0.0741071428571428,False,3-10,False,,3.66,0.9865
GOVX,under120,20260724T1535Z,morning,0.78,-0.07142857142857137,False,<1,False,,0.791,0.9937
UPC,under120,20260724T1535Z,morning,3.52,-0.0712401055408971,False,3-10,False,,3.52,0.9778
FTRK,under120,20260724T1535Z,morning,0.457,-0.07113821138211378,False,<1,True,2026-07-24T18:30:00Z,0.4791,
EDSA,under120,20260724T1535Z,morning,5.26,-0.07067137809187285,False,3-10,True,2026-07-24T19:35:00Z,5.5,
TRUG,under120,20260724T1535Z,morning,1.19,-0.07031250000000006,False,1-3,False,,1.23,1.0082
HPAI,under120,20260724T1535Z,morning,0.4301,-0.06904761904761914,False,<1,True,2026-07-24T19:30:00Z,0.4394,
PTHS,under120,20260724T1535Z,morning,26.45,-0.0686619718309859,False,10-120,True,2026-07-24T16:10:00Z,27.97,
YMT,under120,20260724T1535Z,morning,0.387,-0.06859205776173279,False,<1,True,2026-07-24T15:35:00Z,0.4072,
RYOJ,under120,20260724T1535Z,morning,3.81,-0.06845965770171145,False,3-10,True,2026-07-24T16:40:00Z,4.13,
NEXT,under120,20260724T1535Z,morning,7.42,-0.0678391959798995,False,3-10,False,,7.45,0.9841
TOMZ,under120,20260724T1535Z,morning,1.52,-0.06748466257668705,False,1-3,True,2026-07-24T16:10:00Z,1.65,
GRML,under120,20260724T1535Z,morning,0.187,-0.0673316708229427,False,<1,True,2026-07-24T18:40:00Z,0.1956,
MGRX,under120,20260724T1535Z,morning,0.5199,-0.06727664155005378,False,<1,True,2026-07-24T15:50:00Z,0.55,
MENS,under120,20260724T1535Z,morning,2.53,-0.06642066420664212,False,1-3,False,,2.56,0.9884
AMSS,under120,20260724T1535Z,morning,1.065,-0.0657894736842105,False,1-3,False,,1.1,1.0092
UZX,under120,20260724T1535Z,morning,0.21,-0.06542056074766363,False,<1,True,2026-07-24T15:55:00Z,0.2215,
EHLD,under120,20260724T1535Z,morning,8.03,-0.06518120117812788,False,3-10,False,,8.25,0.9775
MGN,under120,20260724T1535Z,morning,0.0837,-0.06480446927374302,False,<1,True,2026-07-24T16:20:00Z,0.0895,
