"symbol","name","last_price","pct_change","market_cap","volume"
"TSLA","Tesla",323.625,-0.13471564931418945,"1.404678284992e+12","4.085031354901e+07"
"FSV","FirstService",125.45,-0.11424133305090725,"6.500389028e+09","174433.128059"
"MOH","Molina Healthcare",196.83,-0.11233877514205824,"1.1552654e+10","852780.780327"
"DOV","Dover",194.885,-0.09157227427399436,"2.8888913145e+10","1.277223035777e+06"
"SEZL","Sezzle Inc.",158.4,-0.09090909090909093,"5.85917179e+09","253548.075658"
"GL","Globe Life",169.3255,-0.07975271739130432,"1.4286636024e+10","660061.480843"
"GOOG","Alphabet Class C",317.82,-0.07045713784329219,"4.173388306805e+12","1.7367458114581e+07"
"GOOGL","Alphabet Class A",318.22,-0.06977695927972156,"4.173388306805e+12","2.6738947296172e+07"
"FCFS","FirstCash",196.14,-0.06036217303822948,"9.150470044e+09","167107.43737"
"DPST","Direxion Daily Regional Banks Bull 3X ETF",135.34,-0.05850434782608693,"","251844.778379"
"PI","Impinj",129.95,-0.05846978698739328,"4.207327224e+09","71121.068218"
"DAVE","Dave",399.81,-0.05629514233111462,"5.386517883e+09","117459.825351"
