"symbol","name","last_price","pct_change","market_cap","volume"
"TNON","Tenon Medical","7.44","-0.34794040315512703","7.577653e+06","709188.595067"
"ONFO","Onfolio Holdings","1.56","-0.34177215189873417","328080","417927.556961"
"SURG","SurgePays","0.1671","-0.31823745410036725","6.157376e+06","5.870684256304e+06"
"MRNX","Defiance Daily Target 2X Long MRNA ETF","98.19","-0.30676362609432356","","365585.343637"
"FGL","Founder Group Limited Class A","0.27","-0.26789587852494573","422518","2.7708680298074e+07"
"PFSA","Profusa","10.31","-0.2402358142962417","3.439384e+06","142800.047735"
"RDAC","Rising Dragon Acquisition Corp.","6.7","-0.23690205011389515","5.2250043e+07","163691.696756"
"LGCL","Lucas GC Limited","0.1","-0.21996879875195008","5.490008e+06","8.7349699019508e+07"
"FTFT","Future FinTech Group Inc.","0.6849","-0.20784177654406671","1.799086e+06","199625.5364"
"MTNB","Matinas BioPharma","0.1923","-0.20207468879668047","3.540963e+06","1.203053172632e+06"
"AAP","Advance Auto Parts","45.1755","-0.19587931648273407","3.389294905e+09","1.347111820743e+06"
"LGHL","Lion Group Holding Ltd.","0.5801","-0.18295774647887328","657088","3.791691791816e+06"
"MRNY","YieldMax MRNA Option Income Strategy ETF","34.94","-0.1635925781408966","","519621.326346"
"ETHD","ProShares UltraShort Ether ETF","38.35","-0.15935992985532654","","363619.505283"
"AIXI","Xiao-I Corporation","0.6013","-0.1530985915492958","652696","453957.21756"
"HVII","Hennessy Capital Investment Corp. VII","9.01","-0.14434947768281098","2.73895579e+08","13929.1332"
"CNET","ZW Data Action Technologies","1.25","-0.14383561643835616","5.245853e+06","1923.738974"
"BTOG","Bit Origin Limited Class A","0.7398","-0.14146454682604157","3.63418e+06","3.0427322358e+06"
"GEVC","Corgi GEV 2x Daily ETF","17.23","-0.14121804488792974","","0"
"QTEX","QTREX Quantum Ltd.","0.9702","-0.13375000000000012","6.1836735e+07","2.35761422656e+06"
"EDSA","Edesa Biotech","5","-0.13043478260869565","5.545521e+07","51113.010574"
"UUUC","Corgi UUUU 2x Daily ETF","24.59","-0.13023486134691564","","0"
"ZNB","Zeta Network Group","1.96","-0.1250000000000001","2.172486e+06","174455.9099"
"DBGI","Digital Brands Group","10.39","-0.12320675105485225","6.803725e+06","27735.242975"
"SLSN","Solesence, Inc.","0.8264","-0.12131844763423709","6.6429814e+07","3489.190225"
"LGDX","Intech S&P Large Cap Diversified Alpha ETF","22.6","-0.12071152334783247","","0"
"CLIR","ClearSign Technologies","3.8706","-0.12031818181818188","2.9952802e+07","11564.3528"
"OSRH","OSR Health","0.3309","-0.11310640578933251","1.3102783e+07","2.229339448705e+06"
"SKHN","Tradr 2X Short SK hynix Daily ETF","14.5","-0.11254192474355516","","58263.2288"
"MSTZ","T-Rex 2X Inverse MSTR Daily Target ETF","7.795","-0.11117445838084375","","7.1560968825e+06"
"COTY","Coty","2.695","-0.11056105610561055","2.667813307e+09","2.148520279207e+06"
