symbol,last_price,pct_change,skip_reason,detail
WHLR,0.2668,-0.1774891774891775,spread_pct,0.0982 > 0.08 (a1)
ZBAO,0.2216,-0.15419847328244282,spread_pct,0.1337 > 0.08 (a1)
MEDS,3.12,-0.15170391061452512,spread_pct,0.1218 > 0.08 (a1)
WETO,0.1101,-0.19414703783012136,atr_guardrail,atr_14_pct=1.463 > 0.80 (a2)
KIDZ,0.49,-0.1640488656195462,prior_spike_guardrail,peak_to_baseline_ratio=2.428 (>=1.35) AND volume_spike_ratio=1197.9 (>=5.0) (a3) -- July 6 bar high 1.68 vs baseline 0.692; volume 188297874 vs baseline avg 157199
HYFT,1.2476,-0.18750000000000003,earnings_recency,reported 2026-07-22 PM, days_since_earnings=1 <= 3 (a4)
RGP,3.72,-0.18655097613882868,earnings_recency,reported 2026-07-22 PM, days_since_earnings=1 <= 3 (a4)
PWCM,1.86,-0.19090909090909097,compliance_guardrail,financial_status_indicator=CC4 financial_status_description=Noncompliant (a5)
