symbol,side,quantity,avg_fill_price,limit_sell_price,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,prior_spike_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,ask_gap_pct,industry,firing,evaluated_at
CANF,buy,1,2.5399,2.67,2.55,-0.22492401215805477,0.0079,0.06,0.0588,1.058,3.3,no_earnings_data,CB0,,5.3,0.00398,Pharmaceuticals: Major,10:30,2026-09-02T14:42:00Z
