symbol,name,last_price,pct_change,market_cap,volume
SXTC,China SXT Pharmaceuticals,0.3197,-0.8417326732673267,7.605398e+07,4.457220718577e+07
ZCMD,Zhongchao,2.0548,-0.521025641025641,4.978925e+06,2.3716931999679e+07
LESL,Leslie's,1.405,-0.4170124481327801,2.2556269e+07,1.455848837387e+06
CISS,C3is Inc,1.065,-0.34662576687116564,2.417707e+06,295786.250299
WHLR,Wheeler Real Estate Investment Trust,0.2288,-0.29251700680272114,1.502543e+06,809640.3253
STKH,Steakholder Foods,0.405,-0.2770439128882542,7.810295e+06,820320.518781
JAGX,Jaguar Health,0.99,-0.25563909774436094,6.530834e+06,135949.985648
SSTK,Shutterstock,5.61,-0.23983739837398368,2.71126543e+08,1.468555965009e+06
BXBL,"BOXABL, Inc.",4.675,-0.23360655737704916,2.166424206e+09,989241.422072
ACI,Albertsons,11.205,-0.23253424657534244,7.150764975e+09,1.9168233886091e+07
FTFT,Future FinTech Group Inc.,1.165,-0.21812080536912748,2.764901e+06,172102.6437
STFS,Star Fashion Culture Holdings,3,-0.20844327176781002,4.524411e+06,256188.182727
WETO,Wetour Robotics,0.1125,-0.19700214132762311,1.1376288e+07,3.4622341690257e+07
GFUZ,General Fusion Group,6.6801,-0.18930825242718444,6.6596508e+08,375993.387823
GIPR,Generation Income Properties,0.74,-0.1790548036387841,935089,150013.3142
STM,Stmicroelectronics,54.39,-0.1730272160559525,5.9276128564e+10,1.9189970744934e+07
MBLY,Mobileye Global,7.345,-0.1634396355353075,7.394394317e+09,8.569173246662e+06
HYFT,MindWalk Holdings,1.21,-0.1597222222222222,6.6797968e+07,487962.928369
VSME,VS Media,1.16,-0.15942028985507245,3.83551e+06,77851.0404
DFNS,T3 Defense,3.96,-0.15744680851063833,4.719011e+06,388109.329349
RGP,Resources Connection,3.915,-0.15075921908893714,1.58601569e+08,541752.778784
VEEE,Twin Vee PowerCats,15.83,-0.14709051724137925,1.0600748e+07,230759.83935
GDC,GD Culture Group,1.6599,-0.1443814432989691,8.075209e+06,247688.011409
EVH,Evolent Health,4.78,-0.14183123877917414,6.26519543e+08,2.176074477606e+06
SPWR,SunPower,0.5008,-0.14173093401885176,9.8952383e+07,3.141245478081e+06
JUNS,Jupiter Neurosciences,0.15,-0.14089347079037806,8.390995e+06,3.022895160448e+06
QS,QuantumScape Corporation,5.0459,-0.14039182282793874,3.610901595e+09,2.8416280661444e+07
PWCM,"PowerCompute, Inc.",1.892,-0.14000000000000012,2.056254e+06,315941.08299
ZNB,Zeta Network Group,0.2548,-0.13977042538825116,548874,1.239457088491e+06
LBRT,Liberty Energy,21.68,-0.13762927605409708,4.102632198e+09,4.606472914837e+06
GOGL,Corgi GOOGL 2x Daily ETF,20.97,-0.13525773195876292,1.591238278e+09,19914.349917
VRAX,Virax Biolabs,3.15,-0.13461538461538466,2.901036e+06,105222.193231
MWC,"Micware Co., Ltd.",1.4086,-0.13049382716049385,9.625945e+07,407782.730551
KALA,"KALA BIO, Inc",0.642,-0.1283095723014257,1.3756442e+07,121342.897926
ATCH,"AtlasClear Holdings, Inc.",0.1851,-0.1272984441301274,3.1886641e+07,5.767945882081e+06
ELPW,Elong Power Holding Limited Class A,0.2298,-0.12689969604863216,3.843909e+06,1.970126782862e+06
LBGJ,Li Bang International Corporation Class A,0.0303,-0.12173913043478267,115864,2.24872318415378e+08
KSCP,Knightscope,1.83,-0.12019230769230768,3.57972e+07,1.468161863851e+06
OPEN,Opendoor Technologies,3.86,-0.11872146118721462,4.225546448e+09,3.7163528906063e+07
EDBL,Edible Garden AG,3.06,-0.11815561959654182,2.242618e+06,46963.969343
AGL,Agilon health,105.8,-0.11745078411745077,2.000052265e+09,175940.120863
INLF,INLIF Limited,3.32,-0.11702127659574467,259556,569623.482626
QH,Quhuo Ltd.,4.6906,-0.11664783427495287,4.71297087682e+11,44053.528675
XMTR,Xometry,87.2499,-0.1136743193823649,5.43895462e+09,667071.055723
JLHL,Julong Holding Limited,6.2,-0.11174785100286536,1.49711451e+08,128840.724546
KIDZ,KIDZ AI Inc. Class B,0.5092,-0.11134380453752177,1.167124e+06,2.730192326457e+06
FIEE,"FiEE, Inc",3.245,-0.11095890410958899,3.1129382e+07,8808
HPAI,Helport AI Limited,0.4601,-0.11040216550657383,1.8827219e+07,19550.845083
DGICB,Donegal Insurance,20.46,-0.10966057441253262,6.933632e+08,129122.290988
CYH,Community Health,2.87,-0.10869565217391307,4.53751812e+08,2.675113802803e+06
FGL,Founder Group Limited Class A,0.9638,-0.10759259259259266,1.237197e+06,23653.852572
GRPN,Groupon,24.97,-0.10565902578796571,1.060512721e+09,476760.107987
NUWE,Nuwellis,2.55,-0.10526315789473693,1.045526e+06,193456.400432
DIT,AMCON Distributing,59.2,-0.10316618694137254,6.4427608e+07,64996.5989
HCWB,HCW Biologics,3,-0.10313901345291485,5.341456e+06,55446.443243
ONFO,Onfolio Holdings,0.0986,-0.10282074613284808,754723,1.7189355674e+06
STKE,Sol Strategies,1.06,-0.1016949152542372,4.5215399e+07,88575.296673
FRGT,Freight Technologies,3.2,-0.10112359550561795,2.036765e+06,36713.276998
ASM,Avino Silver & Gold Mines,5.63,-0.10063897763578274,1.09339688e+09,1.983951506923e+06
WOLF,Wolfspeed,26.34,-0.10010249402118208,1.521223396e+09,2.388938020876e+06
OLOX,Olenox Industries,5.3546,-0.1000672268907564,8.370465e+06,19071.278984
MF,MindForge Inc. Class A,5.13,-0.10000000000000005,1.0308241e+07,127366.651929
AIBZ,Bitzero Holdings Inc.,6.22,-0.09855072463768125,3.82606134e+08,395105.957433
GRAN,Grande Group Limited,1.29,-0.09790209790209783,3.6363125e+07,9871.048316
SEGG,Sports Entertainment Gaming,0.5974,-0.09771937773750185,1.5115868e+07,256688.8941
GETY,Getty Images,0.4333,-0.09766763848396501,2.01184228e+08,4.746449812599e+06
SORA,AsiaStrategy,1.85,-0.09756097560975598,5.09712e+07,1.369868137862e+06
AVAT,Avalanche Treasury,0.4302,-0.09716684155299046,1.8828804e+07,124085.159653
SLND,Southland Holdings,0.5801,-0.09655816850957803,3.4813944e+07,432803.451467
ROL,Rollins,39.285,-0.0962732919254659,2.092922543e+10,7.903022152844e+06
ASPS,Altisource Portfolio Solutions,5.9407,-0.09440548780487805,7.3425957e+07,34717.983339
DFDV,DeFi Development Corp.,2.81,-0.0935483870967742,9.3366435e+07,371594.675342
INV,"Innventure, Inc.",3.055,-0.09347181008902075,2.832308e+08,541834.610553
GNPX,Genprex,7.6287,-0.09290130796670629,4.226314e+06,4756.999276
GRDX,GridAI Technologies,3.105,-0.09210526315789472,2.4296718e+07,3167.3722
ELAB,PMGC Holdings,0.9262,-0.09196078431372548,4.634626e+06,554669.563661
LABT,Lakewood-Amedex Biotherapeutics Inc,3.1,-0.09090909090909093,5.987246e+06,1.525343678573e+06
DDC,DDC Enterprise Limited,0.46,-0.09090909090909088,2.404058e+07,77016
JTAI,Jet.AI,2.2,-0.09090909090909081,3.378009e+06,167418.858687
ANPA,Rich Sparkle Holdings Limited,3.5001,-0.09088311688311684,5.8141756e+07,10585.821246
ALOY,REalloys Inc.,7.45,-0.09035409035409028,5.5744758e+08,1.351114467495e+06
FUFU,BitFuFu,1.32,-0.08965517241379303,2.41647717e+08,60970.257279
ASBP,Aspire Biopharma,7.065,-0.08956185567010301,1.0232348e+07,21129.694203
CIGL,Concorde International Group Ltd Class A,0.4602,-0.08907363420427551,1.1463901e+08,53735
ALZN,Alzamend Neuro,1.23,-0.08888888888888896,5.1364e+06,9193.7191
CTEV,Claritev Corp,22.76,-0.08887109687750196,4.25853769e+08,30888.412699
SLBT,SL Science Holding,3.05,-0.08819133034379682,1.889760381e+09,106340.609209
STDN,Standard Nuclear,8.8,-0.08808290155440411,1.55049968e+09,259526.678872
TOMZ,TOMI Environmental Solutions,1.6601,-0.08785714285714294,1.401428e+07,4168.592812
PN,PN Smart Energy,8.52,-0.08779443254817991,1.29826233e+08,450289.510448
SDOT,Sadot Group,18.5,-0.08777120315581859,2.1628213e+07,174359.080819
SES,SES AI,0.5383,-0.08762711864406775,2.17877184e+08,6.195351140119e+06
ATER,Aterian,0.5852,-0.08690903417069741,6.920404e+06,366615.661372
GRML,Greenland Mines Ltd.,0.2031,-0.08678057553956828,3.3477707e+07,1.1191964993194e+07
CEPL,Capstone Energy Plus,9.5,-0.08653846153846156,3.38559915e+08,71421.466392
