symbol,side,quantity,fill_price,limit_sell_price,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,prior_spike_note,earnings_note,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,ask_gap_pct,firing,timestamp_utc
ADBT,buy,1,5.1975,5.46,5.15,-0.1741214057507987,0.0194,0.1291,0.6026,insufficient_history_1_bar,no_earnings_data,CC0,,2.56,Information Technology Services,0.0171,9:30,2026-08-26T13:42:02Z
