symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
POM,0.68,-0.18072289156626495,a1_spread,spread_pct=0.0924(ask=0.6879;bid=0.6251;last=0.68),,2026-09-08T14:37:00Z,10:30
YSXT,1.32,-0.15384615384615383,a1_spread,spread_pct=0.0985(ask=1.37;bid=1.24;last=1.32),,2026-09-08T14:37:00Z,10:30
SDA,0.5,-0.13269731136166524,a1_spread,spread_pct=0.0833(ask=0.5634;bid=0.5201;last=0.5201),,2026-09-08T14:37:00Z,10:30
NCT,0.3501,-0.12475,a1_spread,spread_pct=0.1165(ask=0.375;bid=0.3337;last=0.3546),,2026-09-08T14:37:00Z,10:30
TRBG,5.56,-0.24250681198910085,a2_atr,atr14_pct=0.5277;atr3_pct=1.7947,,2026-09-08T14:37:00Z,10:30
FGL,8.03,-0.13655913978494638,a2_atr,atr14_pct=1.1613;atr3_pct=0.6224,,2026-09-08T14:37:00Z,10:30
SGRX,1.72,-0.180952380952381,a3_prior_spike,peak_to_baseline_ratio=1.3648;volume_spike_ratio=2478.5,,2026-09-08T14:37:00Z,10:30
GIPR,0.4552,-0.15547309833024126,a3_prior_spike,peak_to_baseline_ratio=3.243;volume_spike_ratio=n/a(ratio>=2.5),,2026-09-08T14:37:00Z,10:30
GPRO,1.465,-0.13823529411764698,a3_prior_spike,peak_to_baseline_ratio=3.4132;volume_spike_ratio=n/a(ratio>=2.5),,2026-09-08T14:37:00Z,10:30
NWGL,1.1,-0.13385826771653536,a3_prior_spike,peak_to_baseline_ratio=3.588;volume_spike_ratio=n/a(ratio>=2.5),,2026-09-08T14:37:00Z,10:30
NCPL,0.5029,-0.12902667128507103,a3_prior_spike,peak_to_baseline_ratio=3.6088;volume_spike_ratio=n/a(ratio>=2.5),,2026-09-08T14:37:00Z,10:30
TNON,3.3,-0.1129032258064517,a3_prior_spike,peak_to_baseline_ratio=3.4356;volume_spike_ratio=n/a(ratio>=2.5),,2026-09-08T14:37:00Z,10:30
XBIO,4.17,-0.10706638115631692,a3_prior_spike,peak_to_baseline_ratio=1.5136;volume_spike_ratio=18.11,,2026-09-08T14:37:00Z,10:30
JAGX,0.4482,-0.24899463806970512,a6_reverse_split_proxy,split_ratio_proxy=195.03(high_52w=85.3965;last=0.4378),a6,2026-09-08T14:37:00Z,10:30
LGHL,0.3633,-0.16540317022742937,a6_reverse_split_proxy,split_ratio_proxy=872.7(high_52w=317.0583;last=0.3633),a6,2026-09-08T14:37:00Z,10:30
CMND,0.9791,-0.15594827586206894,a6_reverse_split_proxy,split_ratio_proxy=534.7(high_52w=524.00;last=0.98),a6,2026-09-08T14:37:00Z,10:30
FTFT,1.4,-0.1411042944785276,a6_reverse_split_proxy,split_ratio_proxy=177.4(high_52w=248.32;last=1.3994),a6,2026-09-08T14:37:00Z,10:30
ANPA,3.42,-0.13853904282115875,a6_reverse_split_proxy,split_ratio_proxy=51.9(high_52w=180.6394;last=3.48),a6,2026-09-08T14:37:00Z,10:30
WLDS,1.64,-0.10382513661202195,a6_reverse_split_proxy,split_ratio_proxy=62.56(high_52w=102.5991;last=1.64),a6,2026-09-08T14:37:00Z,10:30
JL,4.19,-0.13608247422680397,a7_stale_quote,no_recent_real_trades(all 3 bars in 15min window zero-volume/interpolated),,2026-09-08T14:37:00Z,10:30
CINT,3.2,-0.10614525139664802,a7_stale_quote,ask_gap_pct=0.03398(ask=3.35;last_real_price=3.2399;gap_exceeded),,2026-09-08T14:37:00Z,10:30
