timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-14T13:47:05Z,WYHG,5.3,5.3,5.23,4.44,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,BANL,7.51,7.64,7.79,5.6,0.05,trailing_target_update
2026-09-14T13:47:05Z,OCGN,1.18,1.18,1.15,1.0,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,FJET,2.33,2.33,2.23,1.89,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,BBOT,6.03,6.03,5.79,4.85,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,CVV,5.19,5.19,5.05,4.5064,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,SGLY,1.86,1.86,1.82,1.45,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,SMR,9.54,9.54,9.1865,8.235,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,TLS,4.38,4.38,4.18,3.94,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,CNTB,1.68,,,,,closed_target_filled_pre_cycle;buy=1.5999;sell=1.68;roi_pct=5.006
2026-09-14T13:47:05Z,EU,0.894,0.893,0.8783,,0.05,decay_target_reconciled_to_position_avg_buy_price
2026-09-14T13:47:05Z,WALD,1.16,1.16,1.1,,0.05,no_change_decay_target_unchanged
2026-09-14T13:47:05Z,LASE,0.633,0.63,0.6228,,0.05,decay_target_reconciled_to_position_avg_buy_price
2026-09-14T13:47:05Z,MKDW,7.24,7.24,6.935,,0.05,no_change_decay_target_unchanged
