symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
ACAD,under120,20260924T1340Z,morning,22.69,-0.10774675580023588,False,other_price_or_range,10-120,False,,,,,,,,,,
ACET,under120,20260924T1542Z,morning,7.91,-0.06831566548881038,False,shallow_outside,3-10,True,True,2026-09-24T17:00:00Z,5.05689001264223,8.4,,False,,,8.27,4.551201011377995
ACIU,under120,20260924T1542Z,morning,2.67,-0.05653710247349828,False,shallow_outside,1-3,True,False,,,2.73,100.0,False,,,2.67,0.0
ACLZ,under120,20260924T1440Z,morning,9.18,-0.05855809660547634,False,shallow_outside,3-10,True,False,,,9.44,99.78858350951373,False,,,9.26,0.8714596949891076
ACMM,under120,20260924T1440Z,morning,10.9101,-0.12673091392255106,False,other_price_or_range,10-120,False,,,,,,,,,,
ACMR,under120,20260924T1340Z,morning,75.31,-0.06644353539109954,False,other_price_or_range,10-120,False,,,,,,,,,,
ACON,under120,20260924T1340Z,morning,2.62,-0.10884353741496594,True,in_bracket,1-3,True,False,,,2.68,100.0,False,,,2.65,1.1450381679389239
ACR,under120,20260924T1943Z,afternoon,11.12,-0.06318449873631003,False,other_price_or_range,10-120,False,,,,,,,,,,
ACTU,under120,20260924T1340Z,morning,0.69,-0.0568616730453801,False,shallow_outside,<1,True,False,,,0.6999,99.41761363636363,False,,,0.6209,-10.01449275362318
ADBT,under120,20260924T1440Z,morning,0.1101,-0.08249999999999993,False,shallow_outside,<1,True,True,2026-09-24T17:45:00Z,4.450499545867395,0.115,,False,,,0.1231,11.807447774750225
ADGM,under120,20260924T1340Z,morning,0.1856,-0.18596491228070183,True,in_bracket,<1,True,True,2026-09-24T13:40:00Z,5.064655172413804,0.1973,,False,,,0.21,13.146551724137934
ADNT,under120,20260924T1943Z,afternoon,16.89,-0.05536912751677844,False,other_price_or_range,10-120,False,,,,,,,,,,
AEMD,under120,20260924T1542Z,morning,6.44,-0.05433186490455202,False,shallow_outside,3-10,True,True,2026-09-24T18:35:00Z,3.1055900621117902,6.7147,,False,,,6.71,4.192546583850925
AGIO,under120,20260924T1542Z,morning,31.75,-0.07136589646095344,False,other_price_or_range,10-120,False,,,,,,,,,,
AGL,under120,20260924T1542Z,morning,76.205,-0.09880558183538321,False,other_price_or_range,10-120,False,,,,,,,,,,
AGMH,under120,20260924T1542Z,morning,0.7321,-0.06321177223288547,False,shallow_outside,<1,True,True,2026-09-24T19:40:00Z,2.035241087283161,0.7569,,False,,,0.7476,2.1171971042207445
AGRZ,under120,20260924T1943Z,afternoon,0.2029,-0.16329896907216493,True,in_bracket,<1,True,False,,,0.2051,99.08212560386474,,,,0.205,1.0349926071956583
AHG,under120,20260924T1340Z,morning,0.7301,-0.051695025327964744,False,shallow_outside,<1,True,True,2026-09-24T15:35:00Z,5.0541021777838715,0.7704,,False,,,0.74,1.3559786330639665
AIBZ,under120,20260924T1943Z,afternoon,4.22,-0.07860262008733632,False,shallow_outside,3-10,True,True,2026-09-24T19:55:00Z,2.1327014218009444,4.35,,,,,4.29,1.658767772511855
AIFU,under120,20260924T1943Z,afternoon,8.6,-0.15437561455260573,True,in_bracket,3-10,True,True,2026-09-24T19:55:00Z,2.9069767441860463,9.0295,,,,,8.775,2.034883720930241
AIMD,under120,20260924T1340Z,morning,1.32,-0.05376344086021502,False,shallow_outside,1-3,True,True,2026-09-24T13:55:00Z,5.30303030303029,1.395,,False,,,1.425,7.954545454545453
AIRS,under120,20260924T1943Z,afternoon,2.005,-0.07175925925925937,False,shallow_outside,1-3,True,False,,,2.035,99.26829268292684,,,,2.025,0.9975062344139661
AIXC,under120,20260924T1440Z,morning,1.535,-0.07530120481927711,False,shallow_outside,1-3,True,True,2026-09-24T18:30:00Z,3.583061889250825,1.605,,False,,,1.41,-8.143322475570033
AIXI,under120,20260924T1340Z,morning,1.716,-0.09684210526315787,False,shallow_outside,1-3,True,True,2026-09-24T14:10:00Z,6.060606060606066,1.85,,False,,,1.87,8.974358974358983
AKAL,under120,20260924T1440Z,morning,20.89,-0.05117909959667161,False,other_price_or_range,10-120,False,,,,,,,,,,
AKAM,under120,20260924T1943Z,afternoon,112.42,-0.05082742316784867,False,other_price_or_range,10-120,False,,,,,,,,,,
ALAR,under120,20260924T1542Z,morning,1.7161,-0.05187845303867408,False,shallow_outside,1-3,True,False,,,1.74,98.86363636363636,False,,,1.71,-0.35545714119223787
ALBG,under120,20260924T1340Z,morning,4.6382,-0.06374646750100917,False,shallow_outside,3-10,True,False,,,4.6382,97.85232067510549,True,4.53,-2.332801517830194,4.5,-2.9796041567849665
ALDX,under120,20260924T1943Z,afternoon,1.24,-0.08148148148148154,False,shallow_outside,1-3,True,False,,,1.25,98.4251968503937,,,,1.225,-1.209677419354831
ALG,120to500,20260924T1943Z,afternoon,155.47,-0.055697278911564556,False,other_price_or_range,120-500,False,,,,,,,,,,
ALIT,under120,20260924T1440Z,morning,11.695,-0.06738437001594888,False,other_price_or_range,10-120,False,,,,,,,,,,
ALM,under120,20260924T1440Z,morning,12.735,-0.06497797356828193,False,other_price_or_range,10-120,False,,,,,,,,,,
ALPS,under120,20260924T1943Z,afternoon,0.37775,-0.05562500000000012,False,shallow_outside,<1,True,True,2026-09-24T19:50:00Z,2.7134348113831996,0.3949,,,,,0.395,4.566512243547331
ALT,under120,20260924T1542Z,morning,2.989,-0.06300940438871476,False,shallow_outside,1-3,True,True,2026-09-24T18:35:00Z,3.0444964871194444,3.085,,False,,,3.045,1.8735362997658096
ALXO,under120,20260924T1943Z,afternoon,1.385,-0.057823129251700654,False,shallow_outside,1-3,True,False,,,1.385,97.53521126760563,,,,1.355,-2.1660649819494604
AMKL,under120,20260924T1340Z,morning,6.53,-0.05907780979827091,False,shallow_outside,3-10,True,True,2026-09-24T18:50:00Z,3.06278713629403,6.8529,,False,,,6.76,3.5222052067381244
AMPU,under120,20260924T1440Z,morning,2.0024,-0.05547169811320751,False,shallow_outside,1-3,True,True,2026-09-24T16:35:00Z,5.373551737914487,2.11,,False,,,2.095,4.624450659208949
AMR,120to500,20260924T1440Z,morning,169.28,-0.061640798226164105,False,other_price_or_range,120-500,False,,,,,,,,,,
AMRC,under120,20260924T1440Z,morning,21.4,-0.05851297844258697,False,other_price_or_range,10-120,False,,,,,,,,,,
AMSS,under120,20260924T1943Z,afternoon,0.6849,-0.0564816090370575,False,shallow_outside,<1,True,False,,,0.6849,97.98283261802575,,,,0.6771,-1.1388523872097998
AMTX,under120,20260924T1943Z,afternoon,1.7782,-0.06410526315789469,False,shallow_outside,1-3,True,False,,,1.7782,97.7032967032967,,,,1.77,-0.4611404791362043
ANTA,under120,20260924T1440Z,morning,2.9,-0.06451612903225812,False,shallow_outside,1-3,True,False,,,2.99,99.00662251655629,False,,,2.915,0.5172413793103492
APMD,under120,20260924T1542Z,morning,21.1,-0.06180524677634491,False,other_price_or_range,10-120,False,,,,,,,,,,
APPS,under120,20260924T1340Z,morning,10.89,-0.05632582322357007,False,other_price_or_range,10-120,False,,,,,,,,,,
AQB,under120,20260924T1943Z,afternoon,0.9001,-0.13451923076923078,True,in_bracket,<1,True,False,,,0.9164,99.71708378672469,,,,0.8827,-1.9331185423841764
ARBK,under120,20260924T1943Z,afternoon,2.3,-0.07258064516129038,False,shallow_outside,1-3,True,True,2026-09-24T19:55:00Z,4.782608695652188,2.4526,,,,,2.4526,6.634782608695655
ARLO,under120,20260924T1943Z,afternoon,12.955,-0.05161054172767204,False,other_price_or_range,10-120,False,,,,,,,,,,
ARM,120to500,20260924T1542Z,morning,311.18,-0.06428915082992541,False,other_price_or_range,120-500,False,,,,,,,,,,
ARMA,under120,20260924T1340Z,morning,17.76,-0.0783601453035806,False,other_price_or_range,10-120,False,,,,,,,,,,
ARMG,under120,20260924T1340Z,morning,26.83,-0.051608342170378255,False,other_price_or_range,10-120,False,,,,,,,,,,
ARTL,under120,20260924T1340Z,morning,5.1299,-0.298235294117647,False,deep_outside,3-10,True,False,,,5.1893,99.03244274809161,False,,,5.15,0.3918205033236559
ARTV,under120,20260924T1440Z,morning,7.32,-0.05181347150259061,False,shallow_outside,3-10,True,True,2026-09-24T18:50:00Z,3.005464480874313,7.55,,False,,,7.49,2.3224043715846987
ARVN,under120,20260924T1542Z,morning,7.4,-0.054916985951468676,False,shallow_outside,3-10,True,True,2026-09-24T18:40:00Z,3.1081081081081017,7.71,,False,,,7.8,5.405405405405398
ASPN,under120,20260924T1440Z,morning,5.27,-0.07218309859154932,False,shallow_outside,3-10,True,False,,,5.495,101.94805194805197,False,,,5.3,0.5692599620493406
ASTC,under120,20260924T1440Z,morning,6.99,-0.05795148247978433,False,shallow_outside,3-10,True,True,2026-09-24T18:40:00Z,3.0042918454935617,7.2659,,False,,,7.29,4.291845493562229
ATYR,under120,20260924T1440Z,morning,0.3494,-0.06876332622601276,False,shallow_outside,<1,True,False,,,0.3662,102.00557103064068,False,,,0.338,-3.262736119061238
AUGO,under120,20260924T1542Z,morning,80.63,-0.05519100070307016,False,other_price_or_range,10-120,False,,,,,,,,,,
AUR,under120,20260924T1542Z,morning,5.855,-0.07357594936708858,False,shallow_outside,3-10,True,True,2026-09-24T19:20:00Z,3.1596925704525978,6.05,,False,,,6.065,3.586678052946199
AUUD,under120,20260924T1340Z,morning,1.11,-0.1526717557251908,True,in_bracket,1-3,True,True,2026-09-24T17:45:00Z,4.504504504504489,1.1699,,False,,,1.275,14.864864864864845
AVAT,under120,20260924T1340Z,morning,1.875,-0.1515837104072398,True,in_bracket,1-3,True,True,2026-09-24T17:40:00Z,4.533333333333331,1.9699,,False,,,1.81,-3.4666666666666637
AVD,under120,20260924T1943Z,afternoon,1.91,-0.059113300492610786,False,shallow_outside,1-3,True,False,,,1.94,99.48717948717949,,,,1.915,0.26178010471204793
AVLN,under120,20260924T1542Z,morning,27.52,-0.0724637681159421,False,other_price_or_range,10-120,False,,,,,,,,,,
AXG,under120,20260924T1542Z,morning,1.5091,-0.07981707317073158,False,shallow_outside,1-3,True,False,,,1.5091,97.9935064935065,True,1.3998,-7.242727453449087,1.31,-13.19329401630111
BAER,under120,20260924T1943Z,afternoon,0.831,-0.05439235320892133,False,shallow_outside,<1,True,False,,,0.8313,98.0306603773585,,,,0.83,-0.1203369434416367
BAFN,under120,20260924T1340Z,morning,7.7527,-0.06706377858002413,False,shallow_outside,3-10,True,True,2026-09-24T14:00:00Z,5.124666245308092,8.24,,False,,,7.122,-8.135230306860835
BCAX,under120,20260924T1542Z,morning,19.425,-0.051745179399560595,False,other_price_or_range,10-120,False,,,,,,,,,,
BDMD,under120,20260924T1340Z,morning,0.7505,-0.050000000000000114,False,shallow_outside,<1,True,True,2026-09-24T17:15:00Z,5.1299133910726304,0.7999,,False,,,0.7809,4.050632911392418
BE,120to500,20260924T1340Z,morning,261.32,-0.05040154075366112,False,other_price_or_range,120-500,False,,,,,,,,,,
BEC,under120,20260924T1340Z,morning,15.94,-0.12417582417582416,False,other_price_or_range,10-120,False,,,,,,,,,,
BEG,under120,20260924T1340Z,morning,45.985,-0.10120243614501157,False,other_price_or_range,10-120,False,,,,,,,,,,
BENF,under120,20260924T1340Z,morning,1.9,-0.3448275862068966,False,other_price_or_range,1-3,False,,,,,,,,,,
BETA,under120,20260924T1542Z,morning,22.64,-0.0698438783894823,False,other_price_or_range,10-120,False,,,,,,,,,,
BETR,under120,20260924T1440Z,morning,11.415,-0.061266447368421136,False,other_price_or_range,10-120,False,,,,,,,,,,
BEX,under120,20260924T1340Z,morning,33.2499,-0.09794085729788396,False,other_price_or_range,10-120,False,,,,,,,,,,
BFRG,under120,20260924T1340Z,morning,0.8156,-0.14147368421052628,True,in_bracket,<1,True,False,,,0.8388,100.81730769230771,False,,,0.7647,-6.240804315841092
BHM,under120,20260924T1943Z,afternoon,8.1313,-0.05796144399647818,False,shallow_outside,3-10,False,,,,,,,,,,
BHVN,under120,20260924T1440Z,morning,12.9,-0.0563277249451353,False,other_price_or_range,10-120,False,,,,,,,,,,
BIOA,under120,20260924T1542Z,morning,7.3,-0.07477820025348542,False,shallow_outside,3-10,True,False,,,7.43,99.73154362416106,False,,,7.21,-1.2328767123287652
BIOX,under120,20260924T1340Z,morning,0.371,-0.05357142857142862,False,shallow_outside,<1,True,False,,,0.3858,101.79419525065963,False,,,0.3668,-1.1320754716981083
BKYI,under120,20260924T1340Z,morning,2.25,-0.09638554216867477,False,shallow_outside,1-3,True,False,,,2.32,100.8695652173913,False,,,2.02,-10.222222222222221
BLSM,under120,20260924T1943Z,afternoon,20.51,-0.08191584601611451,False,other_price_or_range,10-120,False,,,,,,,,,,
BMGL,under120,20260924T1943Z,afternoon,3.75,-0.0831295843520782,False,shallow_outside,3-10,True,False,,,3.75,97.911227154047,,,,3.74,-0.266666666666661
BMRA,under120,20260924T1943Z,afternoon,2.47,-0.05182341650671777,False,shallow_outside,1-3,True,False,,,2.4775,98.31349206349206,,,,2.47,0.0
BNTC,under120,20260924T1542Z,morning,9.29,-0.05493387589013234,False,shallow_outside,3-10,True,True,2026-09-24T16:15:00Z,5.059203444564055,9.7799,,False,,,9.64,3.7674919268030296
BOXL,under120,20260924T1542Z,morning,4.67,-0.0527383367139959,False,shallow_outside,3-10,True,True,2026-09-24T18:45:00Z,3.211991434689515,4.88,,False,,,4.84,3.6402569593147733
BRBR,under120,20260924T1943Z,afternoon,7.825,-0.07286729857819897,False,shallow_outside,3-10,True,False,,,7.83,97.99749687108886,,,,7.7,-1.5974440894568689
BRFH,under120,20260924T1943Z,afternoon,0.9822,-0.05557692307692315,False,shallow_outside,<1,True,False,,,0.995,98.51485148514851,,,,0.995,1.3031969049073544
BRNX,under120,20260924T1440Z,morning,2.25,-0.05462184873949576,False,shallow_outside,1-3,True,True,2026-09-24T18:45:00Z,3.111111111111104,2.36,,False,,,2.29,1.7777777777777795
BRSL,under120,20260924T1542Z,morning,9.7,-0.0545808966861599,False,shallow_outside,3-10,True,False,,,9.815,99.14141414141413,False,,,9.745,0.46391752577319517
BRZD,under120,20260924T1340Z,morning,35.36,-0.051670036956976514,False,other_price_or_range,10-120,False,,,,,,,,,,
BTLN,under120,20260924T1943Z,afternoon,0.6404,-0.05545722713864318,False,shallow_outside,<1,True,True,2026-09-24T19:40:00Z,2.1236727045596595,0.6651,,,,,0.64,-0.062460961898806365
BULL,under120,20260924T1542Z,morning,7.245,-0.05294117647058826,False,shallow_outside,3-10,True,False,,,7.398,100.10825439783491,False,,,7.255,0.13802622498274378
BUR,under120,20260924T1542Z,morning,3.6,-0.055118110236220465,False,shallow_outside,3-10,True,False,,,3.64,98.91304347826086,False,,,3.635,0.9722222222222138
BURU,under120,20260924T1542Z,morning,1.005,-0.05188679245283034,False,shallow_outside,1-3,True,True,2026-09-24T19:30:00Z,2.48756218905474,1.04,,False,,,1.0399,3.4726368159204135
BW,under120,20260924T1440Z,morning,6.1048,-0.08060240963855417,False,shallow_outside,3-10,True,False,,,6.29,100.96308186195826,False,,,6.165,0.9861092910496664
BXC,under120,20260924T1440Z,morning,74.165,-0.07073048490164134,False,other_price_or_range,10-120,False,,,,,,,,,,
BYND,under120,20260924T1943Z,afternoon,9.11,-0.09172482552342971,False,shallow_outside,3-10,True,False,,,9.22,99.13978494623656,,,,9.195,0.9330406147091204
BZAI,under120,20260924T1943Z,afternoon,0.5101,-0.08139744282369893,False,shallow_outside,<1,True,False,,,0.5155,98.94433781190018,,,,0.5077,-0.47049598118015246
CABA,under120,20260924T1440Z,morning,2.09,-0.0585585585585587,False,shallow_outside,1-3,True,True,2026-09-24T17:10:00Z,5.263157894736858,2.2,,False,,,2.1599,3.3444976076555064
CAPS,under120,20260924T1340Z,morning,0.1707,-0.1624141315014721,True,in_bracket,<1,True,True,2026-09-24T16:30:00Z,6.619800820152317,0.1852,,False,,,0.1713,0.35149384885765506
CAST,under120,20260924T1542Z,morning,1.23,-0.06106870229007639,False,shallow_outside,1-3,True,False,,,1.25,99.20634920634922,False,,,1.25,1.6260162601626031
CATX,under120,20260924T1542Z,morning,2.455,-0.06297709923664123,False,shallow_outside,1-3,True,True,2026-09-24T18:35:00Z,3.0549898167006,2.535,,False,,,2.495,1.629327902240327
CBAT,under120,20260924T1943Z,afternoon,1.295,-0.11301369863013701,True,in_bracket,1-3,True,True,2026-09-24T19:55:00Z,6.563706563706562,1.405,,,,,1.375,6.177606177606183
CCCC,under120,20260924T1542Z,morning,2.91,-0.05519480519480517,False,shallow_outside,1-3,True,True,2026-09-24T18:55:00Z,3.092783505154634,3.0,,False,,,3.02,3.780068728522332
CCHH,under120,20260924T1943Z,afternoon,0.96,-0.07246376811594199,False,shallow_outside,<1,True,False,,,0.97,98.9795918367347,,,,0.9613,0.1354166666666749
CDT,under120,20260924T1340Z,morning,0.1221,-0.09488510007412893,False,shallow_outside,<1,True,True,2026-09-24T19:35:00Z,2.375102375102375,0.1271,,False,,,0.12,-1.7199017199017237
CECO,under120,20260924T1440Z,morning,70.94,-0.05394412215776491,False,other_price_or_range,10-120,False,,,,,,,,,,
CELZ,under120,20260924T1340Z,morning,0.92,-0.05524748408297388,False,shallow_outside,<1,True,True,2026-09-24T14:10:00Z,5.108695652173905,0.98,,False,,,0.9551,3.8152173913043375
CEPL,under120,20260924T1440Z,morning,5.055,-0.07755474452554757,False,shallow_outside,3-10,True,False,,,5.22,101.16279069767442,False,,,4.99,-1.285855588526202
CGEM,under120,20260924T1440Z,morning,14.9,-0.11677534084173091,False,other_price_or_range,10-120,False,,,,,,,,,,
CGON,under120,20260924T1943Z,afternoon,69.61,-0.05111777535441658,False,other_price_or_range,10-120,False,,,,,,,,,,
CHGA,under120,20260924T1943Z,afternoon,2.09,-0.0585585585585587,False,shallow_outside,1-3,True,False,,,2.09,97.66355140186914,,,,2.07,-0.956937799043063
CHIP,under120,20260924T1340Z,morning,24.56,-0.9937459575356629,False,other_price_or_range,10-120,False,,,,,,,,,,
CHRS,under120,20260924T1943Z,afternoon,1.19,-0.0555555555555556,False,shallow_outside,1-3,True,False,,,1.195,97.95081967213115,,,,1.175,-1.2605042016806642
CLGN,under120,20260924T1440Z,morning,3.79,-0.06188118811881188,False,shallow_outside,3-10,True,True,2026-09-24T17:25:00Z,5.0131926121372015,4.0,,False,,,4.12,8.707124010554091
CLRO,under120,20260924T1542Z,morning,3.385,-0.19786729857819907,True,in_bracket,3-10,True,True,2026-09-24T16:40:00Z,5.169867060561308,3.5869,,False,,,3.43,1.3293943870014882
CLW,under120,20260924T1943Z,afternoon,20.2,-0.05519176800748362,False,other_price_or_range,10-120,False,,,,,,,,,,
CLYM,under120,20260924T1440Z,morning,11.51,-0.08067092651757186,False,other_price_or_range,10-120,False,,,,,,,,,,
