symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
BTAI,0.0895,-0.23404255319148934,a2_atr_guardrail,atr_14_pct=1.218>=0.80,,2026-09-04T14:40:00Z,10:30
EGAN,5.57,-0.219409282700422,a4_earnings_recency,days_since_earnings=1<=3 (reported 2026-09-03),,2026-09-04T14:40:00Z,10:30
DVLT,0.2158,-0.21110702464141223,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-04T14:40:00Z,10:30
CBRZ,8.1,-0.19801980198019803,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-04T14:40:00Z,10:30
FAMI,0.1007,-0.19595141700404858,a2_atr_guardrail,atr_3_pct=1.0487>=0.80,,2026-09-04T14:40:00Z,10:30
WETO,2.625,-0.18944099378881996,a2_atr_guardrail,atr_14_pct=2.924>=0.80,,2026-09-04T14:40:00Z,10:30
DETX,2.1,-0.17307692307692313,a7_thin_liquidity,ask_gap_pct=0.0381>0.03;last_real_price=2.100;ask=2.18;gap-exceeded,,2026-09-04T14:40:00Z,10:30
DSS,0.718,-0.1683529411764706,a3_prior_spike,peak_to_baseline_ratio=2.156>=1.35;volume_spike_ratio=4901.52>=5.0,,2026-09-04T14:40:00Z,10:30
ASAN,8.445,-0.16154608523290376,a4_earnings_recency,days_since_earnings=1<=3 (reported 2026-09-03),,2026-09-04T14:40:00Z,10:30
GYGY,1.28,-0.15894039735099338,a3_prior_spike,peak_to_baseline_ratio=1.954>=1.35;volume_spike_ratio=335.47>=5.0,,2026-09-04T14:40:00Z,10:30
VACI,7.2558,-0.15728222996515676,a7_thin_liquidity,no_recent_real_trades (all bars interpolated in 15min window),,2026-09-04T14:40:00Z,10:30
CMND,1.44,-0.14700000000000002,a6_reverse_split_proxy,split_ratio_proxy=363.9>15 (high_52w=524.00/last=1.44),a6,2026-09-04T14:40:00Z,10:30
ADBG,4.6527,-0.1424632352941177,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description mentions 2x leveraged exposure/daily price movement of,a8,2026-09-04T14:40:00Z,10:30
PFAI,2.62,-0.12956810631229226,a1_spread_pct,spread_pct=0.1336>0.08,,2026-09-04T14:40:00Z,10:30
BRNX,2.68,-0.12828947368421056,a3_prior_spike,peak_to_baseline_ratio=3.089>=2.5,,2026-09-04T14:40:00Z,10:30
GIXI,5.92,-0.12296296296296297,a2_atr_guardrail,atr_3_pct=0.9366>=0.80,,2026-09-04T14:40:00Z,10:30
USDE,7.7,-0.12286366229321165,a3_prior_spike,peak_to_baseline_ratio=3.249>=2.5,,2026-09-04T14:40:00Z,10:30
JAGX,0.61,-0.12154377880184336,a6_reverse_split_proxy,split_ratio_proxy=140.0>15 (high_52w=85.3965/last=0.61),a6,2026-09-04T14:40:00Z,10:30
ABTC,8.25,-0.11670235546038543,a6_reverse_split_proxy,split_ratio_proxy=18.62>15 (high_52w=153.60/last=8.25),a6,2026-09-04T14:40:00Z,10:30
ALP,0.0979,-0.11565217391304353,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-04T14:40:00Z,10:30
NXL,4.7457,-0.11460820895522389,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-04T14:40:00Z,10:30
CMCM,2.97,-0.11343283582089549,a1_spread_pct,spread_pct=0.1280>0.08,,2026-09-04T14:40:00Z,10:30
GEMG,8.2101,-0.10815038508750009,a6_reverse_split_proxy,split_ratio_proxy=431.8>15 (high_52w=354.60/last=8.2101),a6;a8,2026-09-04T14:40:00Z,10:30
CAN,0.352,-0.10500889905924232,a3_prior_spike,peak_to_baseline_ratio=2.030>=1.35;volume_spike_ratio=11.18>=5.0,,2026-09-04T14:40:00Z,10:30
SDST,0.1701,-0.10332103321033213,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-04T14:40:00Z,10:30
MGN,0.104,-0.103154305200341,a1_spread_pct,spread_pct=0.1039>0.08,,2026-09-04T14:40:00Z,10:30
