symbol,name,last_price,pct_change,market_cap,volume
"CUE","Cue Biopharma",25.825,-0.3029689608636977,"2.50113774e+08","1.986336128796e+06"
"IMCC","IM Cannabis",3.0004,-0.29068557919621757,"984391","1.173928009035e+06"
"DLXY","Delixy Holdings Limited Class A",0.6209,-0.278191118344571,"3.74415e+07","1.695354946041e+06"
"AXTQ","Tradr 2X Short AXTI Daily ETF",24.2,-0.2566426048226079,"","451910.115231"
"MBRX","Moleculin Biotech",0.5828,-0.24615185616349763,"1.4506752e+07","2.241811136842e+06"
"NXXT","NextNRG",0.8662,-0.24017543859649118,"1.9167213e+07","470327.360578"
"FLX","BingEx",0.6172,-0.2324337768934213,"7.3861208e+07","218782.679145"
"FRGT","Freight Technologies",0.4899,-0.22262773722627735,"589288","522655.800447"
"SMTK","SmartKem",1.7228,-0.21333333333333326,"1.305785e+06","138959.14183"
"APMD","Apnimed, Inc.",23.519,-0.18900000000000006,"1.129026726e+09","249985.980197"
"DAMD","Defiance Daily Target 2X Short AMD ETF",9.05,-0.18099547511312217,"","5.646059627568e+06"
"HOOC","Corgi HOOD 2x Daily ETF",19.4,-0.17715022522331467,"","0"
"TWG","Top Wealth Group Holding",0.2826,-0.17150395778364114,"2.1421672e+07","336238.1105"
"ETS","Elite Express Holding",2.1542,-0.17146153846153853,"9.7433344e+07","356371.962556"
"WHLR","Wheeler Real Estate Investment Trust",0.2218,-0.17115097159940212,"233081","1.272101001121e+06"
"MSTZ","T-Rex 2X Inverse MSTR Daily Target ETF",2.3517,-0.164582593250444,"","4.3043958960463e+07"
"MKDW","MKDWELL Tech",2.2,-0.1634980988593155,"2.66723908e+08","410001.269579"
"HDRN","Hadron Energy",1.44,-0.16279069767441862,"1.15828124e+08","81792.090368"
"SMX","SMX (Security Matters) PLC",14.2468,-0.16244562022339806,"1.718912e+07","48251.84255"
"SSM","Sono Group N.V.",1.2668,-0.16105960264900668,"2.475569e+06","762779.034065"
"NHTC","Natural Health Trends",1.15,-0.16058394160583955,"1.2909661e+07","165547.392105"
"ENLV","Enlivex Ltd.",0.6818,-0.1547235308703199,"1.4182458e+07","248999.735559"
"METQ","Tradr 2X Short META Daily ETF",15.1,-0.14953534215713882,"","272796.43877"
"CIRC","Circle8 Group",0.3892,-0.14817246662289338,"5.2020827e+07","949694.211371"
