symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
SKK,4.02,-0.13918629550321207,a1_spread,spread_pct=0.1617;bid=4.05;ask=4.70;last=4.02,,2026-08-27T13:40:00Z,9:30
RPGL,2.0101,-0.13293103448275853,a1_spread,spread_pct=0.0846;bid=1.92;ask=2.09;last=2.0101,,2026-08-27T13:40:00Z,9:30
HCWC,0.2676,-0.12995090016366617,a1_spread,spread_pct=0.0815;bid=0.265;ask=0.2868;last=0.2676,,2026-08-27T13:40:00Z,9:30
CISS,2.4427,-0.16006825938566563,a2_atr,atr14_pct=1.0535;atr3_pct=0.1769;atr14=2.5734;atr3=0.4321;price=2.4427,a6,2026-08-27T13:40:00Z,9:30
OMH,0.0837,-0.13469387755102044,a2_atr,atr14_pct=0.9440;atr3_pct=0.6002;atr14=0.07901;atr3=0.05023;price=0.0837,a5;a6,2026-08-27T13:40:00Z,9:30
CRE,5.395,-0.08907254361799818,a3_prior_spike,peak_to_baseline_ratio=3.245;volume_spike_ratio=3060.45;baseline_price=2.65;peak_price=8.60,,2026-08-27T13:40:00Z,9:30
SOAR,0.1984,-0.1832029641827913,a3_prior_spike,peak_to_baseline_ratio=2.567;volume_spike_ratio=24.94;baseline_price=0.1335;peak_price=0.3427,,2026-08-27T13:40:00Z,9:30
IPST,5.21,-0.13021702838063443,a3_prior_spike,peak_to_baseline_ratio=11.668;volume_spike_ratio=10402.32;baseline_price=2.1717;peak_price=25.34,,2026-08-27T13:40:00Z,9:30
EXYN,3.57,-0.10750000000000004,a3_prior_spike,peak_to_baseline_ratio=2.266;volume_spike_ratio=81.63;baseline_price=1.9067;peak_price=4.32,,2026-08-27T13:40:00Z,9:30
XPON,8.2205,-0.10354416575790627,a3_prior_spike,peak_to_baseline_ratio=3.499;volume_spike_ratio=4615.64;baseline_price=3.37;peak_price=11.79,,2026-08-27T13:40:00Z,9:30
LUCK,5.7463,-0.14743323442136505,a4_earnings_recency,days_since_earnings=0;report_date=2026-08-27;eps_actual=-0.21;eps_estimate=-0.02,,2026-08-27T13:40:00Z,9:30
CHGA,0.1432,-0.20044667783361259,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-08-27T13:40:00Z,9:30
VEEA,0.1004,-0.1804081632653061,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-08-27T13:40:00Z,9:30
NXL,0.2498,-0.15322033898305082,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-08-27T13:40:00Z,9:30
SMTK,3.67,-0.13033175355450233,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-08-27T13:40:00Z,9:30
HODO,0.229,-0.10546874999999999,a6_reverse_split_proxy,split_ratio_proxy=85.68;high_52_weeks=19.4928;last_trade_price=0.2275,a6,2026-08-27T13:40:00Z,9:30
NVDQ,8.95,-0.1186607582471689,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_marker=daily price movement of / (-2x) inverse exposure,a8,2026-08-27T13:40:00Z,9:30
NVD,3.9597,-0.11810690423162583,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x inverse leveraged exposure / daily price movement,a8,2026-08-27T13:40:00Z,9:30
