symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MEDS,4.6798,-0.23887973640856675,a2_atr,atr_14_pct=0.2377;atr_3_pct=0.9096,,2026-09-17T14:37:00Z,10:30
TPST,0.9364,-0.20677685950413222,a3_prior_spike,peak_to_baseline_ratio=1.358;volume_spike_ratio=1584,,2026-09-17T14:37:00Z,10:30
QCLS,0.7788,-0.2029045643153527,a2_atr,atr_14_pct=0.4490;atr_3_pct=1.0554,,2026-09-17T14:37:00Z,10:30
GSUN,0.2467,-0.1781551781551782,a3_prior_spike,peak_to_baseline_ratio=1.600;volume_spike_ratio=6.607,,2026-09-17T14:37:00Z,10:30
SMCZ,5.03,-0.16473509933774835,a6_reverse_split_proxy,split_ratio_proxy=26.52,a6;a8,2026-09-17T14:37:00Z,10:30
PDSB,0.8814,-0.1317383403997578,a3_prior_spike,peak_to_baseline_ratio=4.799,,2026-09-17T14:37:00Z,10:30
BMNZ,5.45,-0.1290322580645161,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-17T14:37:00Z,10:30
BENF,0.7178,-0.12707519531250008,a2_atr,atr_14_pct=0.5281;atr_3_pct=0.8213,,2026-09-17T14:37:00Z,10:30
MUZ,8.2671,-0.11248931623931617,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-17T14:37:00Z,10:30
GTBP,6.9401,-0.11138284250960301,a3_prior_spike,peak_to_baseline_ratio=1.612;volume_spike_ratio=38.96,,2026-09-17T14:37:00Z,10:30
RKTO,0.8011,-0.11075388026607537,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-17T14:37:00Z,10:30
ENLV,0.7308,-0.10602884971027009,a6_reverse_split_proxy,split_ratio_proxy=37.15,a6,2026-09-17T14:37:00Z,10:30
DXF,0.4798,-0.10225563909774436,a1_spread,spread_pct=0.10171,,2026-09-17T14:37:00Z,10:30
LABD,6.9494,-0.10051880674448772,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-17T14:37:00Z,10:30
