symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
SSM,1.96,-0.1496746203904556,a1_spread,spread_pct=15.82,,2026-09-10T14:43:00Z,10:30
VMAR,7.145,-0.13707729468599034,a1_spread,spread_pct=8.54,,2026-09-10T14:43:00Z,10:30
BBBYW,0.7255,-0.1321307250790676,a1_spread,spread_pct=9.18,,2026-09-10T14:43:00Z,10:30
ACCL,2.68,-0.1290322580645161,a1_spread,spread_pct=9.33,,2026-09-10T14:43:00Z,10:30
DDC,0.259,-0.12221471978392981,a1_spread,spread_pct=9.46,,2026-09-10T14:43:00Z,10:30
CPOP,0.25,-0.11123071402942232,a1_spread,spread_pct=11.96,,2026-09-10T14:43:00Z,10:30
LHSW,0.7923,-0.22323529411764706,a2_atr,atr14_pct=135.29;atr3_pct=231.45,,2026-09-10T14:43:00Z,10:30
NUR,1.215,-0.21612903225806449,a2_atr,atr14_pct=61.20;atr3_pct=197.85,,2026-09-10T14:43:00Z,10:30
FGL,5.615,-0.1730486008836524,a2_atr,atr14_pct=103.70;atr3_pct=55.33,,2026-09-10T14:43:00Z,10:30
OLB,0.2794,-0.16597014925373144,a3_prior_spike,ratio=1.49;volume_spike=827.72,,2026-09-10T14:43:00Z,10:30
VNCE,5.45,-0.14576802507836986,a3_prior_spike,ratio=1.36;volume_spike=10.52,,2026-09-10T14:43:00Z,10:30
LSTA,1.66,-0.12631578947368421,a3_prior_spike,ratio=1.77;volume_spike=71.84,,2026-09-10T14:43:00Z,10:30
SGRX,1.47,-0.11445783132530118,a3_prior_spike,ratio=1.40;volume_spike=11.28,,2026-09-10T14:43:00Z,10:30
GCDT,0.567,-0.11170296099013008,a3_prior_spike,ratio=2.79;volume_spike=4581.84,,2026-09-10T14:43:00Z,10:30
BTCT,1.3699,-0.11045454545454554,a3_prior_spike,ratio=2.98;volume_spike=1.86,,2026-09-10T14:43:00Z,10:30
AGRZ,0.2233,-0.10929397686477856,a3_prior_spike,ratio=1.40;volume_spike=45.53,,2026-09-10T14:43:00Z,10:30
NRSN,0.358,-0.10723192019950134,a3_prior_spike,ratio=1.40;volume_spike=5.96,,2026-09-10T14:43:00Z,10:30
GOSS,0.1429,-0.10519724483406392,a3_prior_spike,ratio=1.40;volume_spike=19.29,,2026-09-10T14:43:00Z,10:30
LAKE,9.96,-0.10027100271002705,a4_earnings_recency,days_since_earnings=1;report_date=2026-09-09,,2026-09-10T14:43:00Z,10:30
UZX,0.0851,-0.11855670103092779,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-10T14:43:00Z,10:30
NXXT,0.1712,-0.11231884057971013,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-10T14:43:00Z,10:30
HUBC,0.4634,-0.2277953674387602,a6_reverse_split_proxy,split_ratio_proxy=90477.5;high_52w=41548.5;last=0.4592,a6,2026-09-10T14:43:00Z,10:30
JAGX,0.3105,-0.15233415233415237,a6_reverse_split_proxy,split_ratio_proxy=264.2;high_52w=85.3965;last=0.3232,a6,2026-09-10T14:43:00Z,10:30
TWG,0.4485,-0.1197252208047104,a6_reverse_split_proxy,split_ratio_proxy=59.9;high_52w=26.36;last=0.4401,a6,2026-09-10T14:43:00Z,10:30
ELOG,0.5513,-0.18446745562130182,a7_ask_gap_exceeded,ask_gap_pct=8.68;last_real_price=0.5462;ask=0.5936,,2026-09-10T14:43:00Z,10:30
MKDW,8.35,-0.15741675075681136,a7_ask_gap_exceeded,ask_gap_pct=7.19;last_real_price=8.35;ask=8.95,,2026-09-10T14:43:00Z,10:30
ALA,9.565,-0.1165604507250393,a8_leveraged_etf,industry=(empty);description_contains=2x Daily ETF/two times (2x) the daily performance of;literal_marker_match=false,a8,2026-09-10T14:43:00Z,10:30
