symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
AAON,under120,2026-08-10T13:49:00Z,morning,88.225,-0.06965095433934414,False,other_price_or_range,10-120,False,,,,,,,,,,
AAOZ,under120,2026-08-10T13:49:00Z,morning,10.11,-0.07332722273143912,False,other_price_or_range,10-120,False,,,,,,,,,,
AARD,under120,2026-08-10T19:37:00Z,afternoon,7.435,-0.05886075949367098,False,shallow_outside,3-10,True,False,,,7.56,99.60474308300394,,,,7.56,1.6812373907195695
ABLV,under120,2026-08-10T13:49:00Z,morning,0.7711,-0.06077953714981723,False,shallow_outside,<1,True,True,2026-08-10T19:30:00Z,2.0619893658410096,0.8017,,,,,0.8017,3.9683568927506108
ABTS,under120,2026-08-10T19:37:00Z,afternoon,1.29,-0.06521739130434773,False,shallow_outside,1-3,True,False,,,1.3,98.48484848484848,,,,1.3,0.7751937984496131
ABVC,under120,2026-08-10T15:36:00Z,morning,0.9401,-0.07833333333333331,False,shallow_outside,<1,True,True,2026-08-10T19:55:00Z,2.010424422933722,0.9717,,False,,,0.9717,3.3613445378151217
ACFN,under120,2026-08-10T14:44:00Z,morning,18.0,-0.05263157894736842,False,other_price_or_range,10-120,False,,,,,,,,,,
ACGO,under120,2026-08-10T13:49:00Z,morning,36.07,-0.06587074468773878,False,other_price_or_range,10-120,False,,,,,,,,,,
ACH,under120,2026-08-10T13:49:00Z,morning,1.515,-0.4589285714285714,False,other_price_or_range,1-3,False,,,,,,,,,,
ACLS,120to500,2026-08-10T15:36:00Z,morning,133.075,-0.05129393312896572,False,other_price_or_range,120-500,False,,,,,,,,,,
ACR,under120,2026-08-10T19:37:00Z,afternoon,14.11,-0.06741573033707873,False,other_price_or_range,10-120,False,,,,,,,,,,
ACRE,under120,2026-08-10T19:37:00Z,afternoon,4.625,-0.050308008213552385,False,shallow_outside,3-10,True,False,,,4.6399,98.30296610169492,,,,4.6188,-0.1340540540540489
ACTU,under120,2026-08-10T19:37:00Z,afternoon,1.01,-0.085972850678733,False,shallow_outside,1-3,True,False,,,1.03,99.03846153846155,,,,1.015,0.4950495049504845
ACVA,under120,2026-08-10T15:36:00Z,morning,7.07,-0.05227882037533508,False,shallow_outside,3-10,True,True,2026-08-10T19:40:00Z,2.121640735502114,7.26,,False,,,7.27,2.8288543140028186
AEI,under120,2026-08-10T14:44:00Z,morning,1.05,-0.11016949152542364,True,in_bracket,1-3,True,True,2026-08-10T16:10:00Z,5.714285714285719,1.115,,False,,,1.115,6.190476190476185
AEVA,under120,2026-08-10T13:49:00Z,morning,23.96,-0.09992486851990984,False,other_price_or_range,10-120,False,,,,,,,,,,
AGRZ,under120,2026-08-10T14:44:00Z,morning,0.2954,-0.07658643326039394,False,shallow_outside,<1,True,False,,,0.304,100.66225165562915,False,,,0.285,-3.5206499661476034
AHCO,under120,2026-08-10T13:49:00Z,morning,5.4,-0.050966608084358524,False,shallow_outside,3-10,True,False,,,5.52,100.18148820326678,False,,,5.21,-3.5185185185185257
AIBZ,under120,2026-08-10T14:44:00Z,morning,6.26,-0.06427503736920787,False,shallow_outside,3-10,True,False,,,6.35,99.37402190923318,False,,,6.21,-0.7987220447284317
AIFC,under120,2026-08-10T19:37:00Z,afternoon,0.4133,-0.05682336832496572,False,shallow_outside,<1,True,True,2026-08-10T19:55:00Z,2.1050084684248698,0.4265,,,,,0.4139,0.14517299782240248
AIHS,under120,2026-08-10T13:49:00Z,morning,1.47,-0.05161290322580649,False,shallow_outside,1-3,True,True,2026-08-10T17:55:00Z,4.081632653061228,1.55,,False,,,1.5199,3.3945578231292557
AIM,under120,2026-08-10T13:49:00Z,morning,0.271,-0.05045550105115616,False,shallow_outside,<1,True,False,,,0.279,100.72202166064983,False,,,0.2645,-2.398523985239854
AIOT,under120,2026-08-10T13:49:00Z,morning,3.235,-0.2664399092970522,False,deep_outside,3-10,True,False,,,3.3293,100.88787878787879,False,,,3.055,-5.564142194744968
AIP,under120,2026-08-10T19:37:00Z,afternoon,27.675,-0.07068502350570854,False,other_price_or_range,10-120,False,,,,,,,,,,
AIRS,under120,2026-08-10T13:49:00Z,morning,2.7,-0.46107784431137716,False,other_price_or_range,1-3,False,,,,,,,,,,
AIXI,under120,2026-08-10T13:49:00Z,morning,1.02,-0.08928571428571436,False,shallow_outside,1-3,True,True,2026-08-10T15:25:00Z,5.8823529411764754,1.08,,False,,,1.01,-0.980392156862746
