symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
YI,2.69,-0.22366522366522365,a1_spread,spread_pct=0.1301(ask=3.40;bid=3.05;last=2.69),,2026-09-08T13:38:00Z,9:30
HCWB,2.315,-0.1581632653061224,a1_spread,spread_pct=0.1037(ask=2.43;bid=2.19;last=2.315),,2026-09-08T13:38:00Z,9:30
GIPR,0.4613,-0.14248608534322826,a1_spread,spread_pct=0.0804(ask=0.4971;bid=0.46;last=0.4613),,2026-09-08T13:38:00Z,9:30
ANPA,3.4362,-0.14105793450881612,a1_spread,spread_pct=0.0844(ask=3.70;bid=3.41;last=3.4362),,2026-09-08T13:38:00Z,9:30
BRIA,1.40,-0.12142857142857139,a1_spread,spread_pct=0.2071(ask=1.45;bid=1.16;last=1.40),,2026-09-08T13:38:00Z,9:30
TRBG,5.735,-0.2247956403269754,a2_atr,atr3_pct=1.7057(atr3=9.7817;last=5.735);atr14_pct=0.5015,,2026-09-08T13:38:00Z,9:30
NCT,0.3459,-0.1390000000000001,a2_atr,atr14_pct=2.1181(atr14=0.7325;last=0.3459),,2026-09-08T13:38:00Z,9:30
FGL,8.15,-0.11720430107526879,a2_atr,atr14_pct=1.0625(atr14=8.6593;last=8.15),,2026-09-08T13:38:00Z,9:30
SGRX,1.6701,-0.19995238095238102,a3_prior_spike,ratio=1.3648(peak=5.5045;baseline=4.0332);volume_spike=2478.5(>=5.0),,2026-09-08T13:38:00Z,9:30
ONCO,0.85,-0.15686274509803924,a3_prior_spike,ratio=1.3584(peak=1.05;baseline=0.7730);volume_spike=17.63(>=5.0),,2026-09-08T13:38:00Z,9:30
NWGL,1.0473,-0.11811023622047237,a3_prior_spike,ratio=3.588(peak=1.4099;baseline=0.39303;>=2.5 hard-skip),,2026-09-08T13:38:00Z,9:30
RGTZ,2.805,-0.22625698324022347,a8_leveraged_etf,"industry=Investment Trusts Or Mutual Funds;desc contains 'leveraged, inverse exposure'",a8,2026-09-08T13:38:00Z,9:30
IONZ,2.1398,-0.22463768115942018,a6_reverse_split_proxy,split_ratio_proxy=42.34(high_52w=90.60;last=2.1398),a6;a8,2026-09-08T13:38:00Z,9:30
QBTZ,3.18,-0.22139303482587058,a6_reverse_split_proxy,split_ratio_proxy=30.45(high_52w=96.84;last=3.18),a6;a8,2026-09-08T13:38:00Z,9:30
JAGX,0.4887,-0.1797922252010724,a6_reverse_split_proxy,split_ratio_proxy=174.7(high_52w=85.3965;last=0.4887),a6,2026-09-08T13:38:00Z,9:30
CMND,0.92,-0.16379310344827583,a6_reverse_split_proxy,split_ratio_proxy=569.6(high_52w=524.0;last=0.92),a6,2026-09-08T13:38:00Z,9:30
CINT,3.0201,-0.1563966480446928,a7_stale_quote,ask_gap_pct=0.0441(ask=3.08;last_real_price=2.95 @13:35-13:40 bar),,2026-09-08T13:38:00Z,9:30
BIDG,6.7392,-0.15263720687339913,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;desc contains '2x leveraged exposure',a8,2026-09-08T13:38:00Z,9:30
BEZ,6.005,-0.15048543689320387,a6_reverse_split_proxy,split_ratio_proxy=51.06(high_52w=306.60;last=6.005),a6;a8,2026-09-08T13:38:00Z,9:30
LGHL,0.362,-0.15001148633126585,a6_reverse_split_proxy,split_ratio_proxy=875.7(high_52w=317.0583;last=0.362),a6,2026-09-08T13:38:00Z,9:30
POM,0.706,-0.1493975903614458,a6_reverse_split_proxy,split_ratio_proxy=163.9(high_52w=115.74;last=0.706),a6,2026-09-08T13:38:00Z,9:30
OFAL,0.6965,-0.11769230769230768,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-08T13:38:00Z,9:30
CORD,2.715,-0.11326860841423937,a6_reverse_split_proxy,split_ratio_proxy=24.88(high_52w=67.545;last=2.715),a6;a8,2026-09-08T13:38:00Z,9:30
BAOS,0.2955,-0.10855565777368902,a6_reverse_split_proxy,split_ratio_proxy=17.66(high_52w=5.22;last=0.2955),a6,2026-09-08T13:38:00Z,9:30
NBIZ,5.46,-0.10413223140495867,a6_reverse_split_proxy,split_ratio_proxy=219.8(high_52w=1200.0;last=5.46),a6;a8,2026-09-08T13:38:00Z,9:30
SKDD,7.45,-0.10245783132530126,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;desc contains '2x inverse leveraged exposure',a8,2026-09-08T13:38:00Z,9:30
