symbol,name,last_price,pct_change,market_cap,volume
SHOP,Shopify,122.33,-0.05295347216846009,1.67618045844e+11,6.293282891338e+06
ACN,Accenture,162.52,-0.0615002598602528,1.05970015015e+11,6.332310880585e+06
ADBE,Adobe,247.22,-0.06153437345784462,1.04713425e+11,5.184000104103e+06
INTU,Intuit,315.35,-0.053372557259928476,9.112338081e+10,3.57737141384e+06
AJG,Arthur J. Gallagher,255.28,-0.05068610315719022,6.909427322e+10,912878.118443
VRSK,Verisk Analytics,199.76,-0.0628196106028619,5.5481288397e+10,1.556761599508e+06
LHX,L3Harris,269.3117,-0.09484186468591403,5.5428336771e+10,3.142870877702e+06
ODFL,Old Dominion Freight Line,210.41,-0.05556802369944789,4.6410202034e+10,2.816275956338e+06
WDAY,Workday,157.435,-0.06294268198321522,4.1494014206e+10,5.438782916494e+06
ALNY,Alnylam Pharmaceuticals,198.5,-0.3074453980880609,3.8267373673e+10,7.785575385833e+06
WWD,Woodward,354.05,-0.08139172850396971,2.2964426286e+10,1.552961950399e+06
EFX,Equifax,174.98,-0.0645282010157713,2.1975549796e+10,986633.072406
FDXF,FedEx Freight Holding Company,136,-0.05791077860903306,2.1496093113e+10,1.00657341802e+06
CHRW,C.H. Robinson,145.9,-0.16028776978417264,2.0480441047e+10,5.694995201102e+06
H,Hyatt,175.37,-0.05725190839694659,1.7515941947e+10,1.395147337039e+06
EG,"Everest Group, Ltd.",373.0175,-0.05299068267790501,1.5586858311e+10,512138.47108
CHKP,Check Point Software Technologies,127.04,-0.09042743609937698,1.426039555e+10,1.88242880362e+06
GWRE,Guidewire Software,152.25,-0.08974052373550157,1.3925459442e+10,796288.339802
ICLR,ICON plc,164.46,-0.07700078572230327,1.3745763452e+10,1.400013757102e+06
ERIE,Erie Indemnity,232.52,-0.06449406558036612,1.2996646691e+10,151330.784844
HUBS,HubSpot,230.16,-0.08346607199745144,1.2855010592e+10,1.34639810731e+06
MDGL,Madrigal Pharmaceuticals,483.01,-0.11678978935049737,1.2608678793e+10,1.340911149316e+06
MANH,Manhattan Associates,189.98,-0.06881678266836594,1.1913036303e+10,1.111918636176e+06
IT,Gartner,151.26,-0.08686990642921832,1.1090580412e+10,1.50024369635e+06
SAIA,Saia,350.025,-0.11260267721326443,1.0492862113e+10,1.086054727464e+06
FDS,Factset,264.975,-0.0605056020422635,1.0030905747e+10,623956.661211
LAD,Lithia Motors,404.19,-0.05448208103303083,9.749031933e+09,553561.470095
HLI,Houlihan Lokey,127.88,-0.08052919183203923,9.719814419e+09,2.920560693356e+06
KNSL,Kinsale Capital Group,352.87,-0.06318528154618104,8.579949344e+09,238627.042889
PCTY,Paylocity,135.7475,-0.062452517439049594,7.752644157e+09,491481.377411
AN,Autonation,217.925,-0.052417601530567785,7.69547462e+09,439023.62868
CROX,Crocs,122.2112,-0.0846974236069503,6.6345618e+09,2.327066192591e+06
APPF,AppFolio,175.515,-0.061392015829300345,6.622977504e+09,188774.341693
DUOL,Duolingo,131.88,-0.059142469858029484,6.530957209e+09,533861.659539
LSTR,Landstar,168.47,-0.05263453860428506,6.033645895e+09,816281.874672
GPI,Group 1 Automotive,301.86,-0.15674497862949413,4.259196148e+09,259265.326382
LOPE,Grand Canyon Education,148.99,-0.06477936099428783,4.223992495e+09,296133.614833
PLMR,Palomar Holdings,135.43,-0.05234063396543272,3.787668204e+09,133659.829657
RH,RH,165.3,-0.06154195526285895,3.333664566e+09,613709.308287
HWKN,Hawkins,131.32,-0.05252525252525254,2.906825856e+09,280130.919765
