symbol,old_target,new_target,peak_price,decay_pct,reason
PLTD,6.58,6.58,6.47,0.02,no_change_within_threshold
CRIS,3.15,3.16,3.119,0.02,decay_target_increase
RCAX,5.04,5.04,5.14,0.02,no_change_trailing_already_set
ENVX,3.85,3.85,3.77,0.02,no_change_within_threshold
