symbol,side,quantity,fill_price,limit_sell_price,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,ask_gap_pct,industry,evaluated_at,firing,buy_order_id,sell_order_id
CYCN,buy,1,4.5399,4.77,4.4574,-0.10133064516129035,0.0785,0.091,0.130,1.327,4.05,31,CC0,,1.902,0.02715,Pharmaceuticals: Major,2026-09-04T13:42:00Z,9:30,6a9acaaf-5415-4e7e-b652-f0c329593629,6a9acab9-2173-4f31-9c5e-3eed44ab06c1
