symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
DAIC,4.1278,-0.22830188679245284,a5_compliance,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5;a6,2026-09-18T13:41:00Z,9:30
DTSS,0.965,-0.20877049180327864,a3_prior_spike,peak_to_baseline_ratio=1.7233;volume_spike_ratio=7922,,2026-09-18T13:41:00Z,9:30
MNOV,2.8197,-0.19420289855072473,a3_prior_spike,peak_to_baseline_ratio=2.387;volume_spike_ratio=267.8,,2026-09-18T13:41:00Z,9:30
YOUL,0.43,-0.19020715630885127,a1_spread,spread_pct=0.13721,,2026-09-18T13:41:00Z,9:30
ABTS,1.1701,-0.18572331017056234,a7_thin_liquidity,ask_gap_pct=0.0522;last_real_price=1.1405,,2026-09-18T13:41:00Z,9:30
TCRT,1.345,-0.17500000000000002,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-18T13:41:00Z,9:30
PAAI,2.79,-0.1646706586826347,a3_prior_spike,peak_to_baseline_ratio=3.365,,2026-09-18T13:41:00Z,9:30
DCX,0.364,-0.16291751874573956,a6_reverse_split_proxy,split_ratio_proxy=1674.73,a6,2026-09-18T13:41:00Z,9:30
FTFT,5.195,-0.1553317346123101,a3_prior_spike,peak_to_baseline_ratio=3.322,,2026-09-18T13:41:00Z,9:30
DLXY,0.7256,-0.14441287878787878,a2_atr,atr_14_pct=0.5811;atr_3_pct=2.0226,,2026-09-18T13:41:00Z,9:30
VWAV,0.3096,-0.1422319474835886,a6_reverse_split_proxy,split_ratio_proxy=51.03,a6,2026-09-18T13:41:00Z,9:30
KXIN,1.51,-0.14177142857142858,a3_prior_spike,peak_to_baseline_ratio=1.921;volume_spike_ratio=19.39,,2026-09-18T13:41:00Z,9:30
HCAI,0.5164,-0.13890728476821187,a1_spread,spread_pct=0.09818,,2026-09-18T13:41:00Z,9:30
CDT,0.1635,-0.129287598944591,a1_spread,spread_pct=0.08807,,2026-09-18T13:41:00Z,9:30
TOPP,0.1452,-0.12737642585551334,a1_spread,spread_pct=0.15496,,2026-09-18T13:41:00Z,9:30
WHLR,0.3346,-0.12486744432661712,a1_spread,spread_pct=0.08787,,2026-09-18T13:41:00Z,9:30
LWLX,10.6471,-0.12276582355758847,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-18T13:41:00Z,9:30
LITZ,6.33,-0.11740331491712715,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-18T13:41:00Z,9:30
FRGT,0.8745,-0.10924541824511111,a1_spread,spread_pct=0.14854,,2026-09-18T13:41:00Z,9:30
BRLS,1.24,-0.10791366906474814,a5_compliance,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5,2026-09-18T13:41:00Z,9:30
MSTZ,3.6699,-0.10526315789473673,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a8,2026-09-18T13:41:00Z,9:30
NIKI,4.7106,-0.10444866920152081,a1_spread,spread_pct=0.10614,,2026-09-18T13:41:00Z,9:30
AMZE,0.1273,-0.10388692579505295,a6_reverse_split_proxy,split_ratio_proxy=239.4,a6,2026-09-18T13:41:00Z,9:30
PMEC,0.54,-0.10116861435726208,a1_spread,spread_pct=0.13000,,2026-09-18T13:41:00Z,9:30
CRCD,1.9699,-0.10000000000000007,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds,a6;a8,2026-09-18T13:41:00Z,9:30
