symbol,name,last_price,pct_change,market_cap,volume
ALNY,Alnylam Pharmaceuticals,219.34,-0.23473588723745725,3.8267373673e+10,711730.309861
MDGL,Madrigal Pharmaceuticals,473.03,-0.13503876535985962,1.2608678793e+10,159920.240609
H,Hyatt,165,-0.11299860230082792,1.7515941947e+10,78577.681132
CHKP,Check Point Software Technologies,125.52,-0.1013102312593971,1.426039555e+10,283546.369645
WWD,Woodward,347.59,-0.09815266462560333,2.2964426286e+10,137739.786942
CHRW,C.H. Robinson,158.125,-0.08992805755395683,2.0480441047e+10,245193.421662
LHX,L3Harris,271.54,-0.08735253587873476,5.5428336771e+10,149814.334361
FTAI,FTAI Aviation,180.53,-0.08532198409079396,2.0192432208e+10,642423.246798
CRS,Carpenter Technology,490.595,-0.07543062832158602,2.6364179439e+10,112134.620426
WDAY,Workday,155.48,-0.07457889411344563,4.1494014206e+10,749652.665407
ICLR,ICON plc,166.31,-0.06661802671455834,1.3745763452e+10,111424.302474
HUBS,HubSpot,235.82,-0.06092704683020075,1.2855010592e+10,113292.297233
INTU,Intuit,313.06,-0.06024675051781585,9.112338081e+10,406483.626284
VRTS,"Virtus Investment Partners,",158.52,-0.05524763096728042,1.12119325e+09,5180.596869
GPI,Group 1 Automotive,338.22,-0.05517222113584937,4.259196148e+09,4336.358803
ADBE,Adobe,249.58,-0.05257563679155751,1.04713425e+11,730562.255367
