timestamp_utc,symbol,side,quantity,fill_price,buy_order_id,sell_target_price,sell_order_id,pct_change_at_scan,spread_pct,atr14_pct,atr3_pct,peak_to_baseline_ratio,volume_spike_ratio,fundamentals_guardrails_failed,per_position_cap,firing
2026-09-14T13:40:00Z,EU,buy,5,0.851100,6aa7f9a7-f21c-4c25-ba57-a9e9bc90b0dc,0.894000,6aa7f9bb-9de6-4d92-ad8a-8d2e3a2f2966,-0.2164545454545455,0.01268,0.1011,0.093,1.291,1.56,,5,9:30
2026-09-14T13:40:00Z,CNTB,buy,3,1.599900,6aa7f9ab-605c-4097-bb66-56dafa400038,1.680000,6aa7f9bd-cc4a-466f-aeb6-2b9a2d8ed64a,-0.20622549019607847,0.0125,0.146,0.1426,1.267,7.79,,5,9:30
2026-09-14T13:40:00Z,WALD,buy,4,1.099900,6aa7f9ac-7743-43c8-a292-d69faf21d532,1.160000,6aa7f9bf-62e2-481b-9ac3-97fa16097af7,-0.1662595419847328,0.01835,0.0722,0.0611,1.108,1.72,,5,9:30
2026-09-14T13:40:00Z,LASE,buy,8,0.602500,6aa7f9ae-0331-477a-91c8-b3fee50ccc3d,0.633000,6aa7f9c0-e686-452d-ae46-94f3fcd03563,-0.16201438848920854,0.0216,0.2297,0.2616,1.302,25.98,,5,9:30
2026-09-14T13:40:00Z,MKDW,buy,1,6.888800,6aa7f9af-70b1-46e2-9d04-27f09834dc37,7.240000,6aa7f9c2-e403-4edd-ae72-838130ef8d9f,-0.13806451612903228,0.0418,0.1803,0.4472,1.094,1099.93,,5,9:30
