symbol,name,last_price,pct_change,market_cap,volume
CDT,CDT Equity,0.3444,-0.4260956507248792,8.01365e+06,3.6198653499827e+07
MKDW,MKDWELL Tech,5.79,-0.41574167507568116,3.3890656e+08,81778.693671
LHSW,Lianhe Sowell International Group,0.72,-0.2941176470588236,1.3763539e+07,2.19655801775e+06
SKIL,Skillsoft,4.7523,-0.253956043956044,5.7123159e+07,253024.690251
HUBC,Hub Cyber Security,0.4548,-0.24212631228128645,1.9701631e+07,376957.95174
NUR,Nuran Wireless,1.19,-0.2322580645161291,2.0319836e+07,1.123189336607e+06
FGL,Founder Group Limited Class A,5.25,-0.2268041237113402,77670,165533.909071
NAVN,Navan,20.48,-0.208960988798764,6.593537966e+09,7.789134282428e+06
TWG,Top Wealth Group Holding,0.4095,-0.1962708537782139,3.1969366e+07,1.136014903248e+06
RWT,Redwood Trust,3.435,-0.19366197183098585,5.3510896e+08,1.4803114884242e+07
LEXX,Lexaria Bioscience,5.38,-0.18484848484848482,1.3523646e+07,67793.170278
SLBT,SL Science Holding,2.13,-0.1839080459770115,1.463582965e+09,184024.040259
VNCE,Vince Holding Corp.,5.24,-0.17868338557993727,8.1259134e+07,430582.523849
NXXT,NextNRG,0.159,-0.1770186335403727,3.2466568e+07,3.127394990605e+06
BBOT,BridgeBio Oncology Therapeutics,5.6,-0.17098445595854928,5.41577173e+08,1.26494927725e+06
HCAI,"Huachen AI Parking Management Technology Holding Co., Ltd. Class A",3.5365,-0.15797619047619046,3.4285758e+07,689858.141297
BHVN,Biohaven,12.71,-0.15266666666666662,2.265656715e+09,3.598119846365e+06
BENF,Beneficient,1.43,-0.1488095238095238,2.6274726e+07,19556.893615
ELOG,Eastern International Ltd.,0.5771,-0.14630177514792914,8.674432e+06,1.02492009048e+07
AEO,American Eagle,14.445,-0.14476021314387214,2.830313594e+09,1.1450691118402e+07
SGRX,Sangrix Inc.,1.42,-0.14457831325301204,1.381436e+06,118438.609333
DDC,DDC Enterprise Limited,0.2536,-0.1438217420661716,1.6836381e+07,1.1497987526e+06
NOMA,Nomadar,1.67,-0.1435897435897436,3.4677881e+07,42516.9507
JAGX,Jaguar Health,0.3151,-0.13977613977613984,1.893148e+06,330982.592413
COO,"The Cooper Companies, Inc.",54.77,-0.13720856962822928,1.2403948068e+10,9.087106000837e+06
LSTA,Lisata Therapeutics,1.64,-0.1368421052631579,1.7300999e+07,151782.677274
LAKE,Lakeland Industries,9.58,-0.13459801264679316,1.09251645e+08,96868.752203
BNAI,Brand Engagement Network,8.94,-0.12780487804878055,7.6907636e+07,203282.766993
SUNE,"SUNation Energy,",3.935,-0.1274944567627494,2.9406682e+07,7.74014920922e+06
FBYD,Falcon's Beyond Global,6.4599,-0.12229619565217392,3.56698705e+08,116768.076682
LASE,Laser Photonics,0.7042,-0.12106839740389412,4.0193966e+07,9.77984020348e+06
ACCL,Acco Group Holdings Limited Class A,2.735,-0.11774193548387103,4.324469e+07,88519.470257
RIBB,Ribbon Acquisition Corp,12.08,-0.11760409057706352,6.8634075e+07,11481.413488
GRNQ,Greenpro Capital,11.68,-0.1171579743008315,2.2714208e+07,37448.050287
SXTC,China SXT Pharmaceuticals,1.9022,-0.1111214953271029,2.829023e+06,69480.500566
ALEC,Alector,2.02,-0.11013215859030837,2.51786352e+08,312384.993587
OLB,The OLB Group,0.2989,-0.10776119402985081,8.046804e+06,6.31861988889e+06
RENT,Rent the Runway,2.6891,-0.10512479201331118,1.01395094e+08,62828.863328
LOVE,Lovesac,14.35,-0.10480349344978175,2.34800224e+08,286272.707016
BTCT,BTC Digital,1.379,-0.10454545454545457,2.6058166e+07,776460.695681
GOSS,Gossamer Bio,0.1431,-0.10394489668127742,7.8142148e+07,7.426739980242e+06
UK,Ucommune International Ltd,1.99,-0.10336126881139039,1.504644e+06,3666.7994
CPOP,Pop Culture Group,0.2499,-0.10333692142088265,3.46791e+06,395283.2
AXGN,Axogen,42.5,-0.10090966786545384,2.541306719e+09,1.933376993446e+06
FLWS,1-800-Flowers,3.145,-0.09885386819484246,2.23703705e+08,319015.553261
UZX,Linkage Global Inc.,0.0875,-0.09793814432989699,6.362493e+06,4.63789945e+07
HSCS,HeartSciences,3.72,-0.09708737864077667,1.8474595e+07,105337.2222
TGB,Trekor Metals Limited,8.105,-0.09238521836506151,3.275403783e+09,2.198741275054e+06
