symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
HWO,under120,2026-09-04T13:36:00Z,morning,27.37,-0.9968968389775527,False,other_price_or_range,10-120,False,,,,,,,,,,
HXC,under120,2026-09-04T13:36:00Z,morning,25.01,-0.9958332228884715,False,other_price_or_range,10-120,False,,,,,,,,,,
TRBG,under120,2026-09-04T13:36:00Z,morning,6.55,-0.44679054054054057,False,other_price_or_range,3-10,False,,,,,,,,,,
NCT,under120,2026-09-04T13:36:00Z,morning,0.295,-0.4178014604302349,False,other_price_or_range,<1,False,,,,,,,,,,
LULG,under120,2026-09-04T13:36:00Z,morning,4.32,-0.34346504559270513,False,other_price_or_range,3-10,False,,,,,,,,,,
PATX,under120,2026-09-04T13:36:00Z,morning,14.05,-0.30685742476566347,False,other_price_or_range,10-120,False,,,,,,,,,,
IFED,under120,2026-09-04T13:36:00Z,morning,36.52,-0.22387374559550471,False,other_price_or_range,10-120,False,,,,,,,,,,
EGAN,under120,2026-09-04T13:36:00Z,morning,5.54,-0.22081575246132212,True,in_bracket,3-10,True,True,2026-09-04T16:20:00Z,5.0542,5.895,,False,,,5.84,5.4152
TTOP,under120,2026-09-04T13:36:00Z,morning,15.25,-0.21296009578662703,False,other_price_or_range,10-120,False,,,,,,,,,,
PUR,under120,2026-09-04T13:36:00Z,morning,30.615,-0.2070707070707071,False,other_price_or_range,10-120,False,,,,,,,,,,
OXM,under120,2026-09-04T13:36:00Z,morning,29.05,-0.20693420693420697,False,other_price_or_range,10-120,False,,,,,,,,,,
BTAI,under120,2026-09-04T13:36:00Z,morning,0.0934,-0.20510638297872338,True,in_bracket,<1,True,False,,,0.0935,97.3958,False,,,0.0738,-20.985
ADBT,under120,2026-09-04T13:36:00Z,morning,0.2799,-0.18562700029095147,True,in_bracket,<1,True,True,2026-09-04T13:40:00Z,5.0375,0.3529,,False,,,0.3345,19.507
ALP,under120,2026-09-04T13:36:00Z,morning,0.0953,-0.17130434782608703,True,in_bracket,<1,True,True,2026-09-04T14:35:00Z,5.9811,0.1027,,False,,,0.0993,4.1973
LULU,under120,2026-09-04T13:36:00Z,morning,101.13,-0.16949987681695,False,other_price_or_range,10-120,False,,,,,,,,,,
UXJA,under120,2026-09-04T13:36:00Z,morning,33.0101,-0.1603645446498519,False,other_price_or_range,10-120,False,,,,,,,,,,
BRZX,under120,2026-09-04T13:36:00Z,morning,23.3349,-0.15936019597600737,False,other_price_or_range,10-120,False,,,,,,,,,,
UXJL,under120,2026-09-04T13:36:00Z,morning,31.72,-0.15493783251677737,False,other_price_or_range,10-120,False,,,,,,,,,,
GMEC,under120,2026-09-04T13:36:00Z,morning,15.42,-0.1537469472875449,False,other_price_or_range,10-120,False,,,,,,,,,,
GYGY,under120,2026-09-04T13:36:00Z,morning,1.2801,-0.15225165562913906,True,in_bracket,1-3,True,True,2026-09-04T13:50:00Z,5.4605,1.35,,False,,,1.265,-1.1796
COIX,under120,2026-09-04T13:36:00Z,morning,34.05,-0.1518035073734556,False,other_price_or_range,10-120,False,,,,,,,,,,
PATH,under120,2026-09-04T13:36:00Z,morning,15.47,-0.15093304061470902,False,other_price_or_range,10-120,False,,,,,,,,,,
SPWR,under120,2026-09-04T13:36:00Z,morning,0.3466,-0.13781094527363186,True,in_bracket,<1,True,True,2026-09-04T13:55:00Z,5.0202,0.3796,,False,,,0.3606,4.0392
DSS,under120,2026-09-04T13:36:00Z,morning,0.7332,-0.13741176470588237,True,in_bracket,<1,True,True,2026-09-04T15:15:00Z,5.0191,0.85,,False,,,0.8275,12.8614
FAMI,under120,2026-09-04T13:36:00Z,morning,0.1066,-0.13684210526315788,True,in_bracket,<1,True,True,2026-09-04T19:55:00Z,2.2514,0.1096,,False,,,0.1084,1.6886
CMND,under120,2026-09-04T13:36:00Z,morning,1.4768,-0.13129411764705887,True,in_bracket,1-3,True,False,,,1.51,100.0,False,,,1.16,-21.4518
BMNU,under120,2026-09-04T13:36:00Z,morning,19.02,-0.12832263978001837,False,other_price_or_range,10-120,False,,,,,,,,,,
ADBG,under120,2026-09-04T13:36:00Z,morning,4.76,-0.1250000000000001,True,in_bracket,3-10,True,False,,,4.8099,98.9691,False,,,4.695,-1.3655
GLX,under120,2026-09-04T13:36:00Z,morning,15.34,-0.12475893784304992,False,other_price_or_range,10-120,False,,,,,,,,,,
ADBU,under120,2026-09-04T13:36:00Z,morning,26.87,-0.12389957613302903,False,other_price_or_range,10-120,False,,,,,,,,,,
IQSZ,under120,2026-09-04T13:36:00Z,morning,28.7,-0.12284991259061849,False,other_price_or_range,10-120,False,,,,,,,,,,
SNDQ,under120,2026-09-04T13:36:00Z,morning,13.615,-0.11934023285899098,False,other_price_or_range,10-120,False,,,,,,,,,,
BMNG,under120,2026-09-04T13:36:00Z,morning,26.24,-0.11917637620299226,False,other_price_or_range,10-120,False,,,,,,,,,,
IFBD,under120,2026-09-04T13:36:00Z,morning,0.8805,-0.118530383421764,True,in_bracket,<1,True,True,2026-09-04T13:35:00Z,9.0744,0.98,,False,,,0.9536,8.3021
ALBG,under120,2026-09-04T13:36:00Z,morning,6.02,-0.1181683683185141,True,in_bracket,3-10,True,True,2026-09-04T15:35:00Z,5.1495,6.43,,False,,,6.22,3.3223
ASAN,under120,2026-09-04T13:36:00Z,morning,8.91,-0.11694747274529234,True,in_bracket,3-10,True,False,,,9.01,99.1199,False,,,8.8022,-1.2099
BIAF,under120,2026-09-04T13:36:00Z,morning,11.29,-0.11658841940532083,False,other_price_or_range,10-120,False,,,,,,,,,,
NFX,under120,2026-09-04T13:36:00Z,morning,25.22,-0.11498834956907447,False,other_price_or_range,10-120,False,,,,,,,,,,
GELS,under120,2026-09-04T13:36:00Z,morning,0.7918,-0.11352440662785496,True,in_bracket,<1,True,True,2026-09-04T14:20:00Z,5.077,0.89,,False,,,0.89,12.4021
BLCK,under120,2026-09-04T13:36:00Z,morning,22.37,-0.11242133997793939,False,other_price_or_range,10-120,False,,,,,,,,,,
RITR,under120,2026-09-04T13:36:00Z,morning,0.092,-0.10939012584704748,True,in_bracket,<1,True,False,,,0.0954,101.4894,False,,,0.0874,-5.0
ASTN,under120,2026-09-04T13:36:00Z,morning,4.14,-0.10583153347732187,True,in_bracket,3-10,True,True,2026-09-04T13:35:00Z,5.0725,4.66,,False,,,4.59,10.8696
IRAB,under120,2026-09-04T13:36:00Z,morning,8.96,-0.1057884231536925,True,in_bracket,3-10,True,True,2026-09-04T15:30:00Z,9.4844,10.01,,False,,,10.01,11.7187
TXXD,under120,2026-09-04T13:36:00Z,morning,4.1,-0.10284463894967191,True,in_bracket,3-10,True,False,,,4.17,99.5227,False,,,4.05,-1.2195
LRNX,under120,2026-09-04T13:36:00Z,morning,22.1,-0.10159679989593151,False,other_price_or_range,10-120,False,,,,,,,,,,
CYCN,under120,2026-09-04T13:36:00Z,morning,4.4574,-0.10133064516129035,True,in_bracket,3-10,True,False,,,4.4999,98.8989,False,,,4.21,-5.5503
CRCA,under120,2026-09-04T13:36:00Z,morning,26.34,-0.10102389078498296,False,other_price_or_range,10-120,False,,,,,,,,,,
USDE,under120,2026-09-04T13:36:00Z,morning,7.88,-0.1009697661152311,True,in_bracket,3-10,True,False,,,8.23,102.0408,False,,,7.96,1.0152
GEMG,under120,2026-09-04T13:36:00Z,morning,8.28,-0.10055726343461126,True,in_bracket,3-10,True,True,2026-09-04T19:15:00Z,3.0193,8.675,,False,,,8.59,3.744
CRCG,under120,2026-09-04T13:36:00Z,morning,17.86,-0.09934442763489658,False,other_price_or_range,10-120,False,,,,,,,,,,
FBX,under120,2026-09-04T13:36:00Z,morning,26.7501,-0.09872238057695028,False,other_price_or_range,10-120,False,,,,,,,,,,
PURR,under120,2026-09-04T13:36:00Z,morning,11.52,-0.09788566953797964,False,other_price_or_range,10-120,False,,,,,,,,,,
CCUP,under120,2026-09-04T13:36:00Z,morning,31.3,-0.09694171956145402,False,other_price_or_range,10-120,False,,,,,,,,,,
XRPT,under120,2026-09-04T13:36:00Z,morning,35.5094,-0.09599287169042774,False,other_price_or_range,10-120,False,,,,,,,,,,
NXL,under120,2026-09-04T13:36:00Z,morning,4.85,-0.0951492537313434,False,shallow_outside,3-10,True,True,2026-09-04T13:35:00Z,6.2845,5.26,,False,,,5.04,3.9175
TSLI,under120,2026-09-04T13:36:00Z,morning,17.565,-0.0936532507739937,False,other_price_or_range,10-120,False,,,,,,,,,,
COIG,under120,2026-09-04T13:36:00Z,morning,5.76,-0.09206979713434534,False,shallow_outside,3-10,True,False,,,5.93,100.8503,False,,,5.7898,0.5174
LASC,under120,2026-09-04T13:36:00Z,morning,6.56,-0.09206665559430888,False,shallow_outside,3-10,True,True,2026-09-04T13:35:00Z,12.5655,7.535,,False,,,6.8,3.6585
CONX,under120,2026-09-04T13:36:00Z,morning,7.1651,-0.09123078484095182,False,shallow_outside,3-10,True,False,,,7.3901,101.0958,False,,,7.215,0.6964
COIA,under120,2026-09-04T13:36:00Z,morning,8.98,-0.09109311740890691,False,shallow_outside,3-10,True,False,,,9.255,101.0371,False,,,8.9599,-0.2238
UXRP,under120,2026-09-04T13:36:00Z,morning,16.2799,-0.08999999999999996,False,other_price_or_range,10-120,False,,,,,,,,,,
SUIL,under120,2026-09-04T13:36:00Z,morning,6.375,-0.0899357601713062,False,shallow_outside,3-10,True,True,2026-09-04T19:30:00Z,2.1176,6.53,,False,,,6.5101,2.1192
TXXS,under120,2026-09-04T13:36:00Z,morning,22.58,-0.08949777213250268,False,other_price_or_range,10-120,False,,,,,,,,,,
BLSG,under120,2026-09-04T13:36:00Z,morning,3.235,-0.08914292150016899,False,shallow_outside,3-10,True,True,2026-09-04T15:40:00Z,5.1005,3.52,,False,,,3.52,8.8099
TSLT,under120,2026-09-04T13:36:00Z,morning,13.19,-0.08908839779005531,False,other_price_or_range,10-120,False,,,,,,,,,,
MSTX,under120,2026-09-04T13:36:00Z,morning,15.8,-0.08828620888632416,False,other_price_or_range,10-120,False,,,,,,,,,,
TSLG,under120,2026-09-04T13:36:00Z,morning,4.705,-0.08817829457364343,False,shallow_outside,3-10,True,False,,,4.78,99.5833,False,,,4.545,-3.4006
TRU,under120,2026-09-04T13:36:00Z,morning,77.4546,-0.0879109750353274,False,other_price_or_range,10-120,False,,,,,,,,,,
TSLL,under120,2026-09-04T13:36:00Z,morning,9.47,-0.08766859344894028,False,shallow_outside,3-10,True,False,,,9.62,99.5859,False,,,9.1392,-3.4931
EOSEW,under120,2026-09-04T13:36:00Z,morning,2.92,-0.08750000000000008,False,shallow_outside,1-3,True,True,2026-09-04T16:15:00Z,8.7397,3.375,,False,,,3.3,13.0137
MSTU,under120,2026-09-04T13:36:00Z,morning,34.36,-0.08738379814077023,False,other_price_or_range,10-120,False,,,,,,,,,,
CBRZ,under120,2026-09-04T13:36:00Z,morning,9.22,-0.08712871287128704,False,shallow_outside,3-10,True,False,,,9.339,99.2455,False,,,8.02,-13.0152
MSTP,under120,2026-09-04T13:36:00Z,morning,24.3183,-0.08712006036239957,False,other_price_or_range,10-120,False,,,,,,,,,,
SNSC,under120,2026-09-04T13:36:00Z,morning,1.1505,-0.08690476190476185,False,shallow_outside,1-3,True,True,2026-09-04T13:40:00Z,5.5555,1.2392,,False,,,1.12,-2.651
TSLR,under120,2026-09-04T13:36:00Z,morning,16.36,-0.08654383026242327,False,other_price_or_range,10-120,False,,,,,,,,,,
CONL,under120,2026-09-04T13:36:00Z,morning,5.92,-0.08641975308641982,False,shallow_outside,3-10,True,False,,,6.1,100.9934,False,,,5.925,0.0845
AXTQ,under120,2026-09-04T13:36:00Z,morning,56.43,-0.08576742558393104,False,other_price_or_range,10-120,False,,,,,,,,,,
XXRP,under120,2026-09-04T13:36:00Z,morning,33.65,-0.08559782608695649,False,other_price_or_range,10-120,False,,,,,,,,,,
MUZ,under120,2026-09-04T13:36:00Z,morning,8.37,-0.08524590163934438,False,shallow_outside,3-10,True,False,,,8.6651,101.4649,False,,,8.005,-4.3608
CAN,under120,2026-09-04T13:36:00Z,morning,0.3598,-0.08517670989066864,False,shallow_outside,<1,True,False,,,0.3729,101.6076,False,,,0.3559,-1.0839
MSTC,under120,2026-09-04T13:36:00Z,morning,56.0,-0.08367518248772372,False,other_price_or_range,10-120,False,,,,,,,,,,
SOLT,under120,2026-09-04T13:36:00Z,morning,56.705,-0.08303686934023294,False,other_price_or_range,10-120,False,,,,,,,,,,
XEUR,under120,2026-09-04T13:36:00Z,morning,24.17,-0.08296562164459126,False,other_price_or_range,10-120,False,,,,,,,,,,
AEMD,under120,2026-09-04T13:36:00Z,morning,1.77,-0.08290155440414504,False,shallow_outside,1-3,True,True,2026-09-04T19:35:00Z,2.2599,1.82,,False,,,1.81,2.2599
GIXI,under120,2026-09-04T13:36:00Z,morning,6.2,-0.08148148148148146,False,shallow_outside,3-10,True,False,,,6.25,98.7362,False,,,5.8,-6.4516
SLON,under120,2026-09-04T13:36:00Z,morning,31.45,-0.0809468147282291,False,other_price_or_range,10-120,False,,,,,,,,,,
STLU,under120,2026-09-04T13:36:00Z,morning,16.475,-0.08039496966280203,False,other_price_or_range,10-120,False,,,,,,,,,,
BRNX,under120,2026-09-04T13:36:00Z,morning,2.8,-0.0789473684210527,False,shallow_outside,1-3,True,False,,,2.8255,98.7937,False,,,2.232,-20.2857
CRDX,under120,2026-09-04T13:36:00Z,morning,10.84,-0.07892053565359261,False,other_price_or_range,10-120,False,,,,,,,,,,
