symbol,side,quantity,avg_fill_price,limit_sell_price,spread_pct,atr14_pct,atr3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,ask_gap_pct,bracket_last_price,bracket_pct_change,evaluated_at,firing
XPL,buy,8,0.6002,0.64,0.064,0.0425,0.065,1.061,4.13,27,CB0,,1.5617,0.028,0.59,-0.229765,2026-09-02T13:42:00Z,9:30
