symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
APUS,2.88,-0.18644067796610173,a1_spread,spread_pct=0.1493,,2026-09-02T14:42:00Z,10:30
NUR,1.8504,-0.1646049661399548,a1_spread,spread_pct=0.1459,,2026-09-02T14:42:00Z,10:30
CLGN,0.3181,-0.14787976382179277,a1_spread,spread_pct=0.0896,,2026-09-02T14:42:00Z,10:30
DGZ,4.84,-0.12930848384543425,a1_spread,spread_pct=0.2107,,2026-09-02T14:42:00Z,10:30
DDC,0.3081,-0.11854014598540152,a1_spread,spread_pct=0.0928,,2026-09-02T14:42:00Z,10:30
ELOG,0.65,-0.10946705028086036,a1_spread,spread_pct=0.1797,,2026-09-02T14:42:00Z,10:30
WHLR,0.5037,-0.11703780424650453,a2_atr,atr_14_pct=0.8049;atr_3_pct=0.6295,,2026-09-02T14:42:00Z,10:30
HKPD,0.1635,-0.11019283746556469,a2_atr,atr_14_pct=0.3872;atr_3_pct=0.8325,,2026-09-02T14:42:00Z,10:30
SSM,4.05,-0.1482439537329128,a3_prior_spike,ratio=1.912;volume_spike=619.69,,2026-09-02T14:42:00Z,10:30
XLAB,3.5003,-0.1271072319201994,a3_prior_spike,ratio=1.350;volume_spike=35.03,,2026-09-02T14:42:00Z,10:30
RDAC,5.66,-0.1189147286821706,a3_prior_spike,ratio=3.565;volume_spike=17090.89,,2026-09-02T14:42:00Z,10:30
USDE,7.29,-0.11363636363636356,a3_prior_spike,ratio=3.730;volume_spike=30.02,,2026-09-02T14:42:00Z,10:30
SDST,0.2747,-0.2139388746072551,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-02T14:42:00Z,10:30
AMOD,2.15,-0.20942238267148008,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-02T14:42:00Z,10:30
TANH,0.3,-0.1303708063566804,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-02T14:42:00Z,10:30
FMFC,0.2014,-0.11618798955613577,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-02T14:42:00Z,10:30
DFNS,9.0001,-0.11002976190476188,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-02T14:42:00Z,10:30
CDT,1.13,-0.22297297297297303,a6_reverse_split_proxy,split_ratio_proxy=2406.5,a6,2026-09-02T14:42:00Z,10:30
KIDZ,3.555,-0.13333333333333336,a6_reverse_split_proxy,split_ratio_proxy=6162.0,a6,2026-09-02T14:42:00Z,10:30
DBGI,4.33,-0.11513292433537828,a6_reverse_split_proxy,split_ratio_proxy=166.3,a6,2026-09-02T14:42:00Z,10:30
LABT,2.485,-0.1050724637681158,a6_reverse_split_proxy,split_ratio_proxy=39.52,a6,2026-09-02T14:42:00Z,10:30
ASTN,4.87,-0.20729684908789386,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=x inverse,a8,2026-09-02T14:42:00Z,10:30
