symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
CDT,under120,20260910T1337Z,morning,0.396,-0.3401099816697217,False,other_price_or_range,<1,False,,,,,,,,,,
NAVN,under120,20260910T1337Z,morning,20.265,-0.21726535341830822,False,other_price_or_range,10-120,False,,,,,,,,,,
RWT,under120,20260910T1337Z,morning,3.3701,-0.20889671361502346,True,in_bracket,3-10,True,True,2026-09-10T17:20:00Z,5.0,3.59,,False,,,3.625,7.5636
NUR,under120,20260910T1337Z,morning,1.24,-0.20000000000000004,True,in_bracket,1-3,True,True,2026-09-10T17:00:00Z,5.0,1.31,,False,,,1.4,12.9032
UZX,under120,20260910T1337Z,morning,0.079,-0.18556701030927836,True,in_bracket,<1,True,True,2026-09-10T13:45:00Z,5.0,0.0844,,False,,,0.0908,14.9367
OLB,under120,20260910T1337Z,morning,0.274,-0.18208955223880596,True,in_bracket,<1,True,True,2026-09-10T14:45:00Z,5.0,0.291,,False,,,0.2868,4.6715
FCXG,under120,20260910T1337Z,morning,14.74,-0.17378070996563955,False,other_price_or_range,10-120,False,,,,,,,,,,
COO,under120,20260910T1337Z,morning,52.555,-0.17210144927536228,False,other_price_or_range,10-120,False,,,,,,,,,,
SKIL,under120,20260910T1337Z,morning,5.305,-0.1671899529042387,True,in_bracket,3-10,True,False,,,5.305,0.0,True,4.7092,-11.2309,4.2,-20.8294
CLIK,under120,20260910T1337Z,morning,0.9665,-0.15956521739130425,True,in_bracket,<1,True,True,2026-09-10T13:40:00Z,5.0,1.1003,,False,,,1.24,28.298
BRZX,under120,20260910T1337Z,morning,23.3349,-0.15443150811510062,False,other_price_or_range,10-120,False,,,,,,,,,,
HUBC,under120,20260910T1337Z,morning,0.5099,-0.15030828195300774,True,in_bracket,<1,True,False,,,0.5171,70.6,False,,,0.4082,-19.9451
AGRZ,under120,20260910T1337Z,morning,0.214,-0.1463901076984443,True,in_bracket,<1,True,True,2026-09-10T14:20:00Z,5.0,0.2258,,False,,,0.239,11.6822
FGL,under120,20260910T1337Z,morning,5.833,-0.1409425625920471,True,in_bracket,3-10,True,False,,,5.95,100.29,False,,,5.22,-10.5092
BBBYW,under120,20260910T1337Z,morning,0.7337,-0.14056460114794422,True,in_bracket,<1,True,True,2026-09-10T13:40:00Z,5.0,0.8334,,False,,,0.715,-2.5487
SKYX,under120,20260910T1337Z,morning,1.205,-0.13928571428571418,True,in_bracket,1-3,True,True,2026-09-10T15:15:00Z,5.0,1.2695,,False,,,1.315,9.1286
SHOE,under120,20260910T1337Z,morning,11.1511,-0.13757927300850736,False,other_price_or_range,10-120,False,,,,,,,,,,
VMAR,under120,20260910T1337Z,morning,7.15,-0.1364734299516907,True,in_bracket,3-10,True,True,2026-09-10T13:40:00Z,5.0,7.84,,False,,,7.395,3.4266
SUNE,under120,20260910T1337Z,morning,3.9,-0.13525498891352547,True,in_bracket,3-10,True,True,2026-09-10T14:30:00Z,5.0,4.18,,False,,,3.3582,-13.8923
HCAI,under120,20260910T1337Z,morning,3.64,-0.13333333333333333,True,in_bracket,3-10,True,True,2026-09-10T14:15:00Z,5.0,3.85,,False,,,2.47,-32.1429
CIFG,under120,20260910T1337Z,morning,3.75,-0.1319444444444445,True,in_bracket,3-10,True,True,2026-09-10T14:25:00Z,5.0,3.94,,False,,,3.81,1.6
SSM,under120,20260910T1337Z,morning,2.01,-0.12798264642082444,True,in_bracket,1-3,True,True,2026-09-10T15:05:00Z,5.0,2.135,,False,,,1.99,-0.995
CIFU,under120,20260910T1337Z,morning,9.15,-0.12607449856733527,True,in_bracket,3-10,True,True,2026-09-10T14:25:00Z,5.0,9.675,,False,,,9.3685,2.388
CIFC,under120,20260910T1337Z,morning,6.88,-0.12607176881549695,True,in_bracket,3-10,True,False,,,7.14,188.95,False,,,6.97,1.3081
XCUR,under120,20260910T1337Z,morning,1.2553,-0.12216783216783207,True,in_bracket,1-3,True,True,2026-09-10T13:40:00Z,5.0,1.3714,,False,,,1.34,6.7474
COPZ,under120,20260910T1337Z,morning,17.38,-0.12044534412955478,False,other_price_or_range,10-120,False,,,,,,,,,,
HVII,under120,20260910T1337Z,morning,9.5,-0.12037037037037043,True,in_bracket,3-10,True,True,2026-09-10T13:40:00Z,5.0,10.1,,False,,,10.565,11.2105
SLBT,under120,20260910T1337Z,morning,2.3,-0.11877394636015329,True,in_bracket,1-3,True,True,2026-09-10T13:45:00Z,5.0,2.5717,,False,,,2.08,-9.5652
AEO,under120,20260910T1337Z,morning,14.9234,-0.11643576080521016,False,other_price_or_range,10-120,False,,,,,,,,,,
ACCL,under120,20260910T1337Z,morning,2.7401,-0.11609677419354841,True,in_bracket,1-3,True,False,,,2.8199,145.62,False,,,2.7,-1.4635
HKPD,under120,20260910T1337Z,morning,0.1134,-0.11544461778471143,True,in_bracket,<1,True,True,2026-09-10T13:45:00Z,5.0,0.12,,False,,,0.123,8.4656
CPOP,under120,20260910T1337Z,morning,0.2474,-0.11230714029422316,True,in_bracket,<1,True,True,2026-09-10T13:45:00Z,5.0,0.2598,,False,,,0.2579,4.2441
BTDL,under120,20260910T1337Z,morning,17.0,-0.11143169261808819,False,other_price_or_range,10-120,False,,,,,,,,,,
VNCE,under120,20260910T1337Z,morning,5.68,-0.10971786833855803,True,in_bracket,3-10,True,False,,,5.68,0.0,True,5.515,-2.9049,5.01,-11.7958
KRSA,under120,20260910T1337Z,morning,23.35,-0.10877862595419839,False,other_price_or_range,10-120,False,,,,,,,,,,
BHVN,under120,20260910T1337Z,morning,13.425,-0.10499999999999995,False,other_price_or_range,10-120,False,,,,,,,,,,
LABX,under120,20260910T1337Z,morning,10.1528,-0.10469135802469143,False,other_price_or_range,10-120,False,,,,,,,,,,
