timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-08-28T14:42:00Z,WEN,8.34,8.34,8.19,7.77,0.05,no_change_within_tolerance;sessions_held=0;dd=0.0309
