symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MGN,0.1436,-0.1716,a1_spread_guardrail,bid=0.1435;ask=0.1592;spread_pct=0.1093,,2026-09-15T14:39:00Z-14:48:00Z,10:30
TNMG,2.74,-0.1274,a1_spread_guardrail,bid=2.70;ask=2.95;spread_pct=0.0912,,2026-09-15T14:39:00Z-14:48:00Z,10:30
JBDI,1.13,-0.1102,a1_spread_guardrail,bid=1.10;ask=1.23;spread_pct=0.1150,,2026-09-15T14:39:00Z-14:48:00Z,10:30
DDC,0.2164,-0.1039,a1_spread_guardrail,bid=0.211;ask=0.230;spread_pct=0.0878,,2026-09-15T14:39:00Z-14:48:00Z,10:30
FTFT,5.92,-0.25,a3_prior_spike,spread_pct=0.0285;atr14_pct=0.1721;atr3_pct=0.4831;peak_to_baseline_ratio=3.6051,,2026-09-15T14:39:00Z-14:48:00Z,10:30
GTBP,9.03,-0.2253,a3_prior_spike,spread_pct=0.0113;atr14_pct=0.1127;atr3_pct=0.2444;peak_to_baseline_ratio=1.6405;volume_spike_ratio=7.784,,2026-09-15T14:39:00Z-14:48:00Z,10:30
PFSA,2.0901,-0.193,a6_reverse_split_proxy,spread_pct=0.0239;atr14_pct=0.7290;atr3_pct=0.1616;peak_to_baseline_ratio=2.2147;volume_spike_ratio=3.2456;days_since_earnings=26;financial_status=CC0/;split_ratio_proxy=1548.4,a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
BIAF,6.45,-0.1866,a3_prior_spike,spread_pct=0.0436;atr14_pct=0.3475;atr3_pct=0.3728;peak_to_baseline_ratio=3.4256,,2026-09-15T14:39:00Z-14:48:00Z,10:30
LHSW,0.5449,-0.1171,a2_atr_guardrail,spread_pct=0.0083;atr14_pct=1.4204;atr3_pct=1.1839,,2026-09-15T14:39:00Z-14:48:00Z,10:30
UZX,0.0799,-0.1679,a5_compliance,spread_pct=0.0750;atr14_pct=0.2321;atr3_pct=0.3923;peak_to_baseline_ratio=1.1657;days_since_earnings=none;financial_status_indicator=CC4;financial_status_description=Noncompliant;split_ratio_proxy=38.75,a5;a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
HYFT,1.1201,-0.1541,a4_earnings_recency,spread_pct=0.0089;atr14_pct=0.0694;atr3_pct=0.0443;peak_to_baseline_ratio=1.0452;days_since_earnings=1(report 2026-09-14),,2026-09-15T14:39:00Z-14:48:00Z,10:30
BMGL,6.02,-0.154,a3_prior_spike,spread_pct=0.0402;atr14_pct=0.1216;atr3_pct=0.2751;peak_to_baseline_ratio=1.8440;volume_spike_ratio=1701.06,,2026-09-15T14:39:00Z-14:48:00Z,10:30
PLAY,7.225,-0.1488,a4_earnings_recency,spread_pct=0.0042;atr14_pct=0.0760;atr3_pct=0.0647;peak_to_baseline_ratio=1.0309;days_since_earnings=1(report 2026-09-14),,2026-09-15T14:39:00Z-14:48:00Z,10:30
WETO,2.005,-0.1413,a2_atr_guardrail,spread_pct=0.0050;atr14_pct=2.5432;atr3_pct=0.3089,,2026-09-15T14:39:00Z-14:48:00Z,10:30
BOXL,4.75,-0.1252,a6_reverse_split_proxy,spread_pct=0.0484;atr14_pct=0.1417;atr3_pct=0.0685;peak_to_baseline_ratio=1.1912;days_since_earnings=34;financial_status=CC0/;split_ratio_proxy=76.93,a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
QCLS,0.4998,-0.1184,a2_atr_guardrail,spread_pct=0.0188;atr14_pct=0.5071;atr3_pct=0.9911,,2026-09-15T14:39:00Z-14:48:00Z,10:30
NXTT,5.225,-0.116,a3_prior_spike,spread_pct=0.0555;atr14_pct=0.4925;atr3_pct=0.1613;peak_to_baseline_ratio=1.6951;volume_spike_ratio=39.13,,2026-09-15T14:39:00Z-14:48:00Z,10:30
ARMP,4.9089,-0.1153,a3_prior_spike,spread_pct=0.0041;atr14_pct=0.1172;atr3_pct=0.1863;peak_to_baseline_ratio=1.3560;volume_spike_ratio=55.485,,2026-09-15T14:39:00Z-14:48:00Z,10:30
USDE,6.5899,-0.1138,a3_prior_spike,spread_pct=0.0030;atr14_pct=0.1761;atr3_pct=0.1632;peak_to_baseline_ratio=1.5695;volume_spike_ratio=16.216,,2026-09-15T14:39:00Z-14:48:00Z,10:30
ILLR,0.6845,-0.1135,a5_compliance,spread_pct=0.0509;atr14_pct=0.1682;atr3_pct=0.1108;peak_to_baseline_ratio=1.1809;days_since_earnings=33;financial_status_indicator=CC4;financial_status_description=Noncompliant;split_ratio_proxy=25.499,a5;a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
AEHL,5.31,-0.112,a3_prior_spike,spread_pct=0.0414;atr14_pct=0.3397;atr3_pct=0.3627;peak_to_baseline_ratio=1.5204;volume_spike_ratio=22.639,,2026-09-15T14:39:00Z-14:48:00Z,10:30
DBGI,4.6,-0.1103,a6_reverse_split_proxy,spread_pct=0.0681;atr14_pct=0.4824;atr3_pct=0.3889;peak_to_baseline_ratio=1.2418;days_since_earnings=27;financial_status=CC0/;split_ratio_proxy=169.01,a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
GIPR,0.3651,-0.1051,a3_prior_spike,spread_pct=0.0405;atr14_pct=0.3356;atr3_pct=0.1518;peak_to_baseline_ratio=1.9304;volume_spike_ratio=26.981,,2026-09-15T14:39:00Z-14:48:00Z,10:30
PLCE,2.215,-0.1032,a4_earnings_recency,spread_pct=0.0045;atr14_pct=0.0825;atr3_pct=0.0716;peak_to_baseline_ratio=1.1514;days_since_earnings=1(report 2026-09-14),,2026-09-15T14:39:00Z-14:48:00Z,10:30
SLXN,0.3464,-0.1028,a5_compliance,spread_pct=0.0593;atr14_pct=0.2777;atr3_pct=0.1886;peak_to_baseline_ratio=1.2590;days_since_earnings=32;financial_status_indicator=CC4;financial_status_description=Noncompliant;split_ratio_proxy=123.19,a5;a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
BURU,1.215,-0.1,a5_compliance,spread_pct=0.0492;atr14_pct=0.3366;atr3_pct=0.3085;peak_to_baseline_ratio=1.5488;days_since_earnings=32;financial_status_indicator=CB4;financial_status_description=Noncompliant;split_ratio_proxy=139.10,a5;a6,2026-09-15T14:39:00Z-14:48:00Z,10:30
