timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-16T14:45:00Z,CNXU,4.70,4.70,4.591,4.36,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,BBOT,6.03,6.03,5.79,4.7201,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,CVV,5.19,5.19,4.95,4.47,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,SMR,9.54,9.54,9.1865,8.1,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,MKDW,7.24,7.24,6.89,5.3,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,RADX,1.91,1.91,1.81,1.5,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,BAK,1.89,1.89,1.84,1.785,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,PECE,10.54,10.54,10.015,10.015,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,MYSE,2.62,2.62,2.4799,2.17,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,MRLN,2.51,2.51,2.3899,2.3899,0.05,decay_dominant_no_change_no_bars_yet
2026-09-16T14:45:00Z,FBDT,0.872,0.872,0.8299,0.8081,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,GWAV,2.48,2.48,2.3655,2.34,0.05,decay_dominant_no_change
2026-09-16T14:45:00Z,TNON,4.78,4.77,4.59,4.5201,0.05,reconciled_to_avg_buy_price;init_used_raw_fill_4.5435_phaseC_uses_pos_avg_4.54
