timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-16T13:45:00Z,CNXU,4.7,4.7,4.591,4.4,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:45:00Z,BBOT,6.03,6.03,5.79,4.7201,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:45:00Z,CVV,5.19,5.19,4.95,4.45,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:45:00Z,SMR,9.54,9.54,9.1,8.15,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:45:00Z,MKDW,7.24,7.24,6.935,6.1619,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:45:00Z,RADX,1.91,1.91,1.8,1.51,0.05,reviewed_no_change_decay_dominant
2026-09-16T13:44:42Z,MYSE,,2.62,2.4899,2.4899,0.05,initial_target_set_phase_b
2026-09-16T13:44:44Z,PECE,,10.54,10.03,10.03,0.05,initial_target_set_phase_b
2026-09-16T13:44:45Z,BAK,,1.89,1.7985,1.7985,0.05,initial_target_set_phase_b
2026-09-16T13:44:47Z,TOPS,,0.725,0.6899,0.6899,0.05,initial_target_set_phase_b
2026-09-16T13:44:48Z,AIXC,,0.945,0.8998,0.8998,0.05,initial_target_set_phase_b
