symbol,side,quantity,avg_fill_price,limit_sell_price,spread_pct,atr_14_pct,atr_3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,ask_gap_pct,last_real_price,bracket_last_price,bracket_pct_change,fundamentals_guardrails_failed,evaluated_at,firing
LRE,buy,4,1.0699,1.13,0.01905,0.0379,0.0482,1.0264,,,CC0,,2.286,Real Estate Development,0.02885,1.04,1.05,-0.11111111111111102,,2026-09-17T14:39:36Z,10:30
