timestamp_utc,symbol,side,quantity,fill_price,limit_sell_price,bracket_last_price,bracket_pct_change,spread_pct,atr_14_pct,atr_3_pct,prior_spike_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,ask_gap_pct,firing
2026-09-21T13:42:22Z,LVWR,buy,3,1.4699,1.55,1.4601,-0.1042,0.062,0.098,0.195,1.24,3.95,,CA0,,4.44,Recreational Products,0.0248,9:30
