symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
FLZH,under120,2026-08-24T13:38:00Z,morning,0.28,-0.7113104443757088,False,other_price_or_range,<1,False,,,,,,,,,,
AAOG,under120,2026-08-24T13:38:00Z,morning,2.3659,-0.3316666666666667,False,other_price_or_range,1-3,False,,,,,,,,,,
AAOX,under120,2026-08-24T13:38:00Z,morning,10.62,-0.330390920554855,False,other_price_or_range,10-120,False,,,,,,,,,,
DFNS,under120,2026-08-24T13:38:00Z,morning,14.04,-0.31877729257641924,False,other_price_or_range,10-120,False,,,,,,,,,,
KNRX,under120,2026-08-24T13:38:00Z,morning,0.392,-0.24615384615384614,True,in_bracket,<1,True,True,2026-08-24T14:35:00Z,5.102040816326521,0.415,,False,,,0.4023,2.627551020408157
RFAI,under120,2026-08-24T13:38:00Z,morning,44.14,-0.2389655172413793,False,other_price_or_range,10-120,False,,,,,,,,,,
AMCI,under120,2026-08-24T13:38:00Z,morning,5.05,-0.22307692307692312,True,in_bracket,3-10,True,False,,,5.24,101.55038759689923,False,,,4.83,-4.356435643564352
ADIL,under120,2026-08-24T13:38:00Z,morning,4.88,-0.21480289621882542,True,in_bracket,3-10,True,True,2026-08-24T13:40:00Z,5.122950819672131,5.2,,False,,,5.435,11.372950819672125
KAPA,under120,2026-08-24T13:38:00Z,morning,0.2298,-0.20758620689655166,True,in_bracket,<1,True,True,2026-08-24T19:25:00Z,3.1331592689294965,0.2398,,True,0.229,-0.3481288076588317,0.2355,2.4804177545691832
RGNX,under120,2026-08-24T13:38:00Z,morning,8.5,-0.207089552238806,True,in_bracket,3-10,True,False,,,8.5,98.0392156862745,True,8.22,-3.2941176470588163,8.05,-5.294117647058815
AXTL,under120,2026-08-24T13:38:00Z,morning,2.62,-0.195084485407066,True,in_bracket,1-3,True,True,2026-08-24T14:35:00Z,5.3435114503816665,2.76,,False,,,2.75,4.961832061068698
AXTX,under120,2026-08-24T13:38:00Z,morning,6.765,-0.19175627240143364,True,in_bracket,3-10,True,True,2026-08-24T14:35:00Z,5.099778270509987,7.1375,,False,,,7.115,5.173688100517377
AIXC,under120,2026-08-24T13:38:00Z,morning,0.9251,-0.1740178571428572,True,in_bracket,<1,True,True,2026-08-24T17:20:00Z,5.069722192195432,0.9798,,False,,,0.9303,0.562101394443842
AKAF,under120,2026-08-24T13:38:00Z,morning,28.0,-0.17116605096144744,False,other_price_or_range,10-120,False,,,,,,,,,,
AAOI,under120,2026-08-24T13:38:00Z,morning,104.225,-0.1649975965390162,False,other_price_or_range,10-120,False,,,,,,,,,,
NUR,under120,2026-08-24T13:38:00Z,morning,2.1172,-0.1564940239043824,True,in_bracket,1-3,True,True,2026-08-24T13:50:00Z,7.217079161156247,2.315,,False,,,2.07,-2.229359531456647
SMTK,under120,2026-08-24T13:38:00Z,morning,3.73,-0.1541950113378685,True,in_bracket,3-10,True,True,2026-08-24T15:35:00Z,5.093833780160857,3.95,,False,,,3.8005,1.890080428954424
ASTT,under120,2026-08-24T13:38:00Z,morning,19.37,-0.14519730629032396,False,other_price_or_range,10-120,False,,,,,,,,,,
AXTC,under120,2026-08-24T13:38:00Z,morning,16.9,-0.14401774770303,False,other_price_or_range,10-120,False,,,,,,,,,,
AZTA,under120,2026-08-24T13:38:00Z,morning,32.15,-0.14037433155080214,False,other_price_or_range,10-120,False,,,,,,,,,,
MGRX,under120,2026-08-24T13:38:00Z,morning,0.3641,-0.13720379146919434,True,in_bracket,<1,True,True,2026-08-24T18:05:00Z,4.092282340016486,0.385,,False,,,0.38,4.366932161494102
ITOC,under120,2026-08-24T13:38:00Z,morning,0.2543,-0.1282139184093246,True,in_bracket,<1,True,True,2026-08-24T17:05:00Z,7.353519465198581,0.2785,,False,,,0.2699,6.134486826582755
ZKH,under120,2026-08-24T13:38:00Z,morning,2.5316,-0.12703448275862064,True,in_bracket,1-3,True,True,2026-08-24T13:40:00Z,8.62695528519513,2.7998,,False,,,3.002,18.581134460420277
SUGP,under120,2026-08-24T13:38:00Z,morning,1.4001,-0.12493750000000012,True,in_bracket,1-3,True,False,,,1.4751,101.73103448275862,False,,,1.32,-5.721019927148049
EJH,under120,2026-08-24T13:38:00Z,morning,1.11,-0.11904761904761897,True,in_bracket,1-3,True,True,2026-08-24T13:40:00Z,5.40540540540539,1.17,,False,,,1.29,16.21621621621621
AEHG,under120,2026-08-24T13:38:00Z,morning,9.05,-0.117933723196881,True,in_bracket,3-10,True,True,2026-08-24T18:15:00Z,4.0883977900552395,9.4653,,False,,,9.13,0.8839779005524869
RDAC,under120,2026-08-24T13:38:00Z,morning,5.93,-0.11624441132637858,True,in_bracket,3-10,True,True,2026-08-24T13:55:00Z,5.059021922428343,6.27,,False,,,5.9,-0.5059021922428223
VHUB,under120,2026-08-24T13:38:00Z,morning,0.7219,-0.11499325732499693,True,in_bracket,<1,True,True,2026-08-24T14:15:00Z,8.602299487463643,0.799,,False,,,0.8116,12.425543704114144
SNSC,under120,2026-08-24T13:38:00Z,morning,1.576,-0.10960451977401127,True,in_bracket,1-3,True,True,2026-08-24T17:05:00Z,5.329949238578671,1.66,,False,,,1.75,11.040609137055833
MGN,under120,2026-08-24T13:38:00Z,morning,0.093,-0.10748560460652593,True,in_bracket,<1,True,True,2026-08-24T13:55:00Z,5.37634408602151,0.098,,False,,,0.1035,11.290322580645157
SKK,under120,2026-08-24T13:38:00Z,morning,4.8,-0.1061452513966481,True,in_bracket,3-10,True,False,,,4.9555,101.13265306122447,False,,,4.6,-4.1666666666666705
APUS,under120,2026-08-24T13:38:00Z,morning,4.34,-0.10330578512396695,True,in_bracket,3-10,True,True,2026-08-24T13:45:00Z,7.142857142857155,4.74,,False,,,4.65,7.142857142857155
TMS,under120,2026-08-24T13:38:00Z,morning,6.59,-0.10217983651226158,True,in_bracket,3-10,True,True,2026-08-24T14:35:00Z,7.587253414264036,7.23,,False,,,6.132,-6.94992412746586
UCAR,under120,2026-08-24T13:38:00Z,morning,0.5474,-0.09952294785326533,False,shallow_outside,<1,True,True,2026-08-24T18:35:00Z,3.0325173547679847,0.57,,False,,,0.5953,8.750456704420909
ASTG,under120,2026-08-24T13:38:00Z,morning,9.47,-0.0963740458015267,False,shallow_outside,3-10,True,False,,,9.47,98.03312629399586,True,9.04,-4.540654699049647,8.695,-8.18373812038015
AXTI,under120,2026-08-24T13:38:00Z,morning,64.04,-0.0947130336443312,False,other_price_or_range,10-120,False,,,,,,,,,,
AIAI,under120,2026-08-24T13:38:00Z,morning,5.995,-0.09441087613293052,False,shallow_outside,3-10,True,False,,,6.29,101.94489465153971,False,,,5.309,-11.442869057547956
BMGL,under120,2026-08-24T13:38:00Z,morning,4.8,-0.09433962264150944,False,shallow_outside,3-10,False,,,,,,,,,,
ASTX,under120,2026-08-24T13:38:00Z,morning,12.71,-0.09408410548823938,False,other_price_or_range,10-120,False,,,,,,,,,,
JXG,under120,2026-08-24T13:38:00Z,morning,7.2494,-0.09382500000000005,False,shallow_outside,3-10,True,True,2026-08-24T14:25:00Z,5.112147212183085,7.65,,False,,,7.595,4.767291086158856
UMAC,under120,2026-08-24T13:38:00Z,morning,24.87,-0.09332847247539186,False,other_price_or_range,10-120,False,,,,,,,,,,
AMZE,under120,2026-08-24T13:38:00Z,morning,0.1706,-0.09303561935140876,False,shallow_outside,<1,True,True,2026-08-24T19:35:00Z,3.1652989449003446,0.1788,,False,,,0.1764,3.3997655334114882
FGI,under120,2026-08-24T13:38:00Z,morning,7.01,-0.0925566343042071,False,shallow_outside,3-10,True,True,2026-08-24T13:40:00Z,5.135520684736096,7.435,,False,,,7.055,0.6419400855920104
INFQ,under120,2026-08-24T13:38:00Z,morning,12.8301,-0.09135269121813028,False,other_price_or_range,10-120,False,,,,,,,,,,
GCDT,under120,2026-08-24T13:38:00Z,morning,0.36,-0.09044972208185953,False,shallow_outside,<1,True,True,2026-08-24T13:45:00Z,5.277777777777783,0.3859,,False,,,0.3681,2.2499999999999987
FCEL,under120,2026-08-24T13:38:00Z,morning,17.78,-0.09007164790173992,False,other_price_or_range,10-120,False,,,,,,,,,,
IBG,under120,2026-08-24T13:38:00Z,morning,0.9102,-0.08979999999999999,False,shallow_outside,<1,True,True,2026-08-24T16:35:00Z,5.5811909470446,0.98,,True,0.8931,-1.8787079762689525,0.9643,5.94374862667546
BIVI,under120,2026-08-24T13:38:00Z,morning,1.775,-0.08974358974358977,False,shallow_outside,1-3,True,True,2026-08-24T13:55:00Z,5.3521126760563495,1.8709,,False,,,2.125,19.718309859154935
ASTY,under120,2026-08-24T13:38:00Z,morning,6.95,-0.0879265091863517,False,shallow_outside,3-10,True,False,,,7.06,99.5768688293371,False,,,6.2283,-10.384172661870506
