timestamp_utc,symbol,side,quantity,avg_fill_price,limit_sell_price,last_price_at_scan,pct_change_at_scan,spread_pct,atr14_pct,atr3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,ask_gap_pct,last_real_price,firing
2026-09-03T13:40:50Z,SGLD,buy,1,6.1015,6.41,6.0655,-0.15768,0.0099,0.1166,0.5311,1.0,n/a-insufficient_history(n=2),n/a,CC0,,2.333,-0.0303,6.2801,9:30
