timestamp_utc,firing,symbol,quantity,avg_fill_price,limit_sell_price,buy_order_id,sell_order_id,last_price_at_bracket,pct_change_at_bracket,spread_pct,atr_14_pct,atr_3_pct,peak_to_baseline_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,ask_gap_pct,last_real_price,per_position_cap,remaining_buying_power_after
2026-08-27T14:41:04Z,10:30,HCWC,18,0.2775,0.3,6a904c80-bf5d-42cd-9faa-99ad24956f3e,6a904c8d-85e2-4639-bf9c-551f2f405f7e,0.2735,-0.15918367346938778,0.0534,0.131,0.1073,2.319,3.0,13,CB0,,3.582,Food Retail,0.02855,0.2767,5.0,486.785
