timestamp_utc,firing,symbol,quantity,entry_price,sell_target_price,buy_order_id,sell_order_id,spread_pct,atr14_pct,atr3_pct,prior_spike_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,industry,bracket_last_price,bracket_pct_change
2026-09-24T13:46Z,9:30,RAVE,2,2.2639,2.38,6ab529ae-204a-4e99-a5e2-b35e23dbfc49,6ab529ce-b7d5-4873-98fe-fab443589f8d,0.0133,0.0508,0.0567,1.0304,9.986,140,CC0,,1.637,Restaurants,2.26,-0.1709
2026-09-24T13:46Z,9:30,TAOP,8,0.5999,0.63,6ab529b4-5498-4229-b69f-42f54aca0129,6ab529d0-b751-4e5d-9832-fc882b402241,0.073,0.2101,0.1837,1.0748,11.79,,CC0,,6.35,Packaged Software,0.548,-0.1399
2026-09-24T13:46Z,9:30,ACON,1,2.6345,2.77,6ab529ba-c0d3-439a-bc7b-d9a9a3610d1b,6ab529d1-8a80-4f82-8a38-f4e14efa24a0,0.0191,0.0649,0.0875,1.2814,6.156,49,CC0,,4.586,Packaged Software,2.6236,-0.1088
2026-09-24T13:46Z,9:30,EO,1,6.0202,6.33,6ab529c0-4d19-4a92-8df3-b5fa4be6da4e,6ab529d3-d6d9-4515-9d67-d1f5d694a079,0.0113,0.1628,0.1858,1.6913,2.153,,CB0,,3.716,,6.215,-0.1012
