symbol,old_target,new_target,peak_price,decay_pct,reason
COHH,9.62,9.62,9.71,0.02,"unchanged: already at correct after-3:30pm decay target (avg_buy 9.43, decay_target=9.62); trailing valid (peak*0.98=9.52>avg_buy) but lower than decay, so decay wins; no auto-liquidate (bought 2026-08-10, not today)"
PLTD,6.58,6.58,6.47,0.02,"unchanged: already at correct after-3:30pm decay target (avg_buy 6.45); trailing invalid (peak*0.98=6.35<avg_buy); no auto-liquidate (bought 2026-08-04, not today)"
CRIS,3.15,3.16,3.119,0.02,"corrected: stale target from earlier partial run of this firing; decay_target=3.09*1.02 ceil'd=3.16; trailing invalid (peak*0.98=3.06<avg_buy 3.09); auto-liquidate checked and not triggered (bought today 13:54 UTC, >60min elapsed, but peak 3.119>=avg_buy 3.09 so breakeven was touched this morning)"
