entry_date,entry_timestamp,symbol,firing,skip_reason,guardrail_detail,fundamentals_guardrails_failed,entry_price,status,exit_date,exit_timestamp,exit_price,exit_reason,roi_pct,sessions_held,peak_pct,max_drawdown_pct
2026-08-27,2026-08-27T14:41:00Z,VBIO,10:30,a5_compliance,"financial_status_indicator=CC4;financial_status_description=Noncompliant;check=i,ii",a5;a6,0.1298,open,,,,,,0,2.2342,-9.6302
2026-08-27,2026-08-27T14:41:00Z,CALC,10:30,a5_compliance,"financial_status_indicator=CC4;financial_status_description=Noncompliant;check=i,ii",a5,0.4902,open,,,,,,0,2.7336,-4.7328
2026-08-27,2026-08-27T14:41:00Z,APRE,10:30,a5_compliance,"financial_status_indicator=CC4;financial_status_description=Noncompliant;check=i,ii",a5,0.8426,closed,2026-08-27,2026-08-27T17:35:00Z,0.877,paper_target,4.082601471635412,0,5.5661,-3.869
2026-08-27,2026-08-27T14:41:00Z,MSTZ,10:30,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;check=i,a8,4.795,open,,,,,,0,1.5641,-8.2377
2026-08-27,2026-08-27T14:41:00Z,VWAV,10:30,a6_reverse_split_proxy,split_ratio_proxy=18.59,a6,0.8498,closed,2026-08-27,2026-08-27T16:35:00Z,0.893,paper_target,5.083549070369501,0,5.8837,-1.1532
2026-08-27,2026-08-27T14:41:00Z,FTFT,10:30,a6_reverse_split_proxy,split_ratio_proxy=105.68,a6,0.5874,open,,,,,,0,1.9748,-5.4137
2026-08-27,2026-08-27T14:41:00Z,YAAS,10:30,a6_reverse_split_proxy,split_ratio_proxy=60.09,a6,2.245,closed,2026-08-27,2026-08-27T14:45:00Z,2.36,paper_target,5.122494432071259,0,5.1225,0.0
2026-08-27,2026-08-27T14:41:00Z,WSHP,10:30,a6_reverse_split_proxy,split_ratio_proxy=44.85,a6,5.573,closed,2026-08-27,2026-08-27T19:30:00Z,5.69,paper_target,2.0994078593217296,0,2.0994,-6.693
2026-08-27,2026-08-27T14:41:00Z,BDRX,10:30,a6_reverse_split_proxy,split_ratio_proxy=67.76,a6,0.8766,open,,,,,,0,2.6694,-0.7529
2026-08-27,2026-08-27T14:41:00Z,CRCD,10:30,a6_reverse_split_proxy,split_ratio_proxy=32.36,a6;a8,2.2599,closed,2026-08-27,2026-08-27T18:30:00Z,2.33,paper_target,3.101907164033809,0,3.9869,-2.6506
2026-08-27,2026-08-27T14:41:00Z,NBIZ,10:30,a6_reverse_split_proxy,split_ratio_proxy=190.78,a6;a8,6.29,closed,2026-08-27,2026-08-27T15:00:00Z,6.61,paper_target,5.087440381558033,0,5.5596,-0.4769
2026-08-27,2026-08-27T14:41:00Z,LUCY,10:30,a3_prior_spike,peak_to_baseline_ratio=1.812;volume_spike_ratio=1658.38,,1.005,open,,,,,,0,3.4726,-7.4527
2026-08-27,2026-08-27T14:41:00Z,FBDT,10:30,a2_atr_guardrail,atr_14_pct=0.6929;atr_3_pct=1.2056,,1.0699,open,,,,,,0,2.8133,-11.6086
2026-08-27,2026-08-27T14:41:00Z,APUS,10:30,a7_stale_quote,ask_gap_pct=0.0437;last_real_price=4.005;reason=gap_exceeded,,4.09,open,,,,,,0,1.0513,-8.6406
