symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
BTAI,0.1269,-0.2248157248157248,a2_atr,atr14_pct=0.973;atr3_pct=1.367,,2026-09-01T13:40:00Z,9:30
NCRA,2.24,-0.2225795053003534,a3_prior_spike,peak_to_baseline=1.544;volume_spike=13.51,,2026-09-01T13:40:00Z,9:30
CANG,1.93,-0.2218410041841005,a3_prior_spike,peak_to_baseline=1.538;volume_spike=30.26,,2026-09-01T13:40:00Z,9:30
BRNX,3.39,-0.21028037383177578,a3_prior_spike,peak_to_baseline=3.966;volume_spike=113.38,,2026-09-01T13:40:00Z,9:30
AEHL,5.1539,-0.2078582434514638,a3_prior_spike,peak_to_baseline=1.653;volume_spike=165.93,,2026-09-01T13:40:00Z,9:30
KALA,0.5285,-0.1966701352757544,a6_reverse_split_proxy,split_ratio_proxy=1949.03,a6,2026-09-01T13:40:00Z,9:30
YDDL,1.845,-0.19078947368421048,a3_prior_spike,peak_to_baseline=1.482;volume_spike=12059.07,,2026-09-01T13:40:00Z,9:30
PASW,0.119,-0.18337730870712413,a3_prior_spike,peak_to_baseline=1.838;volume_spike=381.31,,2026-09-01T13:40:00Z,9:30
DFNS,9.80,-0.18104906937394252,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-01T13:40:00Z,9:30
LHSW,3.25,-0.17480719794344476,a3_prior_spike,peak_to_baseline=1.464;volume_spike=22.42,,2026-09-01T13:40:00Z,9:30
RZLV,2.4399,-0.16217993079584778,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-01,,2026-09-01T13:40:00Z,9:30
VVOS,0.1667,-0.15816326530612243,a3_prior_spike,peak_to_baseline=1.489;volume_spike=203.07,,2026-09-01T13:40:00Z,9:30
AXTX,5.0593,-0.1377142857142857,a6_reverse_split_proxy,split_ratio_proxy=15.14,a6;a8,2026-09-01T13:40:00Z,9:30
SQFT,1.77,-0.1326530612244898,a3_prior_spike,peak_to_baseline=1.569;volume_spike=378.21,,2026-09-01T13:40:00Z,9:30
IVVD,0.82,-0.13121792857890877,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-01T13:40:00Z,9:30
PW,6.51,-0.12264150943396228,a7_thin_liquidity,ask_gap_pct=0.0353;last_real_price=6.51;reason=gap_exceeded,,2026-09-01T13:40:00Z,9:30
JZ,1.1305,-0.11328125000000001,a3_prior_spike,peak_to_baseline=2.138;volume_spike=951.99,,2026-09-01T13:40:00Z,9:30
FNGR,0.2032,-0.11031390134529152,a3_prior_spike,peak_to_baseline=2.452;volume_spike=1722.73,,2026-09-01T13:40:00Z,9:30
CAN,0.3197,-0.10989312140312421,a3_prior_spike,peak_to_baseline=2.247;volume_spike=14.94,,2026-09-01T13:40:00Z,9:30
AXTL,1.95,-0.10803571428571437,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x leveraged exposure,a8,2026-09-01T13:40:00Z,9:30
CLGN,0.38,-0.10543954627481321,a1_spread,spread_pct=0.1008,,2026-09-01T13:40:00Z,9:30
SMTK,2.863,-0.10423452768729637,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-01T13:40:00Z,9:30
SUPX,8.49,-0.10344827586206887,a3_prior_spike,peak_to_baseline=1.626;volume_spike=9.71,,2026-09-01T13:40:00Z,9:30
KUST,0.812,-0.10177541558294693,a6_reverse_split_proxy,split_ratio_proxy=45.44,a6,2026-09-01T13:40:00Z,9:30
