symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MYSZ,1.8655,-0.2021,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-16T13:36:00Z-13:44:00Z,9:30
FBDT,0.8072,-0.205,a3_prior_spike_guardrail,peak_to_baseline_ratio=2.4219;volume_spike_ratio=34.53,,2026-09-16T13:36:00Z-13:44:00Z,9:30
ADBT,0.1014,-0.191,a2_atr_guardrail,atr14_pct=5.3538;atr3_pct=1.4928,,2026-09-16T13:36:00Z-13:44:00Z,9:30
IPW,2.15,-0.1787,a3_prior_spike_guardrail,peak_to_baseline_ratio=1.9594;volume_spike_ratio=106.15,,2026-09-16T13:36:00Z-13:44:00Z,9:30
NIXX,0.3699,-0.1781,a1_spread_guardrail,bid=0.36;ask=0.39;spread_pct=0.0811,,2026-09-16T13:36:00Z-13:44:00Z,9:30
HCAI,0.5001,-0.1583,a1_spread_guardrail,bid=0.4851;ask=0.5674;spread_pct=0.1646,,2026-09-16T13:36:00Z-13:44:00Z,9:30
ZBAO,0.089,-0.1524,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-16T13:36:00Z-13:44:00Z,9:30
YOUL,0.38,-0.1465,a1_spread_guardrail,bid=0.39;ask=0.43;spread_pct=0.1053,,2026-09-16T13:36:00Z-13:44:00Z,9:30
ARTL,4.62,-0.1348,a6_reverse_split_proxy,split_ratio_proxy=38.78,a6,2026-09-16T13:36:00Z-13:44:00Z,9:30
HKPD,0.0969,-0.1306,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-16T13:36:00Z-13:44:00Z,9:30
CTNT,0.0541,-0.1262,a2_atr_guardrail,atr14_pct=3.3900;atr3_pct=6.4358,,2026-09-16T13:36:00Z-13:44:00Z,9:30
TRUG,0.4705,-0.1248,a3_prior_spike_guardrail,peak_to_baseline_ratio=1.4884;volume_spike_ratio=38.86,,2026-09-16T13:36:00Z-13:44:00Z,9:30
BOXL,4.45,-0.124,a6_reverse_split_proxy,split_ratio_proxy=82.11,a6,2026-09-16T13:36:00Z-13:44:00Z,9:30
AIXI,2.025,-0.1207,a5_compliance_guardrail,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-16T13:36:00Z-13:44:00Z,9:30
BMGL,4.7795,-0.1197,a3_prior_spike_guardrail,peak_to_baseline_ratio=1.8403;volume_spike_ratio=11524.61,,2026-09-16T13:36:00Z-13:44:00Z,9:30
KBSX,1.0289,-0.113,a1_spread_guardrail,bid=1.00;ask=1.14;spread_pct=0.1361,,2026-09-16T13:36:00Z-13:44:00Z,9:30
IRAB,10.1,-0.1129,a7_thin_liquidity_guardrail,no_recent_real_trades,,2026-09-16T13:36:00Z-13:44:00Z,9:30
BURU,1.0701,-0.1081,a3_prior_spike_guardrail,peak_to_baseline_ratio=1.6129;volume_spike_ratio=109.04,,2026-09-16T13:36:00Z-13:44:00Z,9:30
WETO,1.8,-0.1045,a2_atr_guardrail,atr14_pct=2.6429;atr3_pct=0.3159,,2026-09-16T13:36:00Z-13:44:00Z,9:30
FCHL,0.9894,-0.102,a1_spread_guardrail,bid=0.96;ask=1.05;spread_pct=0.0910,,2026-09-16T13:36:00Z-13:44:00Z,9:30
BDRX,1.21,-0.1017,a3_prior_spike_guardrail,peak_to_baseline_ratio=1.3846;volume_spike_ratio=24.12,,2026-09-16T13:36:00Z-13:44:00Z,9:30
