symbol,source_list,first_seen_timestamp,time_bucket,first_seen_price,pct_change_at_first_seen,in_experiment_bracket,decline_bucket,price_bucket,simulated,closed,closed_at,decay_close_roi_pct,peak_price_reached,pct_of_target_reached_if_not_closed,liquidation_triggered,liquidation_exit_price,liquidation_roi_pct,eod_sell_price,eod_sell_roi_pct
AARD,under120,2026-08-26T13:39:00Z,morning,6.71,-0.074483,False,shallow_outside,3-10,True,False,,,6.9899,101.893586,False,,,6.83,1.788376
ABLV,under120,2026-08-26T19:37:00Z,afternoon,0.89,-0.091837,False,shallow_outside,<1,True,True,2026-08-26T19:50:00Z,2.022472,,,,,,0.91,2.247191
ABOS,under120,2026-08-26T15:37:00Z,morning,2.92,-0.058065,False,shallow_outside,1-3,True,True,2026-08-26T19:30:00Z,2.054795,,,False,,,3,2.739726
ABSI,under120,2026-08-26T15:37:00Z,morning,9.035,-0.061786,False,shallow_outside,3-10,True,True,2026-08-26T19:30:00Z,2.047593,,,False,,,9.22,2.047593
ABTC,under120,2026-08-26T13:39:00Z,morning,8.735,-0.054654,False,shallow_outside,3-10,True,False,,,8.91,100,False,,,8.18,-6.353749
ABTS,under120,2026-08-26T13:39:00Z,morning,1.25,-0.067234,False,shallow_outside,1-3,True,True,2026-08-26T15:10:00Z,5.6,,,False,,,1.31,4.8
ABVC,under120,2026-08-26T19:37:00Z,afternoon,0.7252,-0.093387,False,shallow_outside,<1,True,False,,,0.7299,98.635135,,,,0.7199,-0.730833
ACLZ,under120,2026-08-26T14:36:00Z,morning,10.44,-0.078015,False,other_price_or_range,10-120,False,,,,,,,,,,
ACOG,under120,2026-08-26T14:36:00Z,morning,9.26,-0.050256,False,shallow_outside,3-10,True,True,2026-08-26T18:30:00Z,3.023758,,,False,,,9.48,2.37581
ACON,under120,2026-08-26T19:37:00Z,afternoon,2.36,-0.052209,False,shallow_outside,1-3,True,False,,,2.39,99.170124,,,,2.38,0.847458
ACRS,under120,2026-08-26T19:37:00Z,afternoon,6.155,-0.058148,False,shallow_outside,3-10,True,False,,,6.19,98.566879,,,,6.185,0.487409
ADBT,under120,2026-08-26T13:39:00Z,morning,5.17,-0.174121,True,in_bracket,3-10,True,True,2026-08-26T18:15:00Z,4.061896,,,False,,,5.42,4.83559
ADGM,under120,2026-08-26T14:36:00Z,morning,0.5153,-0.063091,False,shallow_outside,<1,True,True,2026-08-26T15:15:00Z,5.181448,,,False,,,0.5262,2.115273
ADIG,under120,2026-08-26T14:36:00Z,morning,21.105,-0.052313,False,other_price_or_range,10-120,False,,,,,,,,,,
AEHG,under120,2026-08-26T14:36:00Z,morning,8.1217,-0.102575,True,in_bracket,3-10,True,False,,,8.5282,102.011962,False,,,8.17,0.594703
