symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MASK,0.969,-0.24699186991869915,a6_reverse_split_proxy,split_ratio_proxy=22.96;high_52_weeks=22.25;last_trade_price=0.969,a6,2026-09-14T13:40:00Z,9:30
PCLA,8.01,-0.24070227497527197,a7_thin_liquidity_stale_quote,ask_gap_pct=0.0577;last_real_price=7.80;ask=8.25;reason=gap_exceeded,,2026-09-14T13:40:00Z,9:30
AEHL,6.3,-0.20998719590268883,a3_prior_spike,peak_to_baseline_ratio=1.520;volume_spike_ratio=122.50,,2026-09-14T13:40:00Z,9:30
BENF,0.89,-0.19811320754716988,a2_atr_guardrail,atr14_pct=0.4146;atr3_pct=0.9351,,2026-09-14T13:40:00Z,9:30
HVII,8.51,-0.19679093912222753,a1_spread_guardrail,spread_pct=0.2374,,2026-09-14T13:40:00Z,9:30
DAIC,2.1376,-0.19363636363636366,a3_prior_spike,peak_to_baseline_ratio=7.779;volume_spike_ratio=4.22,,2026-09-14T13:40:00Z,9:30
UCAR,3.82,-0.1841046277665996,a6_reverse_split_proxy,split_ratio_proxy=114.66;high_52_weeks=438.0;last_trade_price=3.82,a6,2026-09-14T13:40:00Z,9:30
GIFT,0.581,-0.18000000000000005,a1_spread_guardrail,spread_pct=0.2031,,2026-09-14T13:40:00Z,9:30
LIQT,0.6026,-0.15590418826166125,a1_spread_guardrail,spread_pct=0.164,,2026-09-14T13:40:00Z,9:30
FEBO,0.7397,-0.15506286332296879,a1_spread_guardrail,spread_pct=0.1352,,2026-09-14T13:40:00Z,9:30
IOTR,2.05,-0.1337784162934168,a7_thin_liquidity_stale_quote,ask_gap_pct=0.0439;last_real_price=2.050;ask=2.14;reason=gap_exceeded,,2026-09-14T13:40:00Z,9:30
ADBT,0.2043,-0.12397761515281971,a2_atr_guardrail,atr14_pct=3.0148,,2026-09-14T13:40:00Z,9:30
CDT,0.2192,-0.12319999999999998,a2_atr_guardrail,atr14_pct=1.3565,,2026-09-14T13:40:00Z,9:30
GAUZ,7.455,-0.11794871794871795,a5_compliance_guardrail,financial_status_indicator=CC10;financial_status_description=Noncompliant,a5;a6,2026-09-14T13:40:00Z,9:30
RFIL,9.45,-0.10513565891472876,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-14;timing=am,,2026-09-14T13:40:00Z,9:30
