symbol,side,quantity,fill_price,limit_sell_price,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,per_position_cap,evaluated_at,firing
DAVA,buy,2,2.1199,2.23,2.115,-0.23655913978494628,0.00943,0.0645,0.0583,5,2026-09-22T13:45:14Z,9:30
