symbol,quantity,avg_fill_price,dollar_spent,limit_sell_price,buy_order_id,sell_order_id,pct_change_at_bracket,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
MRLN,2,2.3899,4.7798,2.51,6aaaaa96-a78a-4827-8706-bab52c9e05f8,6aaaaab2-ea3e-4d4d-96bd-bc21b99253b6,-0.2180,spread_pct=0.0042;atr14_pct=0.0268;atr3_pct=0.0346;peak_to_baseline_ratio=1.0455;volume_spike_ratio=2.39;days_since_earnings=34;financial_status=CC0/;split_ratio_proxy=7.1257;ask_gap_pct=-0.0021,,2026-09-16T14:36:00Z-14:41:00Z,10:30
FBDT,6,0.8299,4.9794,0.872,6aaaaa9c-de6d-4406-8d3f-a9eaeba8246d,6aaaaab4-c58e-4ffa-a741-54416e70c96d,-0.1800,spread_pct=0.0671;atr14_pct=0.0668;atr3_pct=0.0408;peak_to_baseline_ratio=1.3141;volume_spike_ratio=34.53;days_since_earnings=none;financial_status=CC0/;split_ratio_proxy=14.634;ask_gap_pct=0.0148,,2026-09-16T14:36:00Z-14:41:00Z,10:30
GWAV,2,2.3597,4.7194,2.48,6aaaaaa1-9ed6-4c8b-bedb-7db66a902be0,6aaaaab5-fd88-415b-af4e-a183590a27a8,-0.1541,spread_pct=0.0348;atr14_pct=0.0180;atr3_pct=0.0252;peak_to_baseline_ratio=1.3490;volume_spike_ratio=3.06;days_since_earnings=29;financial_status=CC0/;split_ratio_proxy=10.435;ask_gap_pct=0.0239,,2026-09-16T14:36:00Z-14:41:00Z,10:30
TNON,1,4.5435,4.5435,4.78,6aaaaaa7-f245-4511-a933-90508a3f5f37,6aaaaab6-d455-415d-9982-5bc07de630c8,-0.1028,spread_pct=0.0197;atr14_pct=0.0396;atr3_pct=0.0288;peak_to_baseline_ratio=1.1044;volume_spike_ratio=662.11;days_since_earnings=34;financial_status=CC0/;split_ratio_proxy=11.053;ask_gap_pct=0.0121,,2026-09-16T14:36:00Z-14:41:00Z,10:30
